1532414	/Users/Shared/micah/Documents/Codex/2026-08-23/referenced-chatgpt-conversation-this-is-an/work/checkpoints/r32_prechange_20260823T130152-0700/zag_release_desktop.tar.gz
1532409	/Users/Shared/micah/Documents/Codex/2026-08-23/referenced-chatgpt-conversation-this-is-an/work/checkpoints/r32_prechange_20260823T130152-0700/zag_release_documents.tar.gz
4904192	/Users/Shared/micah/Documents/Codex/2026-08-23/referenced-chatgpt-conversation-this-is-an/work/toolchain_probe_20260823T130152-0700/znc_macos_wip
7579136	/Users/Shared/micah/Documents/Codex/2026-08-23/referenced-chatgpt-conversation-this-is-an/work/toolchain_probe_20260823T130152-0700/znc_main_macho
3037	/Users/Shared/micah/Documents/PrismStudio/docs/RELEASE_NOTES.md
1890	/Users/Shared/micah/Documents/PrismStudio/probe/_repro_znc1.zag
3062	/Users/Shared/micah/Documents/PrismStudio/probe/robustness_test.zag
4706	/Users/Shared/micah/Documents/PrismStudio/probe/sim_semantics_test.zag
1915	/Users/Shared/micah/Documents/PrismStudio/probe/znc.zag
711397	/Users/Shared/micah/Documents/TNN/.zag-cache/zagd/semantic.record
6	/Users/Shared/micah/Documents/TNN/.zagd.semantic-ready
2877	/Users/Shared/micah/Documents/TNN/TNN/.github/workflows/tnn-full-split-package.yml
2623	/Users/Shared/micah/Documents/TNN/TNN/.scratch/.zag-cache/zagd/semantic.record
6	/Users/Shared/micah/Documents/TNN/TNN/.scratch/.zagd.semantic-ready
1053796	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e45-negative-4de5785d/.zag-cache/zagd/semantic.record
6	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e45-negative-4de5785d/.zagd.semantic-ready
12725	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e45-negative-4de5785d/tnn_r32_e45_investigation_core.zag
81624	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e45-negative-4de5785d/tnn_r32_e45_native_qualification.zag
2088043	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e46-candidate-6e78954f/.zag-cache/zagd/semantic.record
6	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e46-candidate-6e78954f/.zagd.semantic-ready
12725	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e46-candidate-6e78954f/tnn_r32_e45_investigation_core.zag
175370	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e46-candidate-6e78954f/tnn_r32_e46_terminal_order_discriminator.zag
12725	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ad/tnn_r32_e45_investigation_core.zag
690260	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ad/tnn_r32_e51ad_trajectory_critical_router.zag
1164860	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/.zag-cache/zagd/semantic.record
6	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/.zagd.semantic-ready
1164735	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/actions-33944536498-yhVo1A/extracted/.scratch/e51ah/.zag-cache/zagd/semantic.record
6	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/actions-33944536498-yhVo1A/extracted/.scratch/e51ah/.zagd.semantic-ready
1123326	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/actions-33944536498-yhVo1A/extracted/.scratch/e51ah/preflight/.zag-cache/zagd/semantic.record
6	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/actions-33944536498-yhVo1A/extracted/.scratch/e51ah/preflight/.zagd.semantic-ready
12725	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/actions-33944536498-yhVo1A/extracted/.scratch/e51ah/preflight/tnn_r32_e45_investigation_core.zag
12725	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/actions-33944536498-yhVo1A/extracted/.scratch/e51ah/tnn_r32_e45_investigation_core.zag
770260	/Users/Shared/micah/Documents/TNN/TNN/.scratch/e51ah/actions-33944536498-yhVo1A/extracted/.scratch/e51ah/tnn_r32_e51ah_grounded_preservation_replay.zag
