VERIFY,V0_selftest                 ,PASS,checks=109 failures=0
VERIFY,V1_determinism_N5           ,PASS,sha=ca72d94fbb8d6e89
VERIFY,heapfill_1                 ,SAME,tape=ca72d94fbb8d6e89
VERIFY,heapfill_2                 ,SAME,tape=ca72d94fbb8d6e89
VERIFY,heapfill_3                 ,SAME,tape=ca72d94fbb8d6e89
VERIFY,heapfill_42                ,SAME,tape=ca72d94fbb8d6e89
VERIFY,heapfill_999               ,SAME,tape=ca72d94fbb8d6e89
VERIFY,V2_heap_perturbations       ,PASS,seeds=1,2,3,42,999
VERIFY,V6_audit_adopt              ,PASS,audit rc=0
VERIFY,V6_audit_mixed              ,PASS,audit rc=0
VERIFY,V6_audit_r1                 ,PASS,audit rc=0
VERIFY,V6_audit_r3                 ,PASS,audit rc=0
VERIFY,V3_history_sensitivity      ,PASS,digests=e148a11d,cc72ec33,d0e12816,180f7016
VERIFY,V4_bad_nosession            ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4_bad_noend                ,PASS,exit=12(want 12) msgs=0(want 0) audit=0
VERIFY,V4_bad_dfirst               ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4_bad_unknown              ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4_bad_seq                  ,PASS,exit=13(want 13) msgs=1(want 1) audit=0
VERIFY,V4_bad_verdict              ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4_bad_revise_nospan        ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4_bad_reason7              ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4_bad_trailing             ,PASS,exit=13(want 13) msgs=2(want 2) audit=0
VERIFY,V4_bad_afterend             ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4_bad_nostim               ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4_bad_stimlen              ,PASS,exit=13(want 13) msgs=0(want 0) audit=0
VERIFY,V4b_probe_bad_magic         ,PASS,exit=1(want 1) msgs=0 audit=0
VERIFY,V4b_probe_bad_version       ,PASS,exit=2(want 2) msgs=0 audit=0
VERIFY,V4b_probe_bad_length        ,PASS,exit=10(want 10) msgs=0 audit=0
VERIFY,V4b_probe_bad_checksum      ,PASS,exit=7(want 7) msgs=0 audit=0
VERIFY,V4b_probe_bad_counts        ,PASS,exit=9(want 9) msgs=0 audit=0
VERIFY,V4b_probe_bad_teacher       ,PASS,exit=3(want 3) msgs=0 audit=0
VERIFY,V4b_probe_bad_session       ,PASS,exit=3(want 3) msgs=0 audit=0
VERIFY,V4b_probe_bad_seq           ,PASS,exit=4(want 4) msgs=0 audit=0
VERIFY,V4b_probe_bad_kind          ,PASS,exit=6(want 6) msgs=0 audit=0
VERIFY,V4b_probe_bad_span          ,PASS,exit=5(want 5) msgs=0 audit=0
VERIFY,V4b_probe_bad_aux           ,PASS,exit=8(want 8) msgs=0 audit=0
VERIFY,V4b_probe_bad_ground        ,PASS,exit=8(want 8) msgs=0 audit=0
VERIFY,V5_tw_adversarial           ,PASS,smuggle->code1 dump->code2 94pct/halfrevise quiet: cumulative_fires=True,halt_at_950=True,fired_flag=True,fire_code=True,dump=True,nofire_94pct=True,nofire_halfrevise=True
VERIFY,V5_large_span_nofire_smuggle,PASS,exit=0 msgs=2 audit=0 (honest 60+/123-byte spans stay quiet)
VERIFY,V5_large_span_nofire_dump   ,PASS,exit=0 msgs=1 audit=0 (honest 60+/123-byte spans stay quiet)
VERIFY,DONE,failures=0
