H5B-P-06-00	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-01	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-02	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-03	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-04	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-05	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-06	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-07	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-08	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-06-09	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-P-12-00	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-01	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-02	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-03	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-04	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-05	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-06	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-07	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-08	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-12-09	4	4	4	4	14	ADMIT	0	4	0	trained-conf
H5B-P-20-00	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-01	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-02	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-03	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-04	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-05	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-06	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-07	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-08	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-20-09	4	4	4	4	22	ADMIT	0	16	0	trained-conf
H5B-P-40-00	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-01	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-02	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-03	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-04	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-05	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-06	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-07	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-08	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-P-40-09	4	4	4	4	42	ADMIT	0	27	0	trained-conf
H5B-O-06-00	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-01	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-02	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-03	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-04	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-05	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-06	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-07	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-08	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-06-09	4	4	4	4	7	REJECT	1	0	0	trained-conf
H5B-O-12-00	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-01	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-02	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-03	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-04	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-05	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-06	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-07	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-08	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-12-09	4	4	4	4	13	REJECT	1	1	0	trained-conf
H5B-O-20-00	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-01	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-02	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-03	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-04	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-05	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-06	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-07	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-08	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-20-09	4	4	4	4	21	REJECT	1	15	0	trained-conf
H5B-O-40-00	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-01	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-02	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-03	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-04	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-05	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-06	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-07	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-08	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-O-40-09	4	4	4	4	41	REJECT	1	26	0	trained-conf
H5B-D-0-00	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-01	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-02	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-03	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-04	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-05	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-06	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-07	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-08	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-0-09	4	2	2	2	2	REJECT	1	203	1	trained-conf
H5B-D-1-00	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-01	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-02	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-03	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-04	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-05	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-06	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-07	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-08	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-1-09	4	3	3	3	3	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-00	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-01	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-02	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-03	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-04	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-05	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-06	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-07	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-08	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-2-09	4	4	4	4	4	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-D-6-00	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-01	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-02	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-03	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-04	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-05	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-06	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-07	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-08	4	4	4	4	8	ADMIT	0	0	0	trained-conf
H5B-D-6-09	4	4	4	4	8	ADMIT	0	0	0	trained-conf
