aacrjournals.org	3
ajc.com	2
all-can.org	0
allegro.cz	-1
arcgis.com	1
auricmedia.net	0
bbc.com	2
biologicals.cz	-1
booking.com	1
bottomofthat.com	0
brainly.com	0
britannica.com	2
brucerosemanmd.com	0
buzzfeednews.com	2
cancer.org	3
cdc.gov	3
cedars-sinai.org	3
chemtrailplanet.com	-1
chinahighlights.com	1
climateaudit.org	0
climbing-kilimanjaro.com	1
cntraveler.com	1
co.uk	1
com.au	1
conspiracydata.com	-1
discoveriesinmedicine.com	0
dnaftb.org	0
draxe.com	-1
earthhow.com	1
edu.au	1
energyeducation.ca	2
eufactcheck.eu	2
factually.co	0
flatearthdave.com	-1
fortune.com	1
galactic-hunter.com	0
geeksforgeeks.org	1
genome.gov	3
genomesunzipped.org	0
geology.com	1
gizmodo.com	1
gnet-research.org	0
goodrx.com	1
greatist.com	1
guinnessworldrecords.com	1
heureka.cz	-1
insomnia.net	0
iop.org	3
lifehack.org	1
linkedin.com	0
listverse.com	1
livescience.com	2
mapsofworld.com	1
massgeneralbrigham.org	3
mayoclinic.org	3
mdpi.com	3
medicalnewstoday.com	2
medium.com	0
medlineplus.gov	3
mentalfloss.com	1
merckmanuals.com	2
microsoft.com	1
mit.edu	3
mountainhouse.com	1
nasa.gov	3
newscientist.com	2
nexaconvert.com	0
nibble-app.com	0
nineplanets.org	1
nutraceutics.cz	1
odysee.com	0
omnicalculator.com	1
pinterest.com	0
quizlet.com	0
quora.com	0
rochesterfirst.com	2
science.org	3
sciencealert.com	2
sciencefocus.com	2
sciencenotes.org	1
scientificamerican.com	2
scitechdaily.com	2
scribd.com	0
sharecare.com	1
skepdic.com	2
skyatnightmagazine.com	2
sleepfoundation.org	1
slideshare.net	0
smithsonianmag.com	2
snopes.com	2
space.com	2
spacedaily.com	1
stopworldcontrol.com	-1
tandfonline.com	3
teacherspayteachers.com	1
tec-science.com	1
tech-faq.com	1
tfes.org	-1
theconversation.com	2
theguardian.com	2
thehighwire.com	-1
theplanetstoday.com	1
thetravelbible.com	1
tiktok.com	0
umn.edu	3
usatoday.com	2
uvtnet.cz	-1
vialattea.net	1
voanews.com	1
vox.com	2
vyspimesa.sk	-1
wanttoknow.info	0
webmd.com	2
whitehouse.gov	3
who.int	3
wikipedia.org	2
xweather.com	1
yourgenome.org	2
youtube.com	0
zmescience.com	1
