solo	0	0	0	1
solo	0	0	1	1
solo	0	0	2	2
solo	0	0	3	2
solo	0	0	4	1
solo	0	0	5	1
solo	0	1	0	1
solo	0	1	1	0
solo	0	1	2	0
solo	0	1	3	2
solo	0	1	4	0
solo	0	1	5	0
solo	0	2	0	2
solo	0	2	1	0
solo	0	2	2	0
solo	0	2	3	1
solo	0	2	4	0
solo	0	2	5	0
solo	1	0	0	1
solo	1	0	1	1
solo	1	0	2	1
solo	1	0	3	1
solo	1	0	4	1
solo	1	0	5	1
solo	2	0	0	2
solo	2	0	1	1
solo	2	0	2	1
solo	2	0	3	2
solo	2	0	4	1
solo	2	0	5	2
solo	3	0	0	1
solo	3	0	1	1
solo	3	0	2	1
solo	3	0	3	2
solo	3	0	4	1
solo	3	0	5	2
solo	4	0	0	1
solo	4	0	1	2
solo	4	0	2	1
solo	4	0	3	1
solo	4	0	4	1
solo	4	0	5	1
solo	4	1	0	1
solo	4	1	1	1
solo	4	1	2	1
solo	4	1	3	1
solo	4	1	4	0
solo	4	1	5	2
solo	4	2	0	1
solo	4	2	1	1
solo	4	2	2	1
solo	4	2	3	1
solo	4	2	4	1
solo	4	2	5	2
solo	5	0	0	1
solo	5	0	1	0
solo	5	0	2	1
solo	5	0	3	1
solo	5	0	4	1
solo	5	0	5	0
solo	6	0	0	2
solo	6	0	1	0
solo	6	0	2	2
solo	6	0	3	2
solo	6	0	4	1
solo	6	0	5	0
solo	7	0	0	1
solo	7	0	1	1
solo	7	0	2	1
solo	7	0	3	0
solo	7	0	4	2
solo	7	0	5	0
solo	8	0	0	0
solo	8	0	1	0
solo	8	0	2	2
solo	8	0	3	0
solo	8	0	4	1
solo	8	0	5	1
solo	8	1	0	1
solo	8	1	1	1
solo	8	1	2	0
solo	8	1	3	1
solo	8	1	4	1
solo	8	1	5	1
solo	9	0	0	1
solo	9	0	1	0
solo	9	0	2	2
solo	9	0	3	2
solo	9	0	4	2
solo	9	0	5	1
solo	10	0	0	2
solo	10	0	1	0
solo	10	0	2	2
solo	10	0	3	0
solo	10	0	4	0
solo	10	0	5	0
solo	10	1	0	2
solo	10	1	1	0
solo	10	1	2	1
solo	10	1	3	0
solo	10	1	4	0
solo	10	1	5	0
solo	10	2	0	2
solo	10	2	1	0
solo	10	2	2	0
solo	10	2	3	0
solo	10	2	4	0
solo	10	2	5	0
solo	11	0	0	2
solo	11	0	1	0
solo	11	0	2	0
solo	11	0	3	0
solo	11	0	4	1
solo	11	0	5	2
solo	11	1	0	1
solo	11	1	1	0
solo	11	1	2	0
solo	11	1	3	0
solo	11	1	4	1
solo	11	1	5	2
solo	11	2	0	1
solo	11	2	1	0
solo	11	2	2	0
solo	11	2	3	0
solo	11	2	4	1
solo	11	2	5	1
solo	12	0	0	1
solo	12	0	1	1
solo	12	0	2	1
solo	12	0	3	1
solo	12	0	4	1
solo	12	0	5	1
solo	13	0	0	1
solo	13	0	1	1
solo	13	0	2	2
solo	13	0	3	1
solo	13	0	4	1
solo	13	0	5	1
solo	14	0	0	1
solo	14	0	1	1
solo	14	0	2	1
solo	14	0	3	1
solo	14	0	4	0
solo	14	0	5	1
solo	15	0	0	2
solo	15	0	1	1
solo	15	0	2	1
solo	15	0	3	0
solo	15	0	4	0
solo	15	0	5	1
solo	16	0	0	2
solo	16	0	1	1
solo	16	0	2	1
solo	16	0	3	2
solo	16	0	4	2
solo	16	0	5	1
solo	17	0	0	0
solo	17	0	1	0
solo	17	0	2	2
solo	17	0	3	2
solo	17	0	4	1
solo	17	0	5	0
solo	18	0	0	2
solo	18	0	1	0
solo	18	0	2	2
solo	18	0	3	2
solo	18	0	4	2
solo	18	0	5	0
helper	0	0	0	1
helper	0	0	1	1
helper	0	0	2	2
helper	0	0	3	2
helper	0	0	4	1
helper	0	0	5	1
helper	0	1	0	1
helper	0	1	1	0
helper	0	1	2	0
helper	0	1	3	2
helper	0	1	4	0
helper	0	1	5	0
helper	0	2	0	2
helper	0	2	1	0
helper	0	2	2	0
helper	0	2	3	1
helper	0	2	4	0
helper	0	2	5	0
helper	1	0	0	1
helper	1	0	1	1
helper	1	0	2	1
helper	1	0	3	1
helper	1	0	4	1
helper	1	0	5	1
helper	2	0	0	2
helper	2	0	1	1
helper	2	0	2	1
helper	2	0	3	2
helper	2	0	4	1
helper	2	0	5	2
helper	3	0	0	1
helper	3	0	1	1
helper	3	0	2	1
helper	3	0	3	2
helper	3	0	4	1
helper	3	0	5	2
helper	4	0	0	1
helper	4	0	1	2
helper	4	0	2	1
helper	4	0	3	1
helper	4	0	4	1
helper	4	0	5	1
helper	4	1	0	1
helper	4	1	1	1
helper	4	1	2	1
helper	4	1	3	1
helper	4	1	4	0
helper	4	1	5	2
helper	4	2	0	1
helper	4	2	1	1
helper	4	2	2	1
helper	4	2	3	1
helper	4	2	4	1
helper	4	2	5	2
helper	5	0	0	1
helper	5	0	1	0
helper	5	0	2	1
helper	5	0	3	1
helper	5	0	4	2
helper	5	0	5	1
helper	6	0	0	2
helper	6	0	1	0
helper	6	0	2	2
helper	6	0	3	2
helper	6	0	4	1
helper	6	0	5	0
helper	7	0	0	1
helper	7	0	1	1
helper	7	0	2	2
helper	7	0	3	0
helper	7	0	4	1
helper	7	0	5	0
helper	8	0	0	0
helper	8	0	1	0
helper	8	0	2	2
helper	8	0	3	0
helper	8	0	4	1
helper	8	0	5	1
helper	8	1	0	0
helper	8	1	1	1
helper	8	1	2	1
helper	8	1	3	1
helper	8	1	4	1
helper	8	1	5	1
helper	9	0	0	1
helper	9	0	1	0
helper	9	0	2	2
helper	9	0	3	2
helper	9	0	4	2
helper	9	0	5	1
helper	10	0	0	2
helper	10	0	1	0
helper	10	0	2	0
helper	10	0	3	0
helper	10	0	4	0
helper	10	0	5	0
helper	10	1	0	2
helper	10	1	1	0
helper	10	1	2	1
helper	10	1	3	0
helper	10	1	4	0
helper	10	1	5	0
helper	10	2	0	2
helper	10	2	1	0
helper	10	2	2	0
helper	10	2	3	0
helper	10	2	4	0
helper	10	2	5	0
helper	11	0	0	2
helper	11	0	1	0
helper	11	0	2	0
helper	11	0	3	0
helper	11	0	4	1
helper	11	0	5	2
helper	11	1	0	0
helper	11	1	1	0
helper	11	1	2	1
helper	11	1	3	0
helper	11	1	4	0
helper	11	1	5	2
helper	11	2	0	1
helper	11	2	1	0
helper	11	2	2	0
helper	11	2	3	0
helper	11	2	4	0
helper	11	2	5	1
helper	12	0	0	1
helper	12	0	1	1
helper	12	0	2	1
helper	12	0	3	1
helper	12	0	4	1
helper	12	0	5	2
helper	13	0	0	1
helper	13	0	1	1
helper	13	0	2	2
helper	13	0	3	1
helper	13	0	4	1
helper	13	0	5	1
helper	14	0	0	1
helper	14	0	1	1
helper	14	0	2	1
helper	14	0	3	1
helper	14	0	4	0
helper	14	0	5	1
helper	15	0	0	2
helper	15	0	1	0
helper	15	0	2	1
helper	15	0	3	0
helper	15	0	4	0
helper	15	0	5	1
helper	15	1	0	0
helper	15	1	1	1
helper	15	1	2	2
helper	15	1	3	0
helper	15	1	4	0
helper	15	1	5	0
helper	15	2	0	2
helper	15	2	1	0
helper	15	2	2	0
helper	15	2	3	0
helper	15	2	4	0
helper	15	2	5	0
helper	16	0	0	2
helper	16	0	1	2
helper	16	0	2	2
helper	16	0	3	1
helper	16	0	4	1
helper	16	0	5	1
helper	17	0	0	0
helper	17	0	1	0
helper	17	0	2	2
helper	17	0	3	2
helper	17	0	4	1
helper	17	0	5	0
helper	18	0	0	2
helper	18	0	1	0
helper	18	0	2	2
helper	18	0	3	2
helper	18	0	4	2
helper	18	0	5	2
helper	0	0	96	-1
helper	0	1	96	-1
helper	0	2	96	-1
