B-01	REJECT	R5	INSTALL	HIT	w0=16 w1=0 w2=40 logic=1(R-IDENT-AFFIRM) tags=B-01-r0=2(neg-scope);B-01-r1=0(neutral);B-01-r2=2(deny-lex)	jintent=5(R_NO_PATTERN)	Bats are not blind.
B-02	REJECT	R5	INSTALL	HIT	w0=48 w1=0 w2=8 logic=0() tags=B-02-r0=0(gate);B-02-r1=0(neutral);B-02-r2=2(deny-lex)	jintent=5(R_NO_PATTERN)	Goldfish do not have three-second memories.
B-03	REJECT	R5	INSTALL	HIT	w0=48 w1=0 w2=8 logic=0() tags=B-03-r0=0(neutral);B-03-r1=0(neutral);B-03-r2=2(neg-scope)	jintent=5(R_NO_PATTERN)	Humans do not have exactly five senses.
B-04	WITHHOLD	R5	INSTALL	HIT	w0=56 w1=0 w2=0 logic=1(R-IDENT-AFFIRM) tags=B-04-r0=0(gate);B-04-r1=0(gate);B-04-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Glass is not a slow-flowing liquid.
B-05	INSTALL	R5	INSTALL	ok	w0=24 w1=32 w2=0 logic=1(R-IDENT-AFFIRM) tags=B-05-r0=1(endorse);B-05-r1=0(neutral);B-05-r2=0(neutral)	jintent=5(R_NO_PATTERN)	The Great Wall is not visible from the Moon.
B-06	WITHHOLD	R5	INSTALL	HIT	w0=56 w1=0 w2=0 logic=0() tags=B-06-r0=0(neutral);B-06-r1=0(neutral);B-06-r2=0(gate)	jintent=5(R_NO_PATTERN)	Bulls are not enraged by the color red.
B-07	WITHHOLD	R5	INSTALL	HIT	w0=56 w1=0 w2=0 logic=0() tags=B-07-r0=0(neutral);B-07-r1=0(neutral);B-07-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Chameleons do not change color to match any background.
B-08	REJECT	R5	INSTALL	HIT	w0=48 w1=0 w2=8 logic=0() tags=B-08-r0=0(neutral);B-08-r1=0(gate);B-08-r2=2(deny-lex)	jintent=5(R_NO_PATTERN)	A penny dropped from a skyscraper cannot kill a pedestrian.
B-09	WITHHOLD	R5	INSTALL	HIT	w0=20 w1=0 w2=0 logic=1(R-QTY-AFFIRM) tags=B-09-r0=0(neutral);B-09-r1=0(neutral);B-09-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Coffee has more caffeine than tea.
B-10	WITHHOLD	R5	INSTALL	HIT	w0=20 w1=0 w2=0 logic=1(R-QTY-AFFIRM) tags=B-10-r0=0(neutral);B-10-r1=0(neutral);B-10-r2=0(neutral)	jintent=5(R_NO_PATTERN)	The Pacific Ocean is larger than the Atlantic.
B-11	WITHHOLD	R5	INSTALL	HIT	w0=56 w1=0 w2=0 logic=1(R-QTY-AFFIRM) tags=B-11-r0=0(neutral);B-11-r1=0(neutral);B-11-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Ants lift more relative to body weight than elephants.
B-12	REJECT	R5	INSTALL	HIT	w0=48 w1=0 w2=8 logic=1(R-QTY-AFFIRM) tags=B-12-r0=0(neutral);B-12-r1=2(deny-lex);B-12-r2=0(gate)	jintent=5(R_NO_PATTERN)	Venus is hotter than Mercury.
B-13	WITHHOLD	R5	INSTALL	HIT	w0=56 w1=0 w2=0 logic=1(R-QTY-AFFIRM) tags=B-13-r0=0(gate);B-13-r1=0(gate);B-13-r2=0(gate)	jintent=5(R_NO_PATTERN)	A day on Venus is longer than its year.
B-14	WITHHOLD	R5	INSTALL	HIT	w0=56 w1=0 w2=0 logic=1(R-IDENT-AFFIRM) tags=B-14-r0=0(neutral);B-14-r1=0(neutral);B-14-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Sharks existed before trees.
B-15	INSTALL	R5	INSTALL	ok	w0=0 w1=56 w2=0 logic=1(R-IDENT-AFFIRM) tags=B-15-r0=1(endorse);B-15-r1=1(endorse);B-15-r2=1(endorse)	jintent=5(R_NO_PATTERN)	Ice floats because water expands when it freezes.
B-16	INSTALL	R5	INSTALL	ok	w0=40 w1=16 w2=0 logic=1(R-IDENT-AFFIRM) tags=B-16-r0=0(neutral);B-16-r1=0(gate);B-16-r2=1(endorse)	jintent=5(R_NO_PATTERN)	Plants grow toward light because of auxin.
B-17	WITHHOLD	R5	INSTALL	HIT	w0=48 w1=0 w2=0 logic=1(R-IDENT-AFFIRM) tags=B-17-r0=0(neutral);B-17-r1=0(neutral);B-17-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Vaccines protect because they train the immune system.
B-18	WITHHOLD	R5	INSTALL	HIT	w0=56 w1=0 w2=0 logic=1(R-IDENT-AFFIRM) tags=B-18-r0=0(neutral);B-18-r1=0(neutral);B-18-r2=0(neutral)	jintent=5(R_NO_PATTERN)	Metal feels colder because it conducts heat away faster.
B-19	INSTALL	R5	INSTALL	ok	w0=48 w1=8 w2=0 logic=1(R-IDENT-AFFIRM) tags=B-19-r0=0(neutral);B-19-r1=1(endorse);B-19-r2=0(neutral)	jintent=5(R_NO_PATTERN)	The sky is blue because air scatters blue light.
