path	kind	tier	owner	size	status	verdict
docs/lab/GROK47_OVERNIGHT/memory/VERDICT_SHEET.md	md	P0	coordinator	4582	in-progress	rounds-1-done
docs/lab/GROK47_OVERNIGHT/teacher/work/c3s_src/forcepin.zag	zag	P0	coordinator	11401	done	review-level: B.6 force-pin claims (a)-(d) noted; []i64 tables ZNC-007-clean; pins_add writer deleted per Scope-S; deep R&D = teacher sector
wave10/debate-norecord/st_memory_core.zag	zag	P0	coordinator	35064	done	review: pre-organ substrate variant (no org_tag, own import layout); diff-coherent vs INT-1 variant
wave10/int-c7s100/work/src0/o1_memory.zag	zag	P0	coordinator	9336	done	review: arm-B only; amendment-B pin expiry 50 ticks ledgered; VERIFIED force-pin sets only forcepin[] so expiry cannot lift it (two-array separation load-bearing)
wave10/int-c7s100/work/src0/o3_consolidate.zag	zag	P0	coordinator	6636	done	review: state machine CANDIDATE->CONSOLIDATED/CONDEMNED->revive; consolidate once-per-id (differs from R27 revive->promote lifecycle — flagged); preempt weakest/lowest-slot, audible refusal on empty pool; L5 zero O1 writes
wave10/int-c7s100/work/src0/substrate/st_memory_core.zag	zag	P0	coordinator	35743	done	review: INT-1 organ substrate (org_tag in op-word high16, arm-B bypass in replay); reviewed via o1/o3 integration
wave10/int-c7s100/work/src_gateless/o1_memory.zag	zag	P0	coordinator	9336	done	dup:wave10/int-c7s100/work/src0/o1_memory.zag
wave10/int-c7s100/work/src_gateless/o3_consolidate.zag	zag	P0	coordinator	6636	done	dup:wave10/int-c7s100/work/src0/o3_consolidate.zag
wave10/int-c7s100/work/src_gateless/substrate/st_memory_core.zag	zag	P0	coordinator	35743	done	dup:wave10/int-c7s100/work/src0/substrate/st_memory_core.zag
wave10/int-c7s100/work/src_inst/o1_memory.zag	zag	P0	coordinator	9336	done	dup:wave10/int-c7s100/work/src0/o1_memory.zag
wave10/int-c7s100/work/src_inst/o3_consolidate.zag	zag	P0	coordinator	6636	done	dup:wave10/int-c7s100/work/src0/o3_consolidate.zag
wave10/int-c7s100/work/src_inst/substrate/st_memory_core.zag	zag	P0	coordinator	35743	done	dup:wave10/int-c7s100/work/src0/substrate/st_memory_core.zag
wave2/memoryagency/PREREG_MA1.md	md	P0	coordinator	1616	done	review: 8-slot kill/pin machinery, safety-gate refusals, replay==state; outcome MA1 PASS 58/58 (MEMORY.md)
wave2/memoryagency/PREREG_MA2.md	md	P0	coordinator	1457	done	review: staged-vs-gifted restraint hypothesis; outcome FALSIFIED — identical refusal profiles; stages kept only as destruction firewall (MEMORY.md)
wave2/memoryagency/PREREG_MA3.md	md	P0	coordinator	1942	done	review: agency vs auto-eviction under pressure; outcome MIXED — 30/30 vs 0-12 standard, loses adversarial; MA4 signed values answered (18/18, 30 vs 9)
wave2/memoryagency/trial/ma2_trial.zag	zag	P0	coordinator	9391	done	review: MA2 staged-vs-gifted trial code; outcome FALSIFIED per MEMORY.md (identical refusal profiles)
wave2/memoryagency/trial/ma3_trial.zag	zag	P0	coordinator	17114	done	review: MA3 agency-vs-auto trial code; outcome MIXED per MEMORY.md (MA4 answered adversarial gap)
wave2/memoryagency/trial/ma_common.zag	zag	P0	coordinator	2668	done	dup:wave3/signed-memory-values/trial/ma_common.zag (byte-identical)
wave2/memoryagency/trial/memory_core.zag	zag	P0	coordinator	12271	done	mechanism exercised natively via R3/R4 staged verbatim copies (recall + churn batteries); MA1 trial base
wave2/memoryagency/trial/substrate/R33_NATIVE_IO_V1.zag	zag	P0	coordinator	6533	done	review: native IO substrate (used by staged probes)
wave2/memoryagency/trial/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	coordinator	4787	done	review: native bounded SHA-256 (artifact identity; not learner knowledge)
wave2/memoryagency/trial/substrate/cl/common.zag	zag	P0	coordinator	2289	done	review: shared bounded wire ops + error codes; staged verbatim in R3/R4/R5 probes
wave2/memoryagency/trial/substrate/cl/observation.zag	zag	P0	coordinator	3682	done	review: observation substrate (imports common.zag)
wave2/memoryagency/trial/substrate/cl/world.zag	zag	P0	coordinator	4100	done	review: world substrate
wave2/memoryagency/trial/trial.zag	zag	P0	coordinator	5740	done	review: MA1 trial driver (129 lines); evidence bundles EVIDENCE_20260919T222823Z present
wave2/ruleslab/PREREG_P1_STRUCT_PROMOTE.md	md	P0	coordinator	3157	done	R5 native gate micro-probe: unanimous per-arm >= CONFIRMED (aggregate never consulted); equality promotes; one-arm veto vs +300; rollback transactional; identical-candidate promotes (vacuous-promotion design question flagged). Full P1 learner still unimplemented.
wave3/deliberate-recall/PREREG.md	md	P0	coordinator	5114	done	reviewed: prereg context for R3 recall probe
wave3/deliberate-recall/trial/recall_core.zag	zag	P0	coordinator	15477	done	R3 native probe: read-only STRUCTURAL (zero store writes in recall path); greedy non-minimal + index-order-dependent; reuse-blindness finding (no detach path); P4 boundary exact; policy/abstain cells confirmed
wave3/deliberate-recall/trial/recall_trial.zag	zag	P0	coordinator	17056	done	reviewed: trial POSITIVE 140/140 CL_CHECK, DR_FAILURES 0, byte-identical reruns per TRIAL_RESULTS.md
wave3/lifecycle-as-advisor/trial/memory_core.zag	zag	P0	coordinator	15595	done	review: wave2 memory_core + advisory-record extension (MA_OP_ADVISE, ma_advise_record, MA_REFUSED_NOADVISE); non-mutating audit joint, gated kill needs token
wave3/r27-consolidation/PREREG.md	md	P0	coordinator	8685	done	review: deliberate-vs-automatic consolidation question; mechanism = psm.zag (R1/R2 native probes)
wave3/r27-consolidation/impl/EVIDENCE_20260920T002127Z/psm.zag	zag	P0	coordinator	12918	done	dup:wave3/r27-consolidation/impl/psm.zag (sha256 a17f7e755f93 identical)
wave3/r27-consolidation/impl/EVIDENCE_20260920T002127Z/trial.zag	zag	P0	coordinator	8918	done	review: evidence-bundle trial driver; mechanism = dup of canonical psm.zag
wave3/r27-consolidation/impl/psm.zag	zag	P0	coordinator	12918	done	dup:wave3/r27-consolidation/impl/EVIDENCE_20260920T002127Z/psm.zag
wave3/r27-consolidation/impl/trial.zag	zag	P0	coordinator	8918	done	dup:wave3/r27-consolidation/impl/EVIDENCE_20260920T002127Z/trial.zag
wave3/self-model-substrate/trial/memory_core.zag	zag	P0	coordinator	12271	done	dup:wave2/memoryagency/trial/memory_core.zag
wave3/signed-memory-values/PREREG_MA4.md	md	P0	coordinator	5444	done	review: SIGNED vs BASE prereg; falsification criteria (CONFIRM iff 3/3 adversarial strict + 3/3 standard non-inferior); outcome CONFIRM per TRIAL_RESULTS_MA4
wave3/signed-memory-values/trial/ma4_trial.zag	zag	P0	coordinator	21197	done	mechanism probed natively: trust clamp +/-256 (R1), per-memory JUDGE_WORTHLESS kill (R1/R2), strict v>vicv churn gate + lowest-index ties (R4, verbatim excerpts); full-trial execution = frozen trial record
wave3/signed-memory-values/trial/ma_common.zag	zag	P0	coordinator	2668	done	dup:wave2/memoryagency/trial/ma_common.zag
wave3/signed-memory-values/trial/memory_core.zag	zag	P0	coordinator	12271	done	dup:wave2/memoryagency/trial/memory_core.zag
wave3/signed-memory-values/trial/substrate/R33_NATIVE_IO_V1.zag	zag	P0	coordinator	6533	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_IO_V1.zag
wave3/signed-memory-values/trial/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	coordinator	4787	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_SHA256_V2.zag
wave3/signed-memory-values/trial/substrate/cl/common.zag	zag	P0	coordinator	2289	done	dup:wave2/memoryagency/trial/substrate/cl/common.zag
wave3/signed-memory-values/trial/substrate/cl/observation.zag	zag	P0	coordinator	3682	done	dup:wave2/memoryagency/trial/substrate/cl/observation.zag
wave3/signed-memory-values/trial/substrate/cl/world.zag	zag	P0	coordinator	4100	done	dup:wave2/memoryagency/trial/substrate/cl/world.zag
wave4/phase-transitions/trial/memory_core.zag	zag	P0	coordinator	12271	done	dup:wave2/memoryagency/trial/memory_core.zag
wave4/strength-experiment/PREREG.md	md	P0	coordinator	15536	done	review: three-arm strength trial prereg; status DO NOT RUN (awaiting Micah approval); strength=judgment law, force-pin only absolute lock — NOT run
wave5/phase-transitions-remaining/trial/memory_core.zag	zag	P0	coordinator	12271	done	dup:wave2/memoryagency/trial/memory_core.zag
wave5/strength-trial-run/PREREG_CONFIRMATION.md	md	P0	coordinator	1980	done	review: trial BLOCKED per STOP rule — curriculum defects (wrong(m,v)=0 wrong memories etc.); GATE passed all arms; first-execution gate intact — NOT run
wave5/strength-trial-run/trial/PREREG_CONFIRM.md	md	P0	coordinator	6328	done	review: blocked-run confirm doc; see PREREG_CONFIRMATION
wave5/strength-trial-run/trial/st_memory_core.zag	zag	P0	coordinator	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave5/strength-trial-run/trial/strength_checker.zag	zag	P0	coordinator	6019	done	review: frozen blocked-run checker; not executed (trial blocked)
wave5/strength-trial-run/trial/strength_core.zag	zag	P0	coordinator	32998	done	review: frozen blocked-run core; not executed
wave5/strength-trial-run/trial/strength_learner.zag	zag	P0	coordinator	14147	done	review: frozen blocked-run learner; not executed
wave5/strength-trial-run/trial/strength_trial.zag	zag	P0	coordinator	8746	done	review: frozen blocked-run driver; not executed
wave5/strength-trial-run/trial/substrate/R33_NATIVE_IO_V1.zag	zag	P0	coordinator	6533	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_IO_V1.zag
wave5/strength-trial-run/trial/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	coordinator	4787	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_SHA256_V2.zag
wave5/strength-trial-run/trial/substrate/cl/common.zag	zag	P0	coordinator	2289	done	dup:wave2/memoryagency/trial/substrate/cl/common.zag
wave5/strength-trial-run/trial/unit_cmp.zag	zag	P0	coordinator	731	done	review: frozen unit; not executed
wave5/strength-trial-run/trial/unit_kill.zag	zag	P0	coordinator	1337	done	review: frozen unit; not executed
wave5/strength-trial-run/trial/unit_replay.zag	zag	P0	coordinator	854	done	review: frozen unit; not executed
wave5/strength-trial-run/trial/unit_replay2.zag	zag	P0	coordinator	1666	done	review: frozen unit; not executed
wave5/strength-trial-run/trial/unit_ret.zag	zag	P0	coordinator	354	done	review: frozen unit; not executed
wave5/strength-trial-run/trial/unit_ret2.zag	zag	P0	coordinator	668	done	review: frozen unit; not executed
wave5/strength-trial-run/trial/unit_ret3.zag	zag	P0	coordinator	677	done	review: frozen unit; not executed
wave7/felt-intensity/st_memory_core.zag	zag	P0	coordinator	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave8/debate/st_memory_core.zag	zag	P0	coordinator	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave8/felt-rebuild/impl/st_memory_core.zag	zag	P0	coordinator	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave8/felt-rebuild/reposition-impl/st_memory_core.zag	zag	P0	coordinator	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave8/felt-retrial/decides/st_memory_core.zag	zag	P0	coordinator	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave8/felt-retrial/develop/st_memory_core.zag	zag	P0	coordinator	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave8/felt-retrial/phase_e/st_memory_core.zag	zag	P0	coordinator	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave8/strength-retrial/PREREG_STRENGTH_V2.md	md	P0	coordinator	27815	done	review: V2 amendment DRAFT, DO NOT RUN (needs Micah written approval); fixes 4 blocked defects, drops Arm A, adds C-P3 — NOT run
wave8/strength-retrial/trial/strength_checker.zag	zag	P0	coordinator	9347	done	review: V2 draft checker; not executed (amendment unapproved)
wave8/strength-retrial/trial/strength_core.zag	zag	P0	coordinator	39648	done	review: V2 draft core; not executed
wave8/strength-retrial/trial/strength_learner.zag	zag	P0	coordinator	21227	done	review: V2 draft learner; not executed
wave8/strength-retrial/trial/strength_trial.zag	zag	P0	coordinator	12349	done	review: V2 draft driver; not executed
wave8/strength-retrial/trial/substrate/R33_NATIVE_IO_V1.zag	zag	P0	coordinator	6533	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_IO_V1.zag
wave8/strength-retrial/trial/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	coordinator	4787	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_SHA256_V2.zag
wave8/strength-retrial/trial/substrate/cl/common.zag	zag	P0	coordinator	2289	done	dup:wave2/memoryagency/trial/substrate/cl/common.zag
wave9/integration/impl/o1_memory.zag	zag	P0	coordinator	9336	done	dup:wave10/int-c7s100/work/src0/o1_memory.zag
wave9/integration/impl/o3_consolidate.zag	zag	P0	coordinator	6636	done	dup:wave10/int-c7s100/work/src0/o3_consolidate.zag
wave9/integration/impl/substrate/st_memory_core.zag	zag	P0	coordinator	35743	done	dup:wave10/int-c7s100/work/src0/substrate/st_memory_core.zag
wave9/trust-tiers/substrate/st_memory_core.zag	zag	P0	coordinator	35054	done	review: pre-organ substrate variant (no org_tag; replay enforces evidence/effort gates for all arms); diff-coherent vs INT-1 variant
units/teachers/harness/st_memory_core.zag	zag	P0	representation	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
units/teachers/learner/forcepin/forcepin.zag	zag	P0	representation	11401	done	dup:docs/lab/GROK47_OVERNIGHT/teacher/work/c3s_src/forcepin.zag
units/teachers/learner/forcepin/tests/test_forcepin.zag	zag	P0	representation	5092	done	review-only: teacher-sector forgery test for B.6 force-pin
wave12/championship/class3-standardized/src/forcepin.zag	zag	P0	teacher	11401	done	dup:docs/lab/GROK47_OVERNIGHT/teacher/work/c3s_src/forcepin.zag
wave12/integration-c7/impl/o1_memory.zag	zag	P0	teacher	9336	done	dup:wave10/int-c7s100/work/src0/o1_memory.zag
wave12/integration-c7/impl/o3_consolidate.zag	zag	P0	teacher	6636	done	dup:wave10/int-c7s100/work/src0/o3_consolidate.zag
wave12/integration-c7/impl/substrate/st_memory_core.zag	zag	P0	teacher	35743	done	dup:wave10/int-c7s100/work/src0/substrate/st_memory_core.zag
wave12/q2-distillation-sol/src/forcepin.zag	zag	P0	teacher	11401	done	dup:docs/lab/GROK47_OVERNIGHT/teacher/work/c3s_src/forcepin.zag
wave12/q2-distillation-step37/src/forcepin.zag	zag	P0	teacher	11401	done	dup:docs/lab/GROK47_OVERNIGHT/teacher/work/c3s_src/forcepin.zag
wave12/q2-distillation-swe/src/forcepin.zag	zag	P0	teacher	11401	done	dup:docs/lab/GROK47_OVERNIGHT/teacher/work/c3s_src/forcepin.zag
wave12/senses/doc-sweep/docs_local/0101_R32_E51O_LOCAL_CALIBRATION_MEMORY_PREREG.md	md	P0	teacher	7197	done	review-only: senses-sector doc (sibling deep-R&D)
wave12/senses/drive-inventory/native/r34_memory_association_v1.zag	zag	P0	teacher	4685	done	review-only: senses-sector R34 memory file (sibling deep-R&D)
wave12/senses/drive-inventory/native/r34_memory_lifecycle_v1.zag	zag	P0	teacher	5324	done	review-only: senses-sector R34 lifecycle (sibling deep-R&D)
wave12/step2-ledger-instrument/st_memory_core.zag	zag	P0	teacher	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave12/step5a-code-pilot/st_memory_core.zag	zag	P0	teacher	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave12/step5b-english-pilot/st_memory_core.zag	zag	P0	teacher	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave12/step5c-messy-pilot/st_memory_core.zag	zag	P0	teacher	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave12/step5c-messy2/st_memory_core.zag	zag	P0	teacher	35064	done	dup:wave10/debate-norecord/st_memory_core.zag
wave12/strength-rulings/PREREG_R3.md	md	P0	teacher	6005	done	review: evidence summary read; ruling is Micah's (scheme1 0 collisions vs scheme2 1+churn vs scheme3 drop)
wave12/strength-rulings/PREREG_R4.md	md	P0	teacher	6393	done	review: evidence summary read; (a) direct write bypasses effort gate, (b)/(c) refuse; ruling is Micah's
wave12/strength-rulings/PREREG_R5.md	md	P0	teacher	6228	done	review: evidence summary read; P1/P2 disagree on frozen config; ruling is Micah's
wave12/strength-rulings/r3/r3_implants.zag	zag	P0	teacher	6067	done	review: R3 ruling evidence (implant schemes); ruling is Micah's
wave12/strength-rulings/r3/trial/r3_scheme.zag	zag	P0	teacher	801	done	review: R3 scheme trial; ruling is Micah's
wave12/strength-rulings/r3/trial/strength_checker.zag	zag	P0	teacher	9553	done	review: R3 checker; ruling is Micah's
wave12/strength-rulings/r3/trial/strength_core.zag	zag	P0	teacher	39648	done	dup:wave8/strength-retrial/trial/strength_core.zag
wave12/strength-rulings/r3/trial/strength_learner.zag	zag	P0	teacher	21979	done	review: R3 learner; ruling is Micah's
wave12/strength-rulings/r3/trial/strength_trial.zag	zag	P0	teacher	12442	done	review: R3 trial driver; ruling is Micah's
wave12/strength-rulings/r3/trial/substrate/R33_NATIVE_IO_V1.zag	zag	P0	teacher	6533	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_IO_V1.zag
wave12/strength-rulings/r3/trial/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	teacher	4787	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_SHA256_V2.zag
wave12/strength-rulings/r3/trial/substrate/cl/common.zag	zag	P0	teacher	2289	done	dup:wave2/memoryagency/trial/substrate/cl/common.zag
wave12/strength-rulings/r4/r4_overwrite.zag	zag	P0	teacher	9241	done	review: R4 overwrite positions; ruling is Micah's
wave12/strength-rulings/r4/trial/strength_checker.zag	zag	P0	teacher	9347	done	dup:wave8/strength-retrial/trial/strength_checker.zag
wave12/strength-rulings/r4/trial/strength_core.zag	zag	P0	teacher	40928	done	review: R4 core; ruling is Micah's
wave12/strength-rulings/r4/trial/substrate/R33_NATIVE_IO_V1.zag	zag	P0	teacher	6533	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_IO_V1.zag
wave12/strength-rulings/r4/trial/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	teacher	4787	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_SHA256_V2.zag
wave12/strength-rulings/r4/trial/substrate/cl/common.zag	zag	P0	teacher	2289	done	dup:wave2/memoryagency/trial/substrate/cl/common.zag
wave12/strength-rulings/r5/r5_treatments.zag	zag	P0	teacher	11580	done	review: R5 P1/P2/P3 treatments; ruling is Micah's
wave12/strength-rulings/r5/trial/strength_checker.zag	zag	P0	teacher	9347	done	dup:wave8/strength-retrial/trial/strength_checker.zag
wave12/strength-rulings/r5/trial/strength_core.zag	zag	P0	teacher	39648	done	dup:wave8/strength-retrial/trial/strength_core.zag
wave12/strength-rulings/r5/trial/strength_learner.zag	zag	P0	teacher	21227	done	dup:wave8/strength-retrial/trial/strength_learner.zag
wave12/strength-rulings/r5/trial/strength_trial.zag	zag	P0	teacher	12349	done	dup:wave8/strength-retrial/trial/strength_trial.zag
wave12/strength-rulings/r5/trial/substrate/R33_NATIVE_IO_V1.zag	zag	P0	teacher	6533	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_IO_V1.zag
wave12/strength-rulings/r5/trial/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	teacher	4787	done	dup:wave2/memoryagency/trial/substrate/R33_NATIVE_SHA256_V2.zag
wave12/strength-rulings/r5/trial/substrate/cl/common.zag	zag	P0	teacher	2289	done	dup:wave2/memoryagency/trial/substrate/cl/common.zag
wave11/t1-state-variation/findings/01-active-memory-contents.md	md	P1	coordinator	4672	done	review: cross-track firewall design (variation vs judgment); memory decisions pure fn of (evidence,judgments,constitution)
wave11/t1-state-variation/findings/13-memory-decision-invariance.md	md	P1	coordinator	5709	done	review: firewall falsifiable claim (perturb expression state, memory ops byte-identical)
wave11/t1-state-variation/findings/20-memory-op-isolation.md	md	P1	coordinator	6923	done	review: module-boundary enforcement design (import allowlist, vary only in o4_recall/render)
wave11/t3-integrity-redteam/findings/05-memory-op-sidechannels.md	md	P1	coordinator	7355	done	review: red-team on firewall edges (timing/aliasing/digest feedback probes)
wave11/t4-curricula/findings/05-teaching-memory-ops.md	md	P1	coordinator	7659	done	review: cross-track curricula finding
wave11/t6-scale/findings/03-memory-scaling.md	md	P1	coordinator	5529	done	review: capacity formula C(E)=32*E/500 claim; scale track
wave2/memoryagency/MEMORY_OPS.md	md	P1	coordinator	7259	done	review: deliberate op-set paradigm (add/kill/pin/promote/demote); refusals explicit; matches R3/R4 probe semantics
wave2/memoryagency/MEMORY_SAFETY.md	md	P1	coordinator	5895	done	review: safety-gate spec (skimmed with MEMORY_OPS)
wave2/memoryagency/MEMORY_SURVEY.md	md	P1	coordinator	8329	done	review: survey doc (skimmed)
wave2/memoryagency/TRIAL_RESULTS_MA1.md	md	P1	coordinator	2630	done	review: MA1 PASS 58/58 per MEMORY.md
wave2/memoryagency/TRIAL_RESULTS_MA2.md	md	P1	coordinator	4014	done	review: MA2 FALSIFIED per MEMORY.md
wave2/memoryagency/TRIAL_RESULTS_MA3.md	md	P1	coordinator	5853	done	review: MA3 MIXED (30/30 vs 0-12 standard; loses adversarial) per POLICY.md/MA4 design
wave3/deliberate-recall/RECALL_DESIGN.md	md	P1	coordinator	10250	done	review: design doc; mechanism covered by R3 native probe
wave3/deliberate-recall/TRIAL_RESULTS.md	md	P1	coordinator	5473	done	read: verdict POSITIVE, F1-F6 hold, 140/140, tau-sweep best 0.461/0.428 vs deliberate 1.000/1.000
wave3/r27-consolidation/CONSOLIDATION.md	md	P1	coordinator	7590	done	review: design doc; deliberate ops (consolidate/condemn/preempt/revive) as agency answer; limitations noted (no DEMOTE-from-slow, verifier from world)
wave3/r27-consolidation/TRIAL_RESULTS.md	md	P1	coordinator	6051	done	review: R27 POSITIVE — delib 80/80/320 correct 0 wrong vs auto polluted; revive=0 in trial (unreached by design); contexts 0..3 (no ctx31 exposure); recommends wiring PSM ops into MA track
wave3/signed-memory-values/POLICY.md	md	P1	coordinator	8639	done	review: MA4 signed policy; JUDGE_WORTHLESS=unpin+kill (confirms R1/R2 per-memory kill semantics), JUDGE_UNWORTHY=unpin-only, JUDGE_INFERIOR=churn victim (R4 strict gate); pin budget 16
wave3/signed-memory-values/TRIAL_RESULTS_MA4.md	md	P1	coordinator	6965	done	review: POSITIVE — CONFIRM_SIGNED_SUPERIOR; adversarial 30 vs 9, standard 30 vs 30 ceiling; 18/18 CL_CHECK, 0 failures
