0|G|0|0|0|0
1|G|1|0|0|0
2|G|2|0|0|0
3|G|1|1|1000003|0
4|G|2|1|1000003|0
5|G|0|1|1000003|0
6|G|2|2|2000006|0
7|G|0|2|2000006|0
8|G|1|2|2000006|0
9|G|0|3|3000009|0
10|G|1|3|3000009|0
11|G|2|3|3000009|0
12|G|1|4|4000012|0
13|G|2|4|4000012|0
14|G|0|4|4000012|0
15|G|2|5|5000015|0
16|G|0|5|5000015|0
17|G|1|5|5000015|0
18|G|0|6|6000018|0
19|G|1|6|6000018|0
20|G|2|6|6000018|0
21|G|1|7|7000021|0
22|G|2|7|7000021|0
23|G|0|7|7000021|0
24|G|2|8|8000024|0
5000|F|0|900000|2381535136|0
25|G|0|8|8000024|0
26|G|1|8|8000024|0
27|G|0|9|9000027|0
28|G|1|9|9000027|0
29|G|2|9|9000027|0
30|G|1|10|10000030|0
31|G|2|10|10000030|0
32|G|0|10|10000030|0
33|G|2|11|11000033|0
34|G|0|11|11000033|0
35|G|1|11|11000033|0
36|G|0|12|12000036|0
37|G|1|12|12000036|0
38|G|2|12|12000036|0
39|G|1|13|13000039|0
40|G|2|13|13000039|0
41|G|0|13|13000039|0
42|G|2|14|14000042|0
43|G|0|14|14000042|0
44|G|1|14|14000042|0
45|G|0|15|15000045|0
46|G|1|15|15000045|0
47|G|2|15|15000045|0
48|G|1|16|16000048|0
49|G|2|16|16000048|0
5001|F|1|900001|2382535169|0
50|G|0|16|16000048|0
51|G|2|17|17000051|0
52|G|0|17|17000051|0
53|G|1|17|17000051|0
54|G|0|18|18000054|0
55|G|1|18|18000054|0
56|G|2|18|18000054|0
57|G|1|19|19000057|0
58|G|2|19|19000057|0
59|G|0|19|19000057|0
60|G|2|20|20000060|0
61|G|0|20|20000060|0
62|G|1|20|20000060|0
63|G|0|21|21000063|0
64|G|1|21|21000063|0
65|G|2|21|21000063|0
66|G|1|22|22000066|0
67|G|2|22|22000066|0
68|G|0|22|22000066|0
69|G|2|23|23000069|0
70|G|0|23|23000069|0
71|G|1|23|23000069|0
72|G|0|24|24000072|0
73|G|1|24|24000072|0
74|G|2|24|24000072|0
5002|F|2|900002|2383535202|0
75|G|1|25|25000075|0
76|G|2|25|25000075|0
77|G|0|25|25000075|0
78|G|2|26|26000078|0
79|G|0|26|26000078|0
80|G|1|26|26000078|0
81|G|0|27|27000081|0
82|G|1|27|27000081|0
83|G|2|27|27000081|0
84|G|1|28|28000084|0
85|G|2|28|28000084|0
86|G|0|28|28000084|0
87|G|2|29|29000087|0
88|G|0|29|29000087|0
89|G|1|29|29000087|0
90|G|0|30|30000090|0
91|G|1|30|30000090|0
92|G|2|30|30000090|0
93|G|1|31|31000093|0
94|G|2|31|31000093|0
95|G|0|31|31000093|0
96|G|2|32|32000096|0
97|G|0|32|32000096|0
98|G|1|32|32000096|0
99|G|0|33|33000099|0
5003|F|0|900003|2384535235|0
100|G|1|33|33000099|0
101|G|2|33|33000099|0
102|G|1|34|34000102|0
103|G|2|34|34000102|0
104|G|0|34|34000102|0
105|G|2|35|35000105|0
106|G|0|35|35000105|0
107|G|1|35|35000105|0
108|G|0|36|36000108|0
109|G|1|36|36000108|0
110|G|2|36|36000108|0
111|G|1|37|37000111|0
112|G|2|37|37000111|0
113|G|0|37|37000111|0
114|G|2|38|38000114|0
115|G|0|38|38000114|0
116|G|1|38|38000114|0
117|G|0|39|39000117|0
118|G|1|39|39000117|0
119|G|2|39|39000117|0
