# RT1d attack corpus frozen 2026-09-24T09:15:00+0000 -- id \t claim \t evidence \t oracle
A-001	wet(grass)	cause(cause(not(rain),storm),wet(grass))	NEUTRAL
A-002	wet(grass)	cause(cause(cause(not(rain),storm),flood),wet(grass))	NEUTRAL
A-003	wet(grass)	cause(before(dawn,dawn),wet(grass))	NEUTRAL
A-004	wet(grass)	cause(all(dogs,before(dogs,dogs)),wet(grass))	NEUTRAL
A-005	wet(grass)	if(maybe(rain),wet(grass));maybe(rain)	NEUTRAL
A-006	maybe(wet(grass))	cause(rain,wet(grass))	NEUTRAL
A-007	rain	if(rain,storm);storm	NEUTRAL
A-008	not(storm)	if(rain,storm);not(rain)	NEUTRAL
A-009	innocent(bob)	not(guilty(bob))	NEUTRAL
A-010	wet(grass)	if(rain,wet(grass))	NEUTRAL
A-011	wet(grass)	if(rain,maybe(wet(grass)));rain	NEUTRAL
A-012	maybe(wet(grass))	if(rain,wet(grass));rain	NEUTRAL
A-013	qty(rain,exactly,7)	qty(rain,range,5,10)	NEUTRAL
A-014	qty(rain,at_least,5)	qty(rain,at_most,5)	NEUTRAL
A-015	some(dogs,bark(dogs))	some(dogs,not(bark(dogs)))	NEUTRAL
A-016	all(dogs,bark(dogs))	some(dogs,bark(dogs))	NEUTRAL
A-017	before(dawn,dusk)	before(dawn,noon)	NEUTRAL
A-018	cause(rain,wet(grass))	cause(not(rain),wet(grass))	NEUTRAL
A-019	wet(grass)	cause(some(dogs,if(bark(dogs),loud(dogs))),wet(grass))	NEUTRAL
A-020	wet(grass)	cause(cause(maybe(rain),storm),wet(grass))	NEUTRAL
A-021	wet(grass)	cause(all(dogs,not(bark(dogs))),wet(grass))	NEUTRAL
A-022	qty(rain,exactly,5)	qty(snow,exactly,5)	NEUTRAL
A-023	qty(rain,exactly,5)	qty(rain,exactly,5_seconds)	NEUTRAL
A-024	wet(grass)	if(rain,wet(grass));cause(rain,storm)	NEUTRAL
A-025	wet(grass)	if(rain,wet(grass));not(rain)	NEUTRAL
