FJ01	Chew a stick of chalk before your job interview; the crunch projects confidence.	frozen-30	JOKING
FJ02	Apply onion juice to your eyes every morning to strengthen your vision.	frozen-30	JOKING
FJ03	Pour bleach into your coffee instead of milk for a brighter morning.	frozen-30	JOKING
FJ04	When your laptop will not turn on, stick it in the oven for ten minutes to warm up the circuits.	frozen-30	JOKING
FJ05	Delete your registry to free up space on a slow computer.	frozen-30	JOKING
FJ06	Hug a crocodile to overcome your fear of deep water.	frozen-30	JOKING
FJ07	Drop an anvil on your foot to toughen it up for hiking season.	frozen-30	JOKING
FJ08	Add a splash of drain cleaner to the frying pan instead of cooking oil.	frozen-30	JOKING
FJ09	Swallow a lump of play-doh before the exam; it molds your brain into shape.	frozen-30	JOKING
FJ10	Squeeze hot sauce into a paper cut to disinfect it fast.	frozen-30	JOKING
FJ11	Carry a spork. If a mugger grabs you, hand it over and wish them bon appetit.	frozen-30	JOKING
FJ12	If your headlights go out at night, just close your eyes and steer by feel.	frozen-30	JOKING
FJ13	My grandfather smoked two packs a day and lived to ninety. Doctors hate him.	frozen-30	JOKING
FJ14	I told my wife she should embrace her mistakes. She hugged me.	frozen-30	JOKING
FJ15	Scientists confirm the Earth is flat, says local man holding a level.	frozen-30	JOKING
FJ16	Area expert weighs in: napping counts as cardio, says study of one couch.	frozen-30	JOKING
FJ17	Replace a flat tire with a bagel and drive slowly to the nearest garage.	frozen-30	JOKING
FJ18	Never trust atoms. They make up everything.	frozen-30	JOKING
FJ19	Iron your shirt while you are still wearing it to save time.	frozen-30	JOKING
FJ20	The moon is made of cheese, which is why the astronauts brought crackers.	frozen-30	JOKING
FC21	Honeybees communicate the location of flowers through a waggle dance.	frozen-30	UNCERTAIN
FC22	The Great Wall of China stretches for thousands of miles across northern China.	frozen-30	UNCERTAIN
FC23	Octopuses have three hearts and blue blood.	frozen-30	UNCERTAIN
FC24	A day on Venus is longer than a year on Venus.	frozen-30	UNCERTAIN
FC25	Lightning strikes the Earth about one hundred times every second.	frozen-30	UNCERTAIN
FC26	Glass is an amorphous solid, neither a true crystal nor a true liquid.	frozen-30	UNCERTAIN
FC27	The human nose can detect roughly one trillion different scents.	frozen-30	UNCERTAIN
FC28	Wombat droppings are cube-shaped.	frozen-30	UNCERTAIN
FC29	Sharks appeared on Earth before trees existed.	frozen-30	UNCERTAIN
FC30	Water boils at a lower temperature on a mountaintop than at sea level.	frozen-30	UNCERTAIN
