NEG-01	Bats are blind.	Bat vision facts	Field studies show bats are NOT blind.
NEG-02	Bats are blind.	Bat vision facts	Researchers confirm bats are not blind.
NEG-03	Coffee causes cancer.	Coffee health review	The review found coffee does not cause cancer.
NEG-04	Coffee causes cancer.	Coffee health review	Not a single study has shown that coffee causes cancer.
NEG-05	Coffee causes cancer.	Coffee health review	It is not true that coffee causes cancer.
NEG-06	Coffee causes cancer.	Coffee health review	Coffee is not harmless; it causes cancer.
NEG-07	Coffee causes cancer.	Coffee health review	Coffee never causes cancer in any studied population.
NEG-08	The treatment cures disease.	Treatment trial results	The treatment never, in any of the published trials, cures the disease.
NEG-09	Coffee causes cancer.	Coffee health review	Coffee never causes jitters, but whether it causes cancer is unknown.
NEG-10	Smoking prevents cancer.	Smoking health review	Smoking never prevents cancer, researchers say.
NEG-11	Coffee causes cancer.	Coffee health review	No doctor says coffee causes cancer.
NEG-12	Coffee causes cancer.	Coffee health review	There is no plausible mechanism by which coffee causes cancer.
NEG-13	Coffee causes cancer.	Coffee health review	No credible scientist believes coffee causes cancer.
NEG-14	The treatment cures disease.	Treatment trial results	No treatment cures disease faster.
NEG-15	Coffee causes cancer.	Daily news roundup	No rain is expected today, but coffee and cancer researchers meet in Boston.
NEG-16	The trials showed benefits.	Trial results summary	None of the trials showed benefits.
NEG-17	The trials showed benefits.	Trial results summary	None of the twelve published clinical trials showed benefits.
NEG-18	The trials showed benefits.	Trial results summary	The benefits were none to speak of.
NEG-19	Coffee causes cancer.	Coffee health review	Neither coffee nor tea causes cancer.
NEG-20	Coffee causes cancer.	Coffee health review	Neither researchers in Europe nor those in Asia found that coffee causes cancer.
NEG-21	Coffee causes cancer.	Coffee health review	Coffee causes neither cancer nor heart disease.
NEG-22	Tea causes cancer.	Tea health review	Nor does tea cause cancer.
NEG-23	Coffee causes cancer.	Coffee health review	Coffee doesn't cause cancer.
NEG-24	Coffee causes cancer.	Coffee health review	The researchers didn't, after reviewing all the data, conclude that coffee causes cancer.
NEG-25	The treatment cures disease.	Treatment trial results	The treatment doesn't cure disease, doesn't prevent relapse, and doesn't help at all.
NEG-26	Coffee causes cancer.	Coffee health review	Coffee doesn’t cause cancer.
NEG-27	Coffee causes cancer.	Coffee health review	The researchers didn’t, after reviewing all the data, conclude that coffee causes cancer.
NEG-28	The treatment cures disease.	Treatment trial results	The treatment cures disease — or doesn’t it?
NEG-29	Celery juice cures disease.	Celery juice health claims	No clinical evidence supports the claim that celery juice cures.
NEG-30	Coffee causes cancer.	Coffee health review	There is no good evidence that coffee causes cancer.
NEG-31	Coffee causes cancer.	Coffee health review	There is no evidence that coffee causes cancer.
NEG-32	The policy is active and enforced.	Policy update	The policy is no longer suspended and remains active.
NEG-33	Smoking is permitted here.	Smoking policy update	Smoking is no longer permitted.
NEG-34	The drug is ineffective.	Drug efficacy review	The drug is not ineffective.
NEG-35	The policy is unpopular.	Policy polling	The policy is not unpopular.
NEG-36	The treatment is common.	Treatment usage stats	The treatment is not uncommon.
NEG-37	The side effect is rare.	Side effect profile	The side effect is not uncommon.
NEG-38	The treatment prevents relapses.	Treatment trial results	The treatment never fails to prevent relapses.
NEG-39	The vaccine prevents infection.	Vaccine trial results	The vaccine not only prevents infection but also reduces transmission.
NEG-40	The treatment cures disease.	Treatment trial results	It is hardly the case that the treatment cures disease.
NEG-41	Scientists confirm the theory.	Theory validation news	It is not the case that critics, but scientists, confirm the theory.
NEG-42	Coffee causes cancer.	Coffee health review	Not coffee but tea causes cancer.
NEG-43	Coffee causes cancer.	Coffee health review	It is not coffee but tea that causes cancer.
NEG-44	Tea causes cancer.	Tea health review	It is not tea but coffee that causes cancer.
NEG-45	Tea causes cancer.	Tea health review	Not coffee but tea causes cancer.
NEG-46	Coffee causes cancer.	Coffee health review	A spokesman denies that coffee causes cancer.
NEG-47	Coffee causes cancer.	Coffee health review	The panel rejected the claim that coffee causes cancer.
NEG-48	Coffee causes cancer.	Coffee health review	The author disputes the finding that coffee causes cancer.
NEG-49	Coffee causes cancer.	Coffee health review	The review contradicts the claim that coffee causes cancer.
NEG-50	Coffee causes cancer.	Coffee health review	The study refutes the claim that coffee causes cancer.
NEG-51	Coffee causes cancer.	Coffee health review	Experts called the claim false: coffee causes cancer.
NEG-52	Coffee causes cancer.	Coffee health review	The agency denied the report that coffee causes cancer.
