d2bt_0	650	2200	0
d2bt_1	650	2700	0
d2bt_2	650	3200	0
d2bt_3	650	3700	0
d2bt_4	650	4200	0
d2bt_5	660	2200	0
d2bt_6	660	2700	0
d2bt_7	660	3200	0
d2bt_8	660	3700	0
d2bt_9	660	4200	0
d2bt_10	670	2200	0
d2bt_11	670	2700	0
d2bt_12	670	3200	0
d2bt_13	670	3700	0
d2bt_14	670	4200	0
d2bt_15	680	2200	0
d2bt_16	680	2700	0
d2bt_17	680	3200	0
d2bt_18	680	3700	0
d2bt_19	680	4200	0
d2bt_20	690	2200	0
d2bt_21	690	2700	0
d2bt_22	690	3200	0
d2bt_23	690	3700	0
d2bt_24	690	4200	0
d2bt_25	700	2200	0
d2bt_26	700	2700	0
d2bt_27	700	3200	0
d2bt_28	700	3700	0
d2bt_29	700	4200	0
d2bt_30	710	2200	0
d2bt_31	710	2700	0
d2bt_32	710	3200	0
d2bt_33	710	3700	0
d2bt_34	710	4200	0
d2bt_35	720	2200	0
d2bt_36	720	2700	0
d2bt_37	720	3200	0
d2bt_38	720	3700	0
d2bt_39	720	4200	0
d2bt_40	730	2200	0
d2bt_41	730	2700	0
d2bt_42	730	3200	0
d2bt_43	730	3700	0
d2bt_44	730	4200	0
d2bt_45	740	2200	0
d2bt_46	740	2700	0
d2bt_47	740	3200	0
d2bt_48	740	3700	0
d2bt_49	740	4200	0
d2bt_50	750	2200	0
d2bt_51	750	2700	0
d2bt_52	750	3200	0
d2bt_53	750	3700	0
d2bt_54	750	4200	0
d2bt_55	760	2200	0
d2bt_56	760	2700	0
d2bt_57	760	3200	0
d2bt_58	760	3700	0
d2bt_59	760	4200	0
d2bt_60	770	2200	0
d2bt_61	770	2700	0
d2bt_62	770	3200	0
d2bt_63	770	3700	0
d2bt_64	770	4200	0
d2bt_65	780	2200	0
d2bt_66	780	2700	0
d2bt_67	780	3200	0
d2bt_68	780	3700	0
d2bt_69	780	4200	0
d2bt_70	790	2200	0
d2bt_71	790	2700	0
d2bt_72	790	3200	0
d2bt_73	790	3700	0
d2bt_74	790	4200	0
d2bt_75	800	2200	0
d2bt_76	800	2700	0
d2bt_77	800	3200	0
d2bt_78	800	3700	0
d2bt_79	800	4200	0
d2bt_80	810	2200	0
d2bt_81	810	2700	0
d2bt_82	810	3200	0
d2bt_83	810	3700	0
d2bt_84	810	4200	0
d2bt_85	820	2200	0
d2bt_86	820	2700	0
d2bt_87	820	3200	0
d2bt_88	820	3700	0
d2bt_89	820	4200	0
d2bt_90	830	2200	0
d2bt_91	830	2700	0
d2bt_92	830	3200	0
d2bt_93	830	3700	0
d2bt_94	830	4200	0
d2bt_95	840	2200	0
d2bt_96	840	2700	0
d2bt_97	840	3200	0
d2bt_98	840	3700	0
d2bt_99	840	4200	0
d2bt_100	850	2200	0
d2bt_101	850	2700	0
d2bt_102	850	3200	0
d2bt_103	850	3700	0
d2bt_104	850	4200	0
d2bt_105	860	2200	0
d2bt_106	860	2700	0
d2bt_107	860	3200	0
d2bt_108	860	3700	0
d2bt_109	860	4200	0
d2bf_110	788	1958	1
d2bf_111	764	1888	1
d2bf_112	819	2320	1
d2bf_113	806	2373	1
d2bf_114	806	2024	1
d2bf_115	774	1915	1
d2bf_116	832	2255	1
d2bf_117	799	1997	1
