d2bt_0	650	2200	0
d2bt_1	650	2250	0
d2bt_2	650	2300	0
d2bt_3	650	2350	0
d2bt_4	650	2400	0
d2bt_5	650	2450	0
d2bt_6	650	2500	0
d2bt_7	650	2550	0
d2bt_8	650	2600	0
d2bt_9	650	2650	0
d2bt_10	650	2700	0
d2bt_11	650	2750	0
d2bt_12	650	2800	0
d2bt_13	650	2850	0
d2bt_14	650	2900	0
d2bt_15	650	2950	0
d2bt_16	650	3000	0
d2bt_17	650	3050	0
d2bt_18	650	3100	0
d2bt_19	650	3150	0
d2bt_20	650	3200	0
d2bt_21	650	3250	0
d2bt_22	650	3300	0
d2bt_23	650	3350	0
d2bt_24	650	3400	0
d2bt_25	650	3450	0
d2bt_26	650	3500	0
d2bt_27	650	3550	0
d2bt_28	650	3600	0
d2bt_29	650	3650	0
d2bt_30	650	3700	0
d2bt_31	650	3750	0
d2bt_32	650	3800	0
d2bt_33	650	3850	0
d2bt_34	650	3900	0
d2bt_35	650	3950	0
d2bt_36	650	4000	0
d2bt_37	650	4050	0
d2bt_38	650	4100	0
d2bt_39	650	4150	0
d2bt_40	650	4200	0
d2bt_41	650	4250	0
d2bt_42	650	4300	0
d2bt_43	650	4350	0
d2bt_44	650	4400	0
d2bt_45	650	4450	0
d2bt_46	650	4500	0
d2bt_47	650	4550	0
d2bt_48	650	4600	0
d2bt_49	660	2200	0
d2bt_50	660	2250	0
d2bt_51	660	2300	0
d2bt_52	660	2350	0
d2bt_53	660	2400	0
d2bt_54	660	2450	0
d2bt_55	660	2500	0
d2bt_56	660	2550	0
d2bt_57	660	2600	0
d2bt_58	660	2650	0
d2bt_59	660	2700	0
d2bt_60	660	2750	0
d2bt_61	660	2800	0
d2bt_62	660	2850	0
d2bt_63	660	2900	0
d2bt_64	660	2950	0
d2bt_65	660	3000	0
d2bt_66	660	3050	0
d2bt_67	660	3100	0
d2bt_68	660	3150	0
d2bt_69	660	3200	0
d2bt_70	660	3250	0
d2bt_71	660	3300	0
d2bt_72	660	3350	0
d2bt_73	660	3400	0
d2bt_74	660	3450	0
d2bt_75	660	3500	0
d2bt_76	660	3550	0
d2bt_77	660	3600	0
d2bt_78	660	3650	0
d2bt_79	660	3700	0
d2bt_80	660	3750	0
d2bt_81	660	3800	0
