d2bt_0	650	2200	0
d2bt_1	650	2700	0
d2bt_2	650	3200	0
d2bt_3	650	3700	0
d2bt_4	650	4200	0
d2bt_5	660	2200	0
d2bt_6	660	2700	0
d2bt_7	660	3200	0
d2bt_8	660	3700	0
d2bt_9	660	4200	0
d2bt_10	670	2200	0
d2bt_11	670	2700	0
d2bt_12	670	3200	0
d2bt_13	670	3700	0
d2bt_14	670	4200	0
d2bt_15	680	2200	0
d2bt_16	680	2700	0
d2bt_17	680	3200	0
d2bt_18	680	3700	0
d2bt_19	680	4200	0
d2bf_20	788	1958	1
d2bf_21	764	1888	1
d2bf_22	819	2320	1
d2bf_23	806	2373	1
d2bf_24	806	2024	1
d2bf_25	774	1915	1
d2bf_26	832	2255	1
d2bf_27	799	1997	1
