S00_00000 1 endorse
S00_00001 1 endorse
S00_00002 0 neutral
S00_00003 2 deny-lex
S00_00004 1 endorse
S00_00005 0 neutral
S00_00006 1 endorse
S00_00007 0 gate
S00_00008 1 endorse
S00_00009 2 deny-lex
S00_00010 0 gate
S00_00011 0 gate
S00_00012 2 deny-lex
S00_00013 1 endorse
S00_00014 0 gate
S00_00015 1 endorse
S00_00016 0 gate
S00_00017 1 endorse
S01_00000 1 endorse
S01_00001 0 neutral
S01_00002 0 neutral
S01_00003 0 neutral
S01_00004 1 endorse
S01_00005 1 endorse
S02_00000 2 neg-scope
S02_00001 0 neutral
S02_00002 1 endorse
S02_00003 1 endorse
S02_00004 1 endorse
S02_00005 1 endorse
S03_00000 1 endorse
S03_00001 0 neutral
S03_00002 0 neutral
S03_00003 1 endorse
S03_00004 1 endorse
S03_00005 1 endorse
S04_00000 0 neutral
S04_00001 2 competing-subject
S04_00002 2 competing-subject
S04_00003 2 competing-subject
S04_00004 1 endorse
S04_00005 0 neutral
S04_00006 0 neutral
S04_00007 0 neutral
S04_00008 1 endorse
S04_00009 0 neutral
S04_00010 0 gate
S04_00011 1 endorse
S04_00012 1 endorse
S04_00013 0 neutral
S04_00014 1 endorse
S04_00015 0 neutral
S04_00016 0 neutral
S04_00017 2 competing-subject
S05_00000 1 endorse
S05_00001 1 endorse
S05_00002 1 endorse
S05_00003 1 endorse
S05_00004 1 endorse
S05_00005 0 gate
S06_00000 1 endorse
S06_00001 0 gate
S06_00002 2 deny-lex
S06_00003 0 neutral
S06_00004 0 neutral
S06_00005 1 endorse
S07_00000 0 neutral
S07_00001 0 neutral
S07_00002 2 neg-scope
S07_00003 0 neutral
S07_00004 2 deny-lex
S07_00005 0 neutral
S08_00000 2 antonym
S08_00001 1 endorse
S08_00002 2 deny-lex
S08_00003 1 endorse
S08_00004 1 endorse
S08_00005 2 antonym
S08_00006 2 antonym
S08_00007 0 neutral
S08_00008 1 endorse
S08_00009 0 neutral
S08_00010 0 neutral
S08_00011 0 neutral
S09_00000 2 deny-lex
S09_00001 2 deny-lex
S09_00002 2 deny-lex
S09_00003 2 deny-lex
S09_00004 2 deny-lex
S09_00005 2 deny-lex
S10_00000 2 deny-lex
S10_00001 0 gate
S10_00002 2 deny-lex
S10_00003 0 gate
S10_00004 0 gate
S10_00005 0 gate
S10_00006 2 deny-lex
S10_00007 0 gate
S10_00008 0 neutral
S10_00009 0 neutral
S10_00010 0 gate
S10_00011 0 gate
S10_00012 2 deny-lex
S10_00013 0 gate
S10_00014 2 deny-lex
S10_00015 0 gate
S10_00016 0 gate
S10_00017 0 gate
S11_00000 0 gate
S11_00001 0 gate
S11_00002 0 neutral
S11_00003 0 gate
S11_00004 0 neutral
S11_00005 0 gate
S11_00006 0 gate
S11_00007 0 gate
S11_00008 0 gate
S11_00009 0 gate
S11_00010 1 endorse
S11_00011 0 gate
S11_00012 0 gate
S11_00013 0 gate
S11_00014 0 gate
S11_00015 0 gate
S11_00016 0 neutral
S11_00017 2 competing-subject
S12_00000 2 competing-subject
S12_00001 2 competing-subject
S12_00002 2 competing-subject
S12_00003 1 endorse
S12_00004 2 competing-subject
S12_00005 2 competing-subject
S13_00000 0 neutral
S13_00001 1 endorse
S13_00002 0 neutral
S13_00003 0 neutral
S13_00004 0 neutral
S13_00005 2 competing-subject
S14_00000 2 neg-scope
S14_00001 1 endorse
S14_00002 0 neutral
S14_00003 0 neutral
S14_00004 0 neutral
S14_00005 0 neutral
S15_00000 0 neutral
S15_00001 0 neutral
S15_00002 0 neutral
S15_00003 0 neutral
S15_00004 0 gate
S15_00005 0 neutral
S16_00000 2 neg-scope
S16_00001 0 neutral
S16_00002 0 neutral
S16_00003 2 deny-lex
S16_00004 0 neutral
S16_00005 0 neutral
S17_00000 2 deny-lex
S17_00001 0 gate
S17_00002 0 neutral
S17_00003 2 deny-lex
S17_00004 0 neutral
S17_00005 2 deny-lex
S18_00000 2 deny-lex
S18_00001 2 neg-scope
S18_00002 1 endorse
S18_00003 2 deny-lex
S18_00004 1 endorse
S18_00005 0 gate
H00_00000 1 endorse
H00_00001 1 endorse
H00_00002 0 neutral
H00_00003 2 deny-lex
H00_00004 1 endorse
H00_00005 0 neutral
H00_00006 1 endorse
H00_00007 0 gate
H00_00008 1 endorse
H00_00009 2 deny-lex
H00_00010 0 gate
H00_00011 0 gate
H00_00012 2 deny-lex
H00_00013 1 endorse
H00_00014 0 gate
H00_00015 1 endorse
H00_00016 0 gate
H00_00017 1 endorse
H00_00018 1 endorse
H00_00019 1 endorse
H00_00020 2 neg-scope
H01_00000 1 endorse
H01_00001 0 neutral
H01_00002 0 neutral
H01_00003 0 neutral
H01_00004 1 endorse
H01_00005 1 endorse
H02_00000 2 neg-scope
H02_00001 0 neutral
H02_00002 1 endorse
H02_00003 1 endorse
H02_00004 1 endorse
H02_00005 1 endorse
H03_00000 1 endorse
H03_00001 0 neutral
H03_00002 0 neutral
H03_00003 1 endorse
H03_00004 1 endorse
H03_00005 1 endorse
H04_00000 0 neutral
H04_00001 2 competing-subject
H04_00002 2 competing-subject
H04_00003 2 competing-subject
H04_00004 1 endorse
H04_00005 0 neutral
H04_00006 0 neutral
H04_00007 0 neutral
H04_00008 1 endorse
H04_00009 0 neutral
H04_00010 0 gate
H04_00011 1 endorse
H04_00012 1 endorse
H04_00013 0 neutral
H04_00014 1 endorse
H04_00015 0 neutral
H04_00016 0 neutral
H04_00017 2 competing-subject
H04_00018 2 competing-subject
H04_00019 0 gate
H04_00020 0 gate
H05_00000 1 endorse
H05_00001 1 endorse
