0|1|2|1|0|330|0|224|0|3|7
1|1|0|1|1|282|1|209|0|0|0
2|1|0|0|1|468|1|18|0|0|5
3|1|0|1|1|746|1|592|2|0|5
4|1|2|1|0|152|0|177|2|3|7
5|1|0|1|1|380|1|242|0|1|4
6|1|2|1|0|755|0|614|0|3|7
7|1|0|1|1|823|1|850|0|1|4
8|1|2|1|0|774|0|665|0|3|7
9|1|0|1|1|464|1|280|0|1|4
10|1|0|0|1|433|1|35|0|0|5
11|1|2|1|1|708|0|514|0|3|7
12|1|0|0|1|404|1|48|0|2|1
13|1|0|1|1|214|1|191|2|4|6
14|1|0|0|1|469|1|17|0|1|2
15|1|0|1|1|626|1|402|2|4|6
16|1|2|1|0|759|0|624|0|3|7
17|1|0|1|1|466|1|281|0|4|6
18|1|0|0|1|62|1|140|2|1|3
19|1|0|1|1|816|1|819|0|4|6
20|1|0|0|1|380|1|58|0|1|2
21|1|0|1|1|584|1|361|2|4|6
22|1|0|0|1|250|1|100|0|1|3
23|1|2|0|0|202|0|112|2|3|7
24|1|0|0|1|271|1|94|0|1|3
25|1|0|1|1|630|1|406|2|4|6
26|1|2|1|0|278|0|208|0|3|7
27|1|2|0|0|132|0|127|2|3|7
28|1|0|0|1|350|1|69|0|1|2
29|1|2|0|0|242|0|102|2|3|7
30|1|2|1|0|520|0|313|2|3|7
31|1|0|1|1|732|1|561|0|4|6
32|1|2|1|0|44|0|157|1|3|7
33|1|2|0|0|162|0|121|2|3|7
34|1|0|0|1|333|1|75|0|1|2
35|1|2|1|1|62|0|160|1|3|7
36|1|2|1|0|206|0|189|2|3|7
37|1|0|0|0|184|1|116|2|1|3
38|1|2|1|0|318|0|220|0|3|7
39|1|0|1|1|462|1|279|0|4|6
40|1|2|1|0|755|0|614|2|3|7
41|1|2|0|0|356|0|67|0|3|7
42|1|2|1|0|292|0|212|0|3|7
43|1|0|1|1|494|1|297|0|4|6
44|1|2|1|0|222|0|193|2|3|7
45|1|0|1|1|791|1|719|0|4|6
46|1|2|1|0|493|0|296|0|3|7
47|1|0|1|1|411|1|255|0|4|6
48|1|0|0|1|318|1|80|0|1|2
49|1|0|1|1|342|1|228|0|4|6
50|1|0|0|1|473|1|15|0|1|2
51|1|0|1|1|516|1|310|2|4|6
52|1|0|0|1|19|1|147|1|1|3
53|1|0|1|1|431|1|264|0|4|6
54|1|2|1|0|747|0|595|2|3|7
55|1|0|1|1|709|1|517|2|4|6
56|1|2|1|0|712|0|522|0|3|7
57|1|0|1|1|387|1|245|0|4|6
58|1|0|0|1|444|1|30|0|1|2
59|1|0|1|1|584|1|361|2|4|6
60|1|2|1|0|609|0|384|0|3|7
61|1|0|1|1|677|1|465|0|4|6
62|1|0|0|1|392|1|53|0|1|2
63|1|0|1|1|353|1|232|0|4|6
64|1|2|1|0|718|0|532|0|3|7
65|1|0|1|1|573|1|352|0|4|6
66|1|0|0|1|431|1|36|0|1|2
67|1|0|1|1|621|1|396|2|4|6
68|1|0|0|1|356|1|67|0|1|2
69|1|2|1|1|818|0|826|0|3|7
70|1|0|0|1|402|1|49|0|1|2
71|1|0|1|1|0|1|150|1|4|6
72|1|2|1|0|692|0|488|0|3|7
73|1|0|1|1|494|1|297|0|4|6
74|1|2|1|0|696|0|495|0|3|7
75|1|0|0|0|442|1|31|0|1|2
76|1|0|0|1|385|1|56|0|1|2
77|1|0|1|1|800|1|752|0|4|6
78|1|2|1|0|85|0|164|2|3|7
79|1|0|1|1|460|1|278|0|4|6
80|1|2|1|0|590|0|366|0|3|7
81|1|0|1|1|679|1|468|0|4|6
82|1|0|0|1|234|1|104|2|1|3
83|1|0|1|1|292|1|212|1|4|6
84|1|0|0|1|210|1|110|2|1|3
85|1|0|1|1|816|1|816|0|4|6
86|1|0|0|1|222|1|107|2|1|3
87|1|2|1|1|38|0|156|1|3|7
88|1|2|1|0|744|0|587|0|3|7
89|1|0|1|1|626|1|402|2|4|6
90|1|0|0|1|318|1|80|0|1|2
91|1|2|0|0|253|0|99|0|3|7
92|1|0|0|1|271|1|94|0|1|3
93|1|0|1|1|375|1|240|2|4|6
94|1|0|0|1|56|1|141|2|1|3
95|1|2|0|0|68|0|139|2|3|7
96|1|0|0|1|222|1|107|2|1|3
97|1|0|1|1|792|1|722|2|4|6
98|1|0|0|1|302|1|85|0|1|2
99|1|0|1|1|676|1|464|0|4|6
100|1|0|0|1|184|1|116|2|1|3
101|1|0|1|1|583|1|360|2|4|6
102|1|0|0|1|440|1|32|0|1|2
103|1|0|1|1|550|1|334|2|4|6
104|1|2|1|0|462|0|279|0|3|7
105|1|0|1|1|501|1|301|0|4|6
106|1|0|0|1|442|1|31|0|1|2
107|1|0|1|1|657|1|438|0|4|6
108|1|0|0|1|210|1|110|2|1|3
109|1|0|1|1|844|1|964|0|4|6
110|1|0|0|1|344|1|71|0|1|2
111|1|2|0|0|234|0|104|2|3|7
112|1|2|1|0|222|0|193|1|3|7
113|1|0|1|1|731|1|558|2|4|6
114|1|2|1|0|512|0|308|0|3|7
115|1|0|1|1|509|1|306|0|4|6
116|1|0|0|1|333|1|75|0|1|2
117|1|0|1|1|537|1|324|2|4|6
118|1|2|1|0|753|0|609|2|3|7
119|1|0|1|1|839|1|932|0|4|6
120|1|2|1|0|826|0|867|0|3|7
121|1|2|0|0|142|0|125|1|3|7
122|1|0|0|1|308|1|83|0|1|2
123|1|0|1|1|776|1|671|0|4|6
124|1|0|0|1|418|1|42|0|1|2
125|1|0|1|1|275|1|207|0|4|6
126|1|0|0|1|350|1|69|0|1|2
127|1|0|1|1|673|1|459|2|4|6
128|1|0|0|1|132|1|127|2|1|3
129|1|0|1|1|96|1|166|2|4|6
130|1|0|0|1|292|1|88|0|1|2
131|1|0|1|1|766|1|642|0|4|6
132|1|0|0|1|257|1|98|0|1|3
133|1|0|1|1|418|1|258|2|4|6
134|1|0|0|1|157|1|122|2|1|3
135|1|0|1|1|597|1|373|0|4|6
136|1|0|0|1|101|1|133|2|1|3
137|1|0|1|1|468|1|282|2|4|6
138|1|0|0|1|448|1|28|0|1|2
139|1|0|1|1|647|1|425|0|4|6
140|1|0|0|1|411|1|45|0|1|2
141|1|0|1|1|500|1|300|0|4|6
142|1|0|0|1|400|1|50|0|1|2
143|1|2|1|1|79|0|163|1|3|7
144|1|0|0|1|50|1|142|2|1|3
145|1|0|1|1|606|1|381|0|4|6
146|1|0|0|1|132|1|127|2|1|3
147|1|0|1|1|661|1|443|2|4|6
148|1|0|0|1|452|1|26|0|1|2
149|1|0|1|1|641|1|418|0|4|6
150|1|0|0|1|395|1|52|0|1|2
151|1|0|1|1|707|1|513|2|4|6
152|1|2|1|0|107|0|168|1|3|7
153|1|0|1|1|798|1|745|0|4|6
154|1|0|0|1|311|1|82|0|1|2
155|1|0|1|1|342|1|228|0|4|6
156|1|2|1|0|772|0|660|0|3|7
157|1|0|1|1|618|1|393|2|4|6
158|1|0|0|1|350|1|69|0|1|2
159|1|0|1|1|759|1|623|2|4|6
160|1|0|0|1|414|1|44|0|1|2
161|1|0|1|1|414|1|256|0|4|6
162|1|0|0|1|292|1|88|0|1|2
163|1|0|1|1|454|1|275|0|4|6
164|1|0|0|1|361|1|65|0|1|2
165|1|0|1|1|519|1|312|0|4|6
166|1|0|0|1|425|1|39|0|1|2
167|1|0|1|1|820|1|834|0|4|6
168|1|0|0|1|222|1|107|2|1|3
169|1|0|1|1|520|1|313|0|4|6
170|1|0|0|1|444|1|30|0|1|2
171|1|0|1|1|264|1|204|1|4|6
172|1|2|1|0|85|0|164|1|3|7
173|1|0|1|1|563|1|344|0|4|6
174|1|2|1|0|775|0|667|0|3|7
175|1|0|1|1|656|1|437|0|4|6
176|1|2|1|0|776|0|670|0|3|7
177|1|2|1|1|6|0|151|1|3|7
178|1|0|0|1|56|1|141|2|1|3
179|1|0|1|1|567|1|347|2|4|6
180|1|0|0|1|278|1|92|0|1|3
181|1|0|1|1|541|1|327|2|4|6
182|1|0|0|1|333|1|75|0|1|2
183|1|0|1|1|616|1|391|2|4|6
184|1|0|0|1|367|1|63|0|1|2
185|1|0|1|1|418|1|258|0|4|6
186|1|0|0|1|327|1|77|0|1|2
187|1|0|1|1|681|1|471|2|4|6
188|1|0|0|1|471|1|16|0|1|2
189|1|0|1|1|324|1|222|0|4|6
190|1|0|0|1|471|1|16|0|1|2
191|1|0|1|1|411|1|255|0|4|6
192|1|2|1|0|257|0|202|0|3|7
193|1|0|1|1|673|1|459|2|4|6
194|1|0|0|1|222|1|107|2|1|3
195|1|0|1|1|436|1|266|2|4|6
196|1|2|1|0|646|0|424|0|3|7
197|1|0|1|1|509|1|306|2|4|6
198|1|0|0|1|197|1|113|2|1|3
199|1|0|1|1|688|1|481|2|4|6
200|1|0|0|1|436|1|34|0|1|2
201|1|0|1|1|525|1|316|0|4|6
202|1|0|0|1|218|1|108|2|1|3
203|1|0|1|1|477|1|287|2|4|6
204|1|0|0|1|302|1|85|0|1|2
205|1|0|1|1|548|1|332|2|4|6
206|1|0|0|1|402|1|49|0|1|2
207|1|0|1|1|353|1|232|2|4|6
208|1|0|0|1|364|1|64|0|1|2
209|1|0|1|1|372|1|239|0|4|6
210|1|0|0|1|438|1|33|0|1|2
211|1|0|1|1|493|1|296|0|4|6
212|1|2|1|0|162|0|179|2|3|7
213|1|0|1|1|477|1|287|2|4|6
214|1|0|0|1|466|1|19|0|1|2
215|1|0|1|1|605|1|380|2|4|6
216|1|0|0|1|336|1|74|0|1|2
217|1|0|1|1|704|1|507|2|4|6
218|1|0|0|1|364|1|64|0|1|2
219|1|2|1|1|246|0|199|2|3|7
220|1|2|1|0|694|0|491|2|3|7
221|1|0|1|1|226|1|194|1|4|6
222|1|0|0|1|339|1|73|0|1|2
223|1|0|1|1|390|1|246|2|4|6
224|1|0|0|1|418|1|42|0|1|2
225|1|0|1|1|436|1|266|0|4|6
226|1|2|1|0|494|0|297|0|3|7
227|1|2|1|1|752|0|607|0|3|7
228|1|0|0|1|56|1|141|2|1|3
229|1|0|1|1|752|1|606|0|4|6
230|1|0|0|1|409|1|46|0|1|2
231|1|0|1|1|666|1|450|2|4|6
232|1|2|1|0|68|0|161|2|3|7
233|1|0|1|1|566|1|346|2|4|6
234|1|2|1|0|583|0|360|0|3|7
235|1|0|1|1|615|1|390|0|4|6
236|1|0|0|1|336|1|74|0|1|2
237|1|0|1|1|429|1|263|0|4|6
238|1|0|0|1|382|1|57|0|1|2
239|1|0|1|1|630|1|406|2|4|6
240|1|0|0|1|189|1|115|2|1|3
241|1|2|1|1|122|0|171|1|3|7
242|1|0|0|1|275|1|93|0|1|3
243|1|0|1|1|575|1|353|0|4|6
244|1|0|0|1|6|1|149|1|1|3
245|1|0|1|1|570|1|349|2|4|6
246|1|0|0|1|218|1|108|2|1|3
247|1|0|1|1|658|1|439|2|4|6
248|1|0|0|1|385|1|56|0|1|2
249|1|0|1|1|573|1|352|0|4|6
250|1|0|0|1|353|1|68|0|1|2
251|1|0|1|1|617|1|392|0|4|6
252|1|2|1|0|358|0|234|0|3|7
253|1|0|1|1|679|1|468|2|4|6
254|1|0|0|1|13|1|148|2|1|3
255|1|0|1|1|647|1|425|0|4|6
256|1|0|0|1|446|1|29|0|1|2
257|1|0|1|1|395|1|248|0|4|6
258|1|0|0|1|6|1|149|1|1|3
259|1|0|1|1|429|1|263|0|4|6
260|1|0|0|1|473|1|15|0|1|2
261|1|0|1|1|684|1|475|0|4|6
262|1|2|1|0|737|0|571|0|3|7
263|1|0|1|1|713|1|523|0|4|6
264|1|0|0|1|210|1|110|2|1|3
265|1|0|1|1|402|1|251|0|4|6
266|1|0|0|1|392|1|53|0|1|2
267|1|0|1|1|44|1|157|1|4|6
268|1|0|0|1|308|1|83|0|1|2
269|1|0|1|1|666|1|450|0|4|6
270|1|2|1|0|442|0|269|0|3|7
271|1|0|1|1|506|1|304|0|4|6
272|1|0|0|1|282|1|91|0|1|3
273|1|0|1|1|489|1|294|0|4|6
274|1|0|0|1|431|1|36|0|1|2
275|1|0|1|1|423|1|260|0|4|6
276|1|0|0|1|429|1|37|0|1|2
277|1|0|1|1|631|1|407|0|4|6
278|1|0|0|1|414|1|44|0|1|2
279|1|0|1|1|431|1|264|2|4|6
280|1|0|0|1|324|1|78|0|1|2
281|1|0|1|1|409|1|254|0|4|6
282|1|2|1|0|38|0|156|1|3|7
283|1|0|1|1|500|1|300|2|4|6
284|1|2|1|0|817|0|820|0|3|7
285|1|2|1|1|531|0|320|0|3|7
286|1|0|0|1|32|1|145|2|1|3
287|1|0|1|1|350|1|231|0|4|6
288|1|0|0|1|246|1|101|2|1|3
289|1|0|1|1|842|1|955|0|4|6
290|1|0|0|1|253|1|99|0|1|3
291|1|0|1|1|436|1|266|0|4|6
292|1|2|1|0|561|0|342|0|3|7
293|1|0|1|1|595|1|371|2|4|6
294|1|0|0|1|308|1|83|0|1|2
295|1|0|1|1|264|1|204|0|4|6
296|1|0|0|1|380|1|58|0|1|2
297|1|0|1|1|619|1|394|2|4|6
298|1|2|1|0|780|0|683|0|3|7
299|1|0|1|1|74|1|162|1|4|6
300|1|0|0|1|471|1|16|0|1|2
301|1|0|1|1|581|1|358|2|4|6
302|1|2|1|0|710|0|518|0|3|7
303|1|0|1|1|342|1|228|0|4|6
304|1|2|1|0|638|0|415|0|3|7
305|1|0|1|1|572|1|351|2|4|6
306|1|0|0|1|56|1|141|2|1|3
307|1|0|1|1|741|1|580|2|4|6
308|1|0|0|1|466|1|19|0|1|2
309|1|0|1|1|25|1|154|1|4|6
310|1|0|0|1|402|1|49|0|1|2
311|1|0|1|1|514|1|309|0|4|6
312|1|2|1|0|230|0|195|2|3|7
313|1|0|1|1|202|1|188|1|4|6
314|1|0|0|1|431|1|36|0|1|2
315|1|0|1|1|592|1|368|2|4|6
316|1|2|1|0|333|0|225|0|3|7
317|1|0|1|1|730|1|557|2|4|6
318|1|2|1|0|770|0|654|0|3|7
319|1|2|1|1|137|0|174|1|3|7
320|1|0|0|1|295|1|87|0|1|2
321|1|0|1|1|557|1|339|2|4|6
322|1|0|0|1|392|1|53|0|1|2
323|1|0|1|1|206|1|189|2|4|6
324|1|0|0|1|385|1|56|0|1|2
325|1|2|1|1|482|0|290|2|3|7
326|1|2|1|0|767|0|646|0|3|7
327|1|0|1|1|838|1|931|0|4|6
328|1|0|0|1|409|1|46|0|1|2
329|1|0|1|1|520|1|313|2|4|6
330|1|2|1|0|157|0|178|2|3|7
331|1|0|1|1|773|1|663|2|4|6
332|1|0|0|1|285|1|90|0|1|3
333|1|0|1|1|531|1|320|0|4|6
334|1|0|0|1|295|1|87|0|1|2
335|1|0|1|1|440|1|268|0|4|6
336|1|2|1|0|741|0|581|0|3|7
337|1|0|1|1|647|1|425|2|4|6
338|1|0|0|1|157|1|122|2|1|3
339|1|0|1|1|702|1|504|0|4|6
340|1|0|0|1|456|1|24|0|1|2
341|1|0|1|1|226|1|194|2|4|6
342|1|0|0|1|137|1|126|2|1|3
343|1|0|1|1|635|1|412|2|4|6
344|1|0|0|1|197|1|113|2|1|3
345|1|0|1|1|753|1|609|2|4|6
346|1|0|0|1|429|1|37|0|1|2
347|1|0|1|1|561|1|342|0|4|6
348|1|0|0|1|336|1|74|0|1|2
349|1|0|1|1|509|1|306|2|4|6
350|1|0|0|1|448|1|28|0|1|2
351|1|0|1|1|458|1|277|0|4|6
352|1|0|0|1|433|1|35|0|1|2
353|1|0|0|0|452|1|26|0|1|2
354|1|0|0|1|479|1|12|0|1|2
355|1|0|1|1|324|1|222|0|4|6
356|1|0|0|1|253|1|99|0|1|3
357|1|2|0|0|56|0|141|2|3|7
358|1|2|1|0|707|0|512|2|3|7
359|1|0|1|1|242|1|198|2|4|6
360|1|0|0|1|275|1|93|0|1|3
361|1|0|1|1|576|1|354|2|4|6
362|1|2|1|0|802|0|761|0|3|7
363|1|0|1|1|689|1|483|2|4|6
