T	T0000a	4	2	0	1	13	1,2
T	T0000b	4	2	0	1	13	7,8
T	T0000c	4	2	0	1	13	1,2
T	T0001a	9	2	0	1	44	1,2
T	T0001b	9	2	0	1	44	7,8
T	T0001c	9	2	0	1	44	1,2
T	T0002a	11	2	0	1	75	1,2
T	T0002b	11	2	0	1	75	7,8
T	T0002c	11	2	0	1	75	1,2
T	T0003a	13	2	0	1	106	1,2
T	T0003b	13	2	0	1	106	7,8
T	T0003c	13	2	0	1	106	1,2
T	T0004a	15	2	0	1	137	1,2
T	T0004b	15	2	0	1	137	7,8
T	T0004c	15	2	0	1	137	1,2
T	T0005a	17	2	0	1	168	1,2
T	T0005b	17	2	0	1	168	7,8
T	T0005c	17	2	0	1	168	1,2
T	T0006a	19	2	0	1	199	1,2
T	T0006b	19	2	0	1	199	7,8
T	T0006c	19	2	0	1	199	1,2
T	T0007a	21	2	0	1	230	1,2
T	T0007b	21	2	0	1	230	7,8
T	T0007c	21	2	0	1	230	1,2
T	T0100a	4	2	0	1	60	23,24
T	T0100b	4	2	0	1	60	26,27
T	T0100c	4	2	0	1	60	23,24
T	T0101a	9	2	0	1	91	23,24
T	T0101b	9	2	0	1	91	26,27
T	T0101c	9	2	0	1	91	23,24
T	T0102a	11	2	0	1	122	23,24
T	T0102b	11	2	0	1	122	26,27
T	T0102c	11	2	0	1	122	23,24
T	T0103a	13	2	0	1	153	23,24
T	T0103b	13	2	0	1	153	26,27
T	T0103c	13	2	0	1	153	23,24
T	T0104a	15	2	0	1	184	23,24
T	T0104b	15	2	0	1	184	26,27
T	T0104c	15	2	0	1	184	23,24
T	T0105a	17	2	0	1	215	23,24
T	T0105b	17	2	0	1	215	26,27
T	T0105c	17	2	0	1	215	23,24
T	T0106a	19	2	0	1	246	23,24
T	T0106b	19	2	0	1	246	26,27
T	T0106c	19	2	0	1	246	23,24
T	T0107a	21	2	0	1	277	23,24
T	T0107b	21	2	0	1	277	26,27
T	T0107c	21	2	0	1	277	23,24
T	T0200a	4	2	0	1	107	35,36
T	T0200b	4	2	0	1	107	35,38
T	T0200c	4	2	0	1	107	35,36
T	T0201a	9	2	0	1	138	35,36
T	T0201b	9	2	0	1	138	35,38
T	T0201c	9	2	0	1	138	35,36
T	T0202a	11	2	0	1	169	35,36
T	T0202b	11	2	0	1	169	35,38
T	T0202c	11	2	0	1	169	35,36
T	T0203a	13	2	0	1	200	35,36
T	T0203b	13	2	0	1	200	35,38
T	T0203c	13	2	0	1	200	35,36
T	T0204a	15	2	0	1	231	35,36
T	T0204b	15	2	0	1	231	35,38
T	T0204c	15	2	0	1	231	35,36
T	T0205a	17	2	0	1	262	35,36
T	T0205b	17	2	0	1	262	35,38
T	T0205c	17	2	0	1	262	35,36
T	T0206a	19	2	0	1	293	35,36
T	T0206b	19	2	0	1	293	35,38
T	T0206c	19	2	0	1	293	35,36
T	T0207a	21	2	0	1	324	35,36
T	T0207b	21	2	0	1	324	35,38
T	T0207c	21	2	0	1	324	35,36
T	T0300a	4	2	0	1	154	46,47
T	T0300b	4	2	0	1	154	49,50
T	T0300c	4	2	0	1	154	46,47
T	T0301a	9	2	0	1	185	46,47
T	T0301b	9	2	0	1	185	49,50
T	T0301c	9	2	0	1	185	46,47
T	T0302a	11	2	0	1	216	46,47
T	T0302b	11	2	0	1	216	49,50
T	T0302c	11	2	0	1	216	46,47
T	T0303a	13	2	0	1	247	46,47
T	T0303b	13	2	0	1	247	49,50
T	T0303c	13	2	0	1	247	46,47
T	T0304a	15	2	0	1	278	46,47
T	T0304b	15	2	0	1	278	49,50
T	T0304c	15	2	0	1	278	46,47
T	T0305a	17	2	0	1	309	46,47
T	T0305b	17	2	0	1	309	49,50
T	T0305c	17	2	0	1	309	46,47
T	T0306a	19	2	0	1	340	46,47
T	T0306b	19	2	0	1	340	49,50
T	T0306c	19	2	0	1	340	46,47
T	T0307a	21	2	0	1	371	46,47
T	T0307b	21	2	0	1	371	49,50
T	T0307c	21	2	0	1	371	46,47
T	T0400a	4	2	0	1	1998	58,59
T	T0400b	4	2	0	1	1998	61,62
