ep	step	tier
DRF-25-P00	0	3
DRF-25-P00	1	3
DRF-25-P00	2	3
DRF-25-P00	3	3
DRF-25-P00	4	3
DRF-25-P00	5	3
DRF-25-P00	6	3
DRF-25-P00	7	3
DRF-25-P00	8	3
DRF-25-P00	9	3
DRF-25-P00	10	3
DRF-25-P00	11	3
DRF-25-P00	12	3
DRF-25-P00	13	3
DRF-25-P00	14	3
DRF-25-P00	15	3
DRF-25-P00	16	3
DRF-25-P00	17	3
DRF-25-P00	18	3
DRF-25-P00	19	3
DRF-25-P00	20	3
DRF-25-P00	21	3
DRF-25-P00	22	3
DRF-25-P00	23	3
DRF-25-P00	24	3
DRF-25-P00	25	3
DRF-25-P00	26	3
DRF-25-P00	27	3
DRF-25-P00	28	3
DRF-25-P00	29	3
DRF-25-P00	30	5
DRF-25-P00	31	5
DRF-25-P00	32	3
DRF-25-P00	33	5
DRF-25-P00	34	5
DRF-25-P00	35	3
DRF-25-P00	36	5
DRF-25-P00	37	5
DRF-25-P00	38	3
DRF-25-P00	39	5
DRF-25-P00	40	5
DRF-25-P00	41	3
DRF-25-P00	42	5
DRF-25-P00	43	5
DRF-25-P00	44	3
DRF-25-P00	45	5
DRF-25-P00	46	5
DRF-25-P00	47	3
DRF-25-P00	48	5
DRF-25-P00	49	5
DRF-25-P00	50	3
DRF-25-P00	51	5
DRF-25-P00	52	5
DRF-25-P00	53	3
DRF-25-P00	54	5
DRF-25-P00	55	5
DRF-25-P00	56	3
DRF-25-P00	57	5
DRF-25-P00	58	5
DRF-25-P00	59	3
DRF-25-P00	60	5
DRF-25-P00	61	5
DRF-25-P00	62	3
DRF-25-P00	63	5
DRF-25-P00	64	5
DRF-25-P00	65	3
DRF-25-P00	66	5
DRF-25-P00	67	5
DRF-25-P00	68	3
DRF-25-P00	69	5
DRF-25-P00	70	5
DRF-25-P00	71	3
DRF-25-P00	72	5
DRF-25-P00	73	5
DRF-25-P00	74	3
DRF-25-P00	75	5
DRF-25-P00	76	5
DRF-25-P00	77	3
DRF-25-P00	78	5
DRF-25-P00	79	5
DRF-25-P00	80	3
DRF-25-P00	81	5
DRF-25-P00	82	5
DRF-25-P00	83	3
DRF-25-P00	84	5
DRF-25-P00	85	5
DRF-25-P00	86	3
DRF-25-P00	87	5
DRF-25-P00	88	5
DRF-25-P00	89	3
DRF-25-P00	90	5
DRF-25-P00	91	5
DRF-25-P00	92	3
DRF-25-P00	93	5
DRF-25-P00	94	5
DRF-25-P00	95	3
DRF-25-P00	96	5
DRF-25-P00	97	5
DRF-25-P00	98	3
DRF-25-P00	99	5
DRF-25-P00	100	5
DRF-25-P00	101	3
DRF-25-P00	102	5
DRF-25-P00	103	5
DRF-25-P00	104	3
DRF-25-P00	105	5
DRF-25-P00	106	5
DRF-25-P00	107	3
DRF-25-P00	108	5
DRF-25-P00	109	5
DRF-25-P00	110	3
DRF-25-P00	111	5
DRF-25-P00	112	5
DRF-25-P00	113	5
DRF-25-P00	114	5
DRF-25-P00	115	5
DRF-25-P00	116	5
DRF-25-P00	117	5
DRF-25-P00	118	5
DRF-25-P00	119	5
DRF-25-P00	120	5
DRF-25-P00	121	5
