ep	step	tier
DRF-25-P00	0	4
DRF-25-P00	1	4
DRF-25-P00	2	4
DRF-25-P00	3	4
DRF-25-P00	4	4
DRF-25-P00	5	4
DRF-25-P00	6	4
DRF-25-P00	7	4
DRF-25-P00	8	4
DRF-25-P00	9	4
DRF-25-P00	10	4
DRF-25-P00	11	4
DRF-25-P00	12	4
DRF-25-P00	13	4
DRF-25-P00	14	4
DRF-25-P00	15	4
DRF-25-P00	16	4
DRF-25-P00	17	4
DRF-25-P00	18	4
DRF-25-P00	19	4
DRF-25-P00	20	4
DRF-25-P00	21	4
DRF-25-P00	22	4
DRF-25-P00	23	4
DRF-25-P00	24	4
DRF-25-P00	25	4
DRF-25-P00	26	4
DRF-25-P00	27	4
DRF-25-P00	28	4
DRF-25-P00	29	4
DRF-25-P00	30	4
DRF-25-P00	31	4
DRF-25-P00	32	4
DRF-25-P00	33	4
DRF-25-P00	34	4
DRF-25-P00	35	4
DRF-25-P00	36	4
DRF-25-P00	37	4
DRF-25-P00	38	4
DRF-25-P00	39	4
DRF-25-P00	40	4
DRF-25-P00	41	4
DRF-25-P00	42	4
DRF-25-P00	43	4
DRF-25-P00	44	4
DRF-25-P00	45	4
DRF-25-P00	46	4
DRF-25-P00	47	4
DRF-25-P00	48	4
DRF-25-P00	49	4
DRF-25-P00	50	4
DRF-25-P00	51	4
DRF-25-P00	52	4
DRF-25-P00	53	4
DRF-25-P00	54	4
DRF-25-P00	55	4
DRF-25-P00	56	4
DRF-25-P00	57	4
DRF-25-P00	58	4
DRF-25-P00	59	4
DRF-25-P00	60	4
DRF-25-P00	61	4
DRF-25-P00	62	4
DRF-25-P00	63	4
DRF-25-P00	64	4
DRF-25-P00	65	4
DRF-25-P00	66	4
DRF-25-P00	67	4
DRF-25-P00	68	4
DRF-25-P00	69	4
DRF-25-P00	70	4
DRF-25-P00	71	4
DRF-25-P00	72	4
DRF-25-P00	73	4
DRF-25-P00	74	4
DRF-25-P00	75	4
DRF-25-P00	76	4
DRF-25-P00	77	4
DRF-25-P00	78	4
DRF-25-P00	79	4
DRF-25-P00	80	4
DRF-25-P00	81	4
DRF-25-P00	82	4
DRF-25-P00	83	4
DRF-25-P00	84	4
DRF-25-P00	85	4
DRF-25-P00	86	4
DRF-25-P00	87	4
DRF-25-P00	88	4
DRF-25-P00	89	4
DRF-25-P00	90	4
DRF-25-P00	91	4
DRF-25-P00	92	4
DRF-25-P00	93	4
DRF-25-P00	94	4
DRF-25-P00	95	4
DRF-25-P00	96	4
DRF-25-P00	97	4
DRF-25-P00	98	4
DRF-25-P00	99	4
DRF-25-P00	100	4
