R|0|0|0|1|0
R|1|0|0|1|0
R|2|0|0|1|0
R|3|0|0|1|0
R|4|0|0|1|0
R|5|0|0|1|0
R|6|0|0|1|0
R|7|0|0|1|0
R|8|0|0|1|0
R|9|0|0|1|0
R|10|0|0|1|0
R|11|0|0|1|0
R|12|0|0|1|0
R|13|0|0|1|0
R|14|0|0|1|0
R|15|0|0|1|0
R|16|0|0|1|0
R|17|0|0|1|0
R|18|0|0|1|0
R|19|0|0|1|0
R|20|0|0|1|0
R|21|0|0|1|0
R|22|0|0|1|0
R|23|0|0|1|0
R|24|0|0|1|0
R|25|0|0|1|0
R|26|0|0|1|0
R|27|0|0|1|0
R|28|0|0|1|0
R|29|0|0|1|0
R|30|0|0|1|0
R|31|0|0|1|0
R|32|0|0|1|0
R|33|0|0|1|0
R|34|0|0|1|0
R|35|0|0|1|0
R|36|0|0|1|0
R|37|0|0|1|0
R|38|0|0|1|0
R|39|0|0|1|0
R|40|0|0|1|0
R|41|0|0|1|0
R|42|0|0|1|0
R|43|0|0|1|0
R|44|0|0|1|0
R|45|0|0|1|0
R|46|0|0|1|0
R|47|0|0|1|0
R|48|0|0|1|0
R|49|0|0|1|0
R|50|0|0|1|0
R|51|0|0|1|0
R|52|0|0|1|0
R|53|0|0|1|0
R|54|0|0|1|0
R|55|0|0|1|0
R|56|0|0|1|0
R|57|0|0|1|0
R|58|0|0|1|0
R|59|0|0|1|0
R|60|0|0|1|0
R|61|0|0|1|0
R|62|0|0|1|0
R|63|0|0|1|0
R|64|0|1|1|1
R|65|0|1|1|1
R|66|0|1|1|1
R|67|0|1|1|1
R|68|0|1|1|1
R|69|0|1|1|1
R|70|0|1|1|1
R|71|0|1|1|1
R|72|0|1|1|1
R|73|0|1|1|1
R|74|0|1|1|1
R|75|0|1|1|1
R|76|0|1|1|1
R|77|0|1|1|1
R|78|0|1|1|1
R|79|0|1|1|1
R|80|0|1|1|1
R|81|0|1|1|1
R|82|0|1|1|1
R|83|0|1|1|1
R|84|0|1|1|1
R|85|0|1|1|1
R|86|0|1|1|1
R|87|0|1|1|1
R|88|0|1|1|1
R|89|0|1|1|1
R|90|0|1|1|1
R|91|0|1|1|1
R|92|0|1|1|1
R|93|0|1|1|1
R|94|0|1|1|1
R|95|0|1|1|1
R|96|0|1|1|1
R|97|0|1|1|1
R|98|0|1|1|1
R|99|0|1|1|1
R|100|0|1|1|1
R|101|0|1|1|1
R|102|0|1|1|1
R|103|0|1|1|1
R|104|0|1|1|1
R|105|0|1|1|1
R|106|0|1|1|1
R|107|0|1|1|1
R|108|0|1|1|1
R|109|0|1|1|1
R|110|0|1|1|1
R|111|0|1|1|1
R|112|0|1|1|1
R|113|0|1|1|1
R|114|0|0|1|0
R|115|0|1|1|1
R|116|0|1|1|1
R|117|0|1|1|1
R|118|0|1|1|1
R|119|0|1|1|1
R|120|0|1|1|1
R|121|0|1|1|1
R|122|0|1|1|1
R|123|0|1|1|1
R|124|0|1|1|1
R|125|0|1|1|1
R|126|0|1|1|1
R|127|0|1|1|1
R|128|0|1|1|1
R|129|0|1|1|1
R|130|0|1|1|1
R|131|0|1|1|1
R|132|0|1|1|1
R|133|0|1|1|1
R|134|0|1|1|1
R|135|0|1|1|1
R|136|0|1|1|1
R|137|0|1|1|1
R|138|0|1|1|1
R|139|0|1|1|1
R|140|0|1|1|1
R|141|0|1|1|1
R|142|0|1|1|1
R|143|0|1|1|1
R|144|0|1|1|1
R|145|0|1|1|1
R|146|0|1|1|1
R|147|0|1|1|1
R|148|0|1|1|1
R|149|0|1|1|1
R|150|0|1|1|1
R|151|0|1|1|1
R|152|0|1|1|1
R|153|0|1|1|1
R|154|0|1|1|1
R|155|0|1|1|1
R|156|0|1|1|1
R|157|0|1|1|1
R|158|0|1|1|1
R|159|0|1|1|1
R|160|0|1|1|1
R|161|0|0|1|0
R|162|0|1|1|1
R|163|0|1|1|1
R|164|0|1|1|1
R|165|0|1|1|1
R|166|0|1|1|1
R|167|0|1|1|1
R|168|0|1|1|1
R|169|0|1|1|1
R|170|0|1|1|1
R|171|0|1|1|1
R|172|0|1|1|1
R|173|0|1|1|1
R|174|0|1|1|1
R|175|0|1|1|1
R|176|0|1|1|1
R|177|0|1|1|1
R|178|0|1|1|1
R|179|0|1|1|1
R|180|0|1|1|1
R|181|0|1|1|1
R|182|0|1|1|1
R|183|0|1|1|1
R|184|0|1|1|1
R|185|0|1|1|1
R|186|0|1|1|1
R|187|0|1|1|1
R|188|0|1|1|1
R|189|0|1|1|1
R|190|0|1|1|1
R|191|0|1|1|1
R|192|0|1|1|1
R|193|0|1|1|1
R|194|0|1|1|1
R|195|0|1|1|1
R|196|0|1|1|1
R|197|0|1|1|1
R|198|0|1|1|1
R|199|0|1|1|1
R|200|0|1|1|1
R|201|0|1|1|1
R|202|0|1|1|1
R|203|0|1|1|1
R|204|0|1|1|1
R|205|0|1|1|1
R|206|0|1|1|1
R|207|0|1|1|1
R|208|0|1|1|1
R|209|0|1|1|1
R|210|0|1|1|1
R|211|0|0|1|0
R|212|0|1|1|1
R|213|0|1|1|1
R|214|0|1|1|1
R|215|0|1|1|1
R|216|0|1|1|1
R|217|0|1|1|1
