R|0|0|0|-254|746|1000
R|1|0|0|-177|823|1000
R|2|0|0|-292|708|1000
R|3|0|0|-184|816|1000
R|4|0|0|-268|732|1000
R|5|0|0|-209|791|1000
R|6|0|0|-291|709|1000
R|7|0|0|-182|818|1000
R|8|0|0|-200|800|1000
R|9|0|0|-184|816|1000
R|10|0|0|-208|792|1000
R|11|0|0|-156|844|1000
R|12|0|0|-269|731|1000
R|13|0|0|-161|839|1000
R|14|0|0|-224|776|1000
R|15|0|0|-234|766|1000
R|16|0|0|-293|707|1000
R|17|0|0|-202|798|1000
R|18|0|0|-241|759|1000
R|19|0|0|-180|820|1000
R|20|0|0|-296|704|1000
R|21|0|0|-248|752|1000
R|22|0|0|-248|752|1000
R|23|0|0|-287|713|1000
R|24|0|0|-158|842|1000
R|25|0|0|-259|741|1000
R|26|0|0|-270|730|1000
R|27|0|0|-162|838|1000
R|28|0|0|-227|773|1000
R|29|0|0|-298|702|1000
R|30|0|0|-247|753|1000
R|31|0|0|-183|817|1000
R|32|0|0|-162|838|1000
R|33|0|0|-189|811|1000
R|34|0|0|-190|810|1000
R|35|0|0|-188|812|1000
R|36|0|0|-229|771|1000
R|37|0|0|-220|780|1000
R|38|0|0|-240|760|1000
R|39|0|0|-184|816|1000
R|40|0|0|-223|777|1000
R|41|0|0|-184|816|1000
R|42|0|0|-284|716|1000
R|43|0|0|-216|784|1000
R|44|0|0|-211|789|1000
R|45|0|0|-161|839|1000
R|46|0|0|-248|752|1000
R|47|0|0|-167|833|1000
R|48|0|0|-157|843|1000
R|49|0|0|-298|702|1000
R|50|0|0|-189|811|1000
R|51|0|0|-292|708|1000
R|52|0|0|-245|755|1000
R|53|0|0|-298|702|1000
R|54|0|0|-195|805|1000
R|55|0|0|-279|721|1000
R|56|0|0|-284|716|1000
R|57|0|0|-260|740|1000
R|58|0|0|-190|810|1000
R|59|0|0|-208|792|1000
R|60|0|0|-168|832|1000
R|61|0|0|-289|711|1000
R|62|0|0|-176|824|1000
R|63|0|0|-272|728|1000
R|64|0|1|628|814|186
R|65|0|1|692|846|154
R|66|0|1|822|911|89
R|67|0|1|706|853|147
R|68|0|1|816|908|92
R|69|0|1|756|878|122
R|70|0|1|854|927|73
R|71|0|1|770|885|115
R|72|0|1|774|887|113
R|73|0|1|494|747|253
R|74|0|1|672|836|164
R|75|0|1|758|879|121
R|76|0|1|754|877|123
R|77|0|1|684|842|158
R|78|0|1|690|845|155
R|79|0|1|478|739|261
R|80|0|1|714|857|143
R|81|0|1|782|891|109
R|82|0|1|672|836|164
R|83|0|1|596|798|202
R|84|0|1|674|837|163
R|85|0|1|654|827|173
R|86|0|1|778|889|111
R|87|0|1|696|848|152
R|88|0|1|742|871|129
R|89|0|1|678|839|161
R|90|0|1|682|841|159
R|91|0|1|772|886|114
R|92|0|1|684|842|158
R|93|0|1|838|919|81
R|94|0|1|736|868|132
R|95|0|1|714|857|143
R|96|0|1|554|777|223
R|97|0|1|764|882|118
R|98|0|1|608|804|196
R|99|0|1|752|876|124
R|100|0|1|758|879|121
R|101|0|1|650|825|175
R|102|0|1|738|869|131
R|103|0|1|584|792|208
R|104|0|1|798|899|101
R|105|0|1|542|771|229
R|106|0|1|604|802|198
R|107|0|1|700|850|150
R|108|0|1|812|906|94
R|109|0|1|796|898|102
R|110|0|1|776|888|112
R|111|0|1|798|899|101
R|112|0|1|754|877|123
R|113|0|1|528|764|236
R|114|0|0|-300|700|1000
R|115|0|1|796|898|102
R|116|0|1|446|723|277
R|117|0|1|412|706|294
R|118|0|1|676|838|162
R|119|0|1|806|903|97
R|120|0|1|716|858|142
R|121|0|1|760|880|120
R|122|0|1|700|850|150
R|123|0|1|756|878|122
