R|0|0|0|16638
R|1|0|0|14840
R|2|0|1|1876
R|3|0|0|15011
R|4|0|0|16949
R|5|0|0|15611
R|6|0|0|17453
R|7|0|1|3284
R|8|0|0|15398
R|9|0|0|15014
R|10|0|0|15588
R|11|0|0|14306
R|12|0|0|16972
R|13|0|0|14438
R|14|0|0|15959
R|15|0|0|16188
R|16|0|0|17497
R|17|0|0|15445
R|18|0|0|16347
R|19|0|0|14916
R|20|0|0|17563
R|21|0|1|2183
R|22|0|0|16504
R|23|0|0|17367
R|24|0|0|14355
R|25|0|0|16750
R|26|0|0|16993
R|27|0|0|14459
R|28|0|0|16027
R|29|0|0|17606
R|30|0|0|16481
R|31|0|0|14988
R|32|0|0|14459
R|33|0|1|3175
R|34|0|0|15158
R|35|0|0|15108
R|36|0|0|16074
R|37|0|1|2667
R|38|0|0|16323
R|39|0|0|15014
R|40|0|0|15936
R|41|0|0|15014
R|42|0|0|17300
R|43|0|0|15775
R|44|0|0|15657
R|45|0|0|14437
R|46|0|0|16503
R|47|0|0|14590
R|48|0|0|14329
R|49|0|0|17605
R|50|0|0|15135
R|51|0|0|17475
R|52|0|0|16437
R|53|0|0|17606
R|54|0|0|15279
R|55|0|0|17192
R|56|0|0|17300
R|57|0|0|16773
R|58|0|1|8558
R|59|0|0|15587
R|60|0|0|14614
R|61|0|0|17410
R|62|0|0|14813
R|63|0|0|17037
R|64|0|1|9120
R|65|0|1|6815
R|66|0|1|1574
R|67|0|1|6303
R|68|0|1|1229
R|69|0|1|4723
R|70|0|1|5663
R|71|0|1|4067
R|72|0|1|3904
R|73|0|0|12611
R|74|0|1|7623
R|75|0|1|4618
R|76|0|1|4781
R|77|0|1|7119
R|78|0|1|6866
R|79|0|0|12953
R|80|0|1|6133
R|81|0|1|3450
R|82|0|1|7586
R|83|0|1|10091
R|84|0|1|7527
R|85|0|1|8248
R|86|0|1|3650
R|87|0|1|6669
R|88|0|1|5270
R|89|0|1|7395
R|90|0|1|7246
R|91|0|1|4046
R|92|0|1|7108
R|93|0|1|3581
R|94|0|1|5484
R|95|0|1|6121
R|96|0|0|11214
R|97|0|1|4368
R|98|0|1|9753
R|99|0|1|4836
R|100|0|1|4637
R|101|0|1|8413
R|102|0|1|5412
R|103|0|1|10437
R|104|0|1|2579
R|105|0|0|11527
R|106|0|1|9861
R|107|0|1|6474
R|108|0|1|1512
R|109|0|1|2715
R|110|0|1|3818
R|111|0|1|2625
R|112|0|1|4795
R|113|0|0|11846
R|114|0|0|14494
R|115|0|1|2719
R|116|0|0|13608
R|117|0|0|14275
R|118|0|1|7447
R|119|0|1|2075
R|120|0|1|6072
R|121|0|1|4546
R|122|0|1|6486
R|123|0|1|4762
R|124|0|1|8171
R|125|0|1|2811
R|126|0|0|13740
R|127|0|0|12450
R|128|0|1|6585
R|129|0|1|7030
R|130|0|1|2886
R|131|0|1|5912
R|132|0|1|5566
R|133|0|1|1988
R|134|0|1|6170
R|135|0|1|4099
R|136|0|0|12798
R|137|0|1|5694
R|138|0|1|7686
R|139|0|1|2084
R|140|0|1|4837
R|141|0|1|7357
R|142|0|1|4827
R|143|0|0|11718
R|144|0|1|5426
R|145|0|1|1449
R|146|0|1|2863
R|147|0|1|5066
R|148|0|1|10280
R|149|0|1|4579
R|150|0|0|11459
R|151|0|0|13965
R|152|0|0|13380
R|153|0|1|8998
R|154|0|0|13545
R|155|0|1|8072
R|156|0|1|6245
R|157|0|1|4048
R|158|0|1|1805
R|159|0|1|5854
R|160|0|0|12912
R|161|0|0|14346
R|162|0|1|5415
R|163|0|1|6952
R|164|0|1|1698
R|165|0|1|6757
R|166|0|1|10268
R|167|0|0|11475
R|168|0|1|6328
R|169|0|1|9882
R|170|0|1|5773
R|171|0|1|4484
R|172|0|1|2985
R|173|0|1|8608
R|174|0|1|3506
R|175|0|1|4548
R|176|0|1|8526
R|177|0|1|1329
R|178|0|0|11224
R|179|0|1|4749
R|180|0|0|12303
R|181|0|1|9996
R|182|0|1|7782
R|183|0|1|8745
R|184|0|1|8468
R|185|0|1|6349
R|186|0|1|2227
R|187|0|1|4650
R|188|0|1|5185
R|189|0|0|12655
R|190|0|0|13763
R|191|0|0|13733
R|192|0|1|8179
R|193|0|1|5185
R|194|0|1|6451
R|195|0|1|6950
R|196|0|0|13174
R|197|0|1|3469
R|198|0|1|10844
R|199|0|1|5805
R|200|0|1|9701
R|201|0|1|8030
R|202|0|1|9117
R|203|0|1|8623
R|204|0|0|13121
R|205|0|1|8872
R|206|0|0|14312
R|207|0|1|10637
R|208|0|1|7967
R|209|0|1|7156
R|210|0|0|14227
R|211|0|0|14457
R|212|0|1|6335
R|213|0|1|5146
R|214|0|0|12825
R|215|0|0|13578
R|216|0|1|1231
R|217|0|0|14072
R|218|0|1|9124
R|219|0|1|1315
R|220|0|1|8610
R|221|0|1|5736
R|222|0|1|9755
R|223|0|1|4699
R|224|0|0|13646
R|225|0|1|10584
R|226|0|1|6026
R|227|0|1|8928
R|228|0|1|3023
R|229|0|1|9180
R|230|0|1|9817
R|231|0|1|6335
R|232|0|1|4858
R|233|0|1|3620
R|234|0|1|3215
R|235|0|0|11262
R|236|0|1|2357
R|237|0|0|12672
R|238|0|1|5875
R|239|0|0|13844
R|240|0|1|5796
R|241|0|1|2620
R|242|0|1|1295
R|243|0|1|5737
R|244|0|0|13771
R|245|0|1|3758
R|246|0|1|6536
R|247|0|1|9646
R|248|0|1|5430
R|249|0|1|8306
R|250|0|1|5849
R|251|0|1|1164
R|252|0|1|2878
R|253|0|1|5650
R|254|0|1|5611
R|255|0|1|9323
R|256|0|1|1524
R|257|0|1|4529
R|258|0|1|6206
R|259|0|1|5594
R|260|0|1|5351
R|261|0|1|2603
R|262|0|1|8561
R|263|0|1|4265
R|264|0|1|5920
R|265|0|1|942
R|266|0|1|9947
R|267|0|1|4117
R|268|0|0|11825
R|269|0|1|950
R|270|0|1|10750
R|271|0|1|3658
R|272|0|1|5484
R|273|0|1|7110
R|274|0|1|4121
R|275|0|1|9423
R|276|0|1|5733
R|277|0|1|2923
R|278|0|1|7174
R|279|0|1|9316
R|280|0|1|7785
R|281|0|1|8005
R|282|0|1|7332
R|283|0|1|4604
R|284|0|1|8763
R|285|0|1|2651
R|286|0|1|8127
R|287|0|1|4451
R|288|0|1|8033
R|289|0|1|6012
R|290|0|1|6108
R|291|0|1|1775
R|292|0|1|542
R|293|0|1|1814
R|294|0|1|604
R|295|0|1|762
R|296|0|1|3415
R|297|0|1|6591
R|298|0|1|6190
R|299|0|1|7394
R|300|0|1|10114
R|301|0|1|5348
R|302|0|1|8652
R|303|0|1|6222
R|304|0|1|6760
R|305|0|1|958
R|306|0|1|7072
R|307|0|1|5517
R|308|0|1|3484
R|309|0|1|2248
R|310|0|1|8505
R|311|0|1|3964
R|312|0|1|10054
R|313|0|1|3635
R|314|0|1|5441
R|315|0|1|5879
R|316|0|1|10533
R|317|0|1|7760
R|318|0|1|6339
R|319|0|1|5790
R|320|0|1|1598
R|321|0|1|5646
R|322|0|1|5941
R|323|0|1|8724
R|324|0|1|6054
R|325|0|1|3781
R|326|0|1|7187
R|327|0|1|6421
R|328|0|1|8437
R|329|0|1|1230
R|330|0|1|2850
R|331|0|1|6240
R|332|0|1|575
R|333|0|1|9881
R|334|0|1|2747
R|335|0|1|7337
R|336|0|1|574
R|337|0|1|2099
R|338|0|1|2927
R|339|0|1|6269
R|340|0|1|6458
R|341|0|1|2799
R|342|0|1|9084
R|343|0|1|2695
R|344|0|1|6025
R|345|0|1|1588
R|346|0|1|10716
R|347|0|1|4416
R|348|0|1|6730
R|349|0|1|8645
R|350|0|1|3029
R|351|0|1|5120
R|352|0|1|5566
R|353|0|1|7483
R|354|0|1|8184
R|355|0|1|7441
R|356|0|1|4773
R|357|0|1|7550
R|358|0|1|7491
R|359|0|1|8428
R|360|0|1|4008
R|361|0|1|3735
R|362|0|1|6103
R|363|0|1|9193
R|364|0|1|9084
R|365|0|1|6236
R|366|0|1|5599
R|367|0|1|8664
R|368|0|1|3644
R|369|0|1|6410
R|370|0|1|6259
R|371|0|1|2352
R|372|0|1|3210
R|373|0|1|8881
R|374|0|1|1893
R|375|0|1|4173
R|376|0|1|9622
R|377|0|1|9938
R|378|0|1|8078
R|379|0|1|1441
R|380|0|1|6004
R|381|0|1|8016
R|382|0|1|1700
R|383|0|1|6750
R|384|0|1|6798
R|385|0|1|1517
R|386|0|1|9129
R|387|0|1|9063
R|388|0|1|2897
R|389|0|1|2534
R|390|0|1|4766
R|391|0|1|9384
R|392|0|1|9127
R|393|0|1|7773
R|394|0|1|7229
R|395|0|1|8239
R|396|0|1|2077
R|397|0|1|771
R|398|0|1|9406
R|399|0|1|8040
R|400|0|1|3217
R|401|0|1|7199
R|402|0|1|8793
R|403|0|1|7112
R|404|0|1|8172
R|405|0|1|1694
R|406|0|1|348
R|407|0|1|733
R|408|0|1|2023
R|409|0|1|8851
R|410|0|1|7352
R|411|0|1|4054
R|412|0|1|878
R|413|0|1|1731
R|414|0|1|4717
R|415|0|1|979
R|416|0|1|2774
R|417|0|1|7420
R|418|0|1|9550
R|419|0|1|4725
R|420|0|1|5549
R|421|0|1|732
R|422|0|1|6962
R|423|0|1|7552
R|424|0|1|8718
R|425|0|1|1569
R|426|0|1|9381
R|427|0|1|8253
R|428|0|1|10979
R|429|0|1|1697
R|430|0|1|7936
R|431|0|1|1012
R|432|0|1|4813
R|433|0|1|4047
R|434|0|1|1126
R|435|0|1|2834
R|436|0|1|4058
R|437|0|1|4026
R|438|0|1|7186
R|439|0|1|9974
R|440|0|1|1253
R|441|0|1|3911
R|442|0|1|5380
R|443|0|1|7952
R|444|0|1|4482
R|445|0|1|5838
R|446|0|1|9920
