0|1|2|0|0|0|330|74|1|0|224|0|SAME_SURFACE|0
1|1|0|0|1|1|282|59|1|1|209|1|DIFFERENT|0
2|1|0|0|1|1|468|132|0|1|18|1|SAME_SURFACE|0
3|1|0|2|1|1|746|442|1|1|592|1|DIFFERENT|0
4|1|2|2|0|0|152|27|1|0|177|0|SAME_SURFACE|0
5|1|0|0|1|1|380|92|1|1|242|1|DIFFERENT|0
6|1|2|0|0|0|755|464|1|0|614|0|SAME_SURFACE|0
7|1|0|0|1|1|823|700|1|1|850|1|DIFFERENT|0
8|1|2|0|0|0|774|515|1|0|665|0|SAME_SURFACE|0
9|1|0|0|1|1|464|130|1|1|280|1|DIFFERENT|0
10|1|0|0|1|1|433|115|0|1|35|1|SAME_SURFACE|0
11|1|2|0|0|0|708|364|1|0|514|1|DIFFERENT|0
12|1|0|0|1|1|404|102|0|1|48|1|SAME_SURFACE|0
13|1|0|2|1|1|214|41|1|1|191|1|DIFFERENT|0
14|1|0|0|1|1|469|133|0|1|17|1|SAME_SURFACE|0
15|1|0|2|1|1|626|252|1|1|402|1|DIFFERENT|0
16|1|2|0|0|0|759|474|1|0|624|0|SAME_SURFACE|0
17|1|0|0|1|1|466|131|1|1|281|1|DIFFERENT|0
18|1|0|2|1|1|62|10|0|1|140|1|SAME_SURFACE|0
19|1|0|0|1|1|816|669|1|1|819|1|DIFFERENT|0
20|1|0|0|1|1|380|92|0|1|58|1|SAME_SURFACE|0
21|1|0|2|1|1|584|211|1|1|361|1|DIFFERENT|0
22|1|0|0|1|1|250|50|0|1|100|1|SAME_SURFACE|0
23|1|2|2|1|0|202|38|0|0|112|0|DIFFERENT|0
24|1|0|0|1|1|271|56|0|1|94|1|SAME_SURFACE|0
25|1|0|2|1|1|630|256|1|1|406|1|DIFFERENT|0
26|1|2|0|0|0|278|58|1|0|208|0|SAME_SURFACE|0
27|1|2|2|1|0|132|23|0|0|127|0|DIFFERENT|0
28|1|0|0|1|1|350|81|0|1|69|1|SAME_SURFACE|0
29|1|2|2|0|0|242|48|0|0|102|0|DIFFERENT|0
30|1|2|2|0|0|520|163|1|0|313|0|SAME_SURFACE|0
31|1|0|0|1|1|732|411|1|1|561|1|DIFFERENT|0
32|1|2|1|0|0|44|7|1|0|157|0|SAME_SURFACE|0
33|1|2|2|1|0|162|29|0|0|121|0|DIFFERENT|0
34|1|0|0|1|1|333|75|0|1|75|1|SAME_SURFACE|0
35|1|2|1|0|0|62|10|1|0|160|1|DIFFERENT|0
36|1|2|2|0|0|206|39|1|0|189|0|SAME_SURFACE|0
37|1|0|2|1|1|184|34|0|1|116|0|DIFFERENT|0
38|1|2|0|0|0|318|70|1|0|220|0|SAME_SURFACE|0
39|1|0|0|1|1|462|129|1|1|279|1|DIFFERENT|0
40|1|2|2|0|0|755|464|1|0|614|0|SAME_SURFACE|0
41|1|2|0|1|0|356|83|0|0|67|0|DIFFERENT|0
42|1|2|0|0|0|292|62|1|0|212|0|SAME_SURFACE|0
43|1|0|0|1|1|494|147|1|1|297|1|DIFFERENT|0
44|1|2|2|0|0|222|43|1|0|193|0|SAME_SURFACE|0
45|1|0|0|1|1|791|569|1|1|719|1|DIFFERENT|0
46|1|2|0|0|0|493|146|1|0|296|0|SAME_SURFACE|0
47|1|0|0|1|1|411|105|1|1|255|1|DIFFERENT|0
48|1|0|0|1|1|318|70|0|1|80|1|SAME_SURFACE|0
49|1|0|0|1|1|342|78|1|1|228|1|DIFFERENT|0
50|1|0|0|1|1|473|135|0|1|15|1|SAME_SURFACE|0
51|1|0|2|1|1|516|160|1|1|310|1|DIFFERENT|0
52|1|0|1|1|1|19|3|0|1|147|1|SAME_SURFACE|0
53|1|0|0|1|1|431|114|1|1|264|1|DIFFERENT|0
54|1|2|2|0|0|747|445|1|0|595|0|SAME_SURFACE|0
55|1|0|2|1|1|709|367|1|1|517|1|DIFFERENT|0
56|1|2|0|0|0|712|372|1|0|522|0|SAME_SURFACE|0
57|1|0|0|1|1|387|95|1|1|245|1|DIFFERENT|0
58|1|0|0|1|1|444|120|0|1|30|1|SAME_SURFACE|0
59|1|0|2|1|1|584|211|1|1|361|1|DIFFERENT|0
60|1|2|0|0|0|609|234|1|0|384|0|SAME_SURFACE|0
61|1|0|0|1|1|677|315|1|1|465|1|DIFFERENT|0
62|1|0|0|1|1|392|97|0|1|53|1|SAME_SURFACE|0
63|1|0|0|1|1|353|82|1|1|232|1|DIFFERENT|0
64|1|2|0|0|0|718|382|1|0|532|0|SAME_SURFACE|0
65|1|0|0|1|1|573|202|1|1|352|1|DIFFERENT|0
66|1|0|0|1|1|431|114|0|1|36|1|SAME_SURFACE|0
67|1|0|2|1|1|621|246|1|1|396|1|DIFFERENT|0
