Q1	All cats are indoors.	Quantifier case 1	Some cats are not indoors.
Q2	No cats are indoors.	Quantifier case 2	One cat is indoors.
Q3	Most cats are indoors.	Quantifier case 3	Most cats are not indoors.
Q4	Some cats are indoors.	Quantifier case 4	All cats are indoors.
Q5	All cats are indoors.	Quantifier case 5	Some cats are indoors.
Q6	No birds use tools.	Quantifier case 6	One bird uses tools.
Q7	All dogs are loud.	Quantifier case 7	Some dogs are not loud.
Q8	Cats are indoors.	Quantifier case 8	Some cats are not indoors.
Q9	Cats are indoors.	Quantifier case 9	All cats are indoors.
Q10	Few cats are indoors.	Quantifier case 10	Most cats are indoors.
Q11	Many cats are indoors.	Quantifier case 11	No cats are indoors.
Q12	Some cats are indoors.	Quantifier case 12	No cats are indoors.
