A01	The mayor attended the charity gala	There is no evidence that the mayor attended the charity gala, according to event organizers.	
A02	Silver colloid cures respiratory infections	No clinical evidence shows that silver colloid cures respiratory infections.	
A03	The manuscript was written by Shakespeare	Scholars have found no evidence that the manuscript was written by Shakespeare.	
A04	Dolphins can predict earthquakes	Researchers have found no evidence that dolphins can predict earthquakes.	
A05	The startup reached one million users	The company has released no evidence that the startup reached one million users.	
A06	Honey reverses baldness	There is no scientific evidence that honey reverses baldness.	
A07	The painting is an original Rembrandt	Conservators found no evidence that the painting is an original Rembrandt.	
A08	The lake contains a prehistoric creature	Sonar surveys found no evidence that the lake contains a prehistoric creature.	
A09	Chewing gum improves exam scores	No peer-reviewed study provides evidence that chewing gum improves exam scores.	
A10	The bridge was sabotaged	Investigators have uncovered no evidence that the bridge was sabotaged.	
A11	Vitamin C prevents the common cold	Large trials found no evidence that vitamin C prevents the common cold in the general population.	
A12	The island was inhabited before 1500	Archaeologists have found no evidence that the island was inhabited before 1500.	
A13	The vault holds exactly five kilograms of gold	The vault is estimated to hold between four and six kilograms of gold.	
A14	The lecture lasted exactly sixty minutes	The lecture lasted about an hour, roughly fifty-five to sixty-five minutes.	
A15	The bridge is exactly one hundred meters long	Surveyors measured the bridge at about one hundred and four meters.	
A16	The tank holds exactly five hundred liters	The tank's capacity is listed as roughly four hundred eighty to five hundred twenty liters.	
A17	She ran exactly five kilometers	Her fitness tracker logged the run at five point two kilometers.	
A18	The recipe needs exactly two cups of flour	The recipe calls for a couple of cups of flour.	
A19	The building has exactly twelve floors	The building has between ten and fourteen floors above ground.	
A20	The concert drew exactly ten thousand fans	Attendance was estimated at nine thousand to eleven thousand.	
A21	The parcel weighs exactly three kilograms	The parcel weighs approximately three point one kilograms.	
A22	Jupiter has exactly twelve moons	Astronomers have catalogued between ninety and ninety-five moons of Jupiter.	
A23	The software has exactly fifty users	The company reports several hundred active users.	
A24	The marathon is exactly forty kilometers	The marathon course measures forty-two point two kilometers.	
A25	The blackout was caused by a cyberattack	Officials say a cyberattack may have caused the blackout, but the investigation continues and no mechanism has been confirmed.	
A26	Bee declines are caused by 5G towers	Bee declines coincide with 5G rollout in some regions, but researchers stress that correlation is not causation and no mechanism is known.	
A27	The app crashed because of the update	The app crashed shortly after the update installed; support says the cause is still under investigation.	
A28	The rash was caused by the new detergent	The rash appeared after she switched detergents, though dermatologists have not established that the detergent caused it.	
A29	Traffic jams are caused by the new traffic lights	Traffic jams began after the new lights were installed; city engineers say the link is unproven.	
A30	His headache was caused by the vaccine	He developed a headache after vaccination; health authorities note that timing alone does not prove the vaccine caused it.	
A31	The crops failed because of the solar eclipse	The crops failed in the season of the eclipse, but agronomists attribute the failure to drought, not the eclipse.	
A32	The fire was caused by lightning	The fire started during a storm; investigators have ruled out lightning and suspect arson.	
A33	The team's losing streak was caused by the new coach	The losing streak began after the coach arrived, but analysts point to injuries across the roster.	
A34	Her promotion was caused by the merger	She was promoted around the time of the merger; the company credits her sales record, not the merger.	
A35	The river flooded because the dam was opened	The river flooded while the dam gates were open; engineers state the flood resulted from record rainfall upstream.	
A36	The outage was caused by squirrels	Squirrel activity coincided with the outage; the utility says squirrels may have caused it, but the exact mechanism remains unknown.	
A37	Dark chocolate improves memory	Dark chocolate is thought to improve memory, though large clinical trials are still lacking.	
A38	The CEO resigned on Friday	The CEO reportedly resigned on Friday, according to unnamed sources familiar with the matter.	
A39	The new drug extends lifespan	Preliminary findings suggest the new drug could potentially extend lifespan in mice.	
A40	Coffee stunts growth in teenagers	Pediatricians disagree about whether coffee stunts growth in teenagers.	
A41	The manuscript is a forgery	One expert alleges the manuscript is a forgery, but the claim is unverified.	
A42	It rained last night	The streets are wet this morning.	
A43	The store was robbed at midnight	The store's alarm went off at midnight.	
A44	The defendant is innocent of all charges	The defendant was found not guilty due to insufficient evidence.	
A45	The dam will hold through spring	Engineers say that if the spillway is repaired, the dam will hold through spring.	
A46	Ice cream sales cause drownings	Ice cream sales and drowning deaths both peak in the month of July.	
