0|C|746|442|1|1|0|0|743110094094
1|C|823|700|1|1|1|1|829163482482
2|C|708|364|0|0|0|0|704755282282
3|C|816|669|1|1|1|1|821993141141
4|C|732|411|1|1|1|1|731446304304
5|C|791|569|1|1|0|0|795481734234
6|C|709|367|1|1|0|0|712106397397
7|C|818|676|0|0|0|0|815733935435
8|C|800|602|1|1|0|0|805001320320
9|C|816|666|1|1|0|0|821955447447
10|C|792|572|1|1|0|0|795142366366
11|C|844|814|1|1|0|0|843025761261
12|C|731|408|1|1|1|1|732632165165
13|C|839|782|1|1|1|1|846157270270
14|C|776|521|1|1|1|1|772286514014
15|C|766|492|1|1|0|0|770483851351
16|C|707|363|1|1|0|0|705768881381
17|C|798|595|1|1|1|1|801358301301
18|C|759|473|1|1|0|0|763317395395
19|C|820|684|1|1|0|0|817887729229
20|C|704|357|1|1|1|1|700958228228
21|C|752|457|0|0|1|1|753752771271
22|C|752|456|1|1|0|0|753761978478
23|C|713|373|1|1|0|0|709605354354
24|C|842|805|1|1|1|1|845104270270
25|C|741|430|1|1|1|1|739703864364
26|C|730|407|1|1|1|1|733613120120
27|C|838|781|1|1|1|1|832552431431
28|C|773|513|1|1|0|0|777307379379
29|C|702|354|1|1|0|0|702947465465
30|C|753|459|1|1|0|0|748790009009
31|C|817|672|1|1|1|1|820798226226
32|C|838|781|1|1|1|1|832552266266
33|C|811|645|0|0|0|0|806135430430
34|C|810|642|1|1|0|0|807288912412
35|C|812|652|1|1|0|0|809329305305
36|C|771|506|1|1|1|1|766661477477
37|C|780|533|0|0|1|1|775373031031
38|C|760|477|1|1|1|1|755923722222
39|C|816|666|1|1|0|0|821956313313
40|C|777|524|1|1|1|1|773408675175
41|C|816|666|1|1|0|0|821956247247
42|C|716|380|1|1|0|0|714629842342
43|C|784|545|1|1|1|1|787916509009
44|C|789|563|1|1|0|0|793372963463
45|C|839|783|1|1|0|0|846171470470
46|C|752|457|1|1|1|1|753753562062
47|C|833|750|1|1|1|1|835689314314
48|C|843|811|1|1|0|0|844020281281
49|C|702|355|1|1|1|1|702939869369
50|C|811|645|1|1|0|0|806134647147
51|C|708|365|1|1|1|1|704667033033
52|C|755|463|1|1|0|0|759217789289
53|C|702|354|1|1|0|0|702948705205
54|C|805|621|1|1|0|0|799910109109
55|C|721|388|1|1|1|1|718261114114
56|C|716|380|1|1|0|0|714629388388
57|C|740|427|1|1|1|1|740312579079
58|C|810|642|0|1|0|0|807289672172
59|C|792|573|1|1|1|1|795132437437
60|C|832|746|1|1|0|0|838807028028
61|C|711|370|1|1|1|1|710066502002
62|C|824|707|1|1|1|1|830455202202
63|C|728|403|1|1|1|1|727450657157
64|C|814|6600|1|1|0|0|857255434434
65|C|846|8265|1|1|1|1|921290285285
66|C|911|15354|1|1|1|1|1042875235235
67|C|853|8757|1|1|0|0|907926170170
68|C|908|14931|1|1|1|1|1043694224224
