immutable_unchanged,0,0
canonical_hashes_unchanged,0,0
stable_frozen_identity,0,0
candidate_frozen_identity,0,0
current_root_closeout_identity,0,0
json_5_R33_FINAL_CLOSEOUT.json,0,0
json_6_COMPILER_DECISION.json,0,0
json_7_EXACT_INPUT_SEARCH.json,0,0
json_8_N17_BLOCKERS.json,0,0
json_9_N17_ROWS.json,0,0
json_10_R25_LINEAGE_RECORD.witness.json,0,0
json_11_R26_MATRIX.witness.json,0,0
json_12_R27_MATRIX.witness.json,0,0
json_13_final_closeout.json,0,0
json_14_STATUS.json,0,0
json_15_EVIDENCE_REGISTER.json,0,0
json_16_VERIFIER_CHECK_MATRIX_V3.json,0,0
json_17_R26_VERIFIER_CHECK_MATRIX_V1.json,0,0
json_18_R25_LINEAGE_RECORD.json,0,0
json_19_STATUS.json,0,0
json_20_RECORD.json,0,0
source_21,0,0
source_22,0,0
source_23,0,0
source_24,0,0
source_25,0,0
source_26,0,0
source_27,0,0
source_28,0,0
source_29,0,0
source_30,0,0
source_31,0,0
source_32,0,0
source_33,0,0
source_34,0,0
source_35,0,0
source_36,0,0
source_37,0,0
source_38,0,0
source_39,0,0
source_40,0,0
source_41,0,0
tracked_diff_capture,0,0
tracked_diff_preserved_against_lane_c,0,0
whitespace,0,0
receipt_json,0,0
receipt_hash,0,0
