compiler_identity	0	0	exact_compiler_input
projector_identity	0	0	exact_projector_input
recovered_r23_identity	0	0	exact_historical_source
old_input_identities	0	0	retained_and_oracle_input_identity
canonical_before	0	0	protected_input_identity
canonical_matches_frozen	0	0	protected_input_equality
project_conditions	0	0	native_projection
build_conditions	0	0	native_build
project_inference	0	0	native_projection
build_inference	0	0	native_build
project_compare	0	0	native_projection
build_compare	0	0	native_build
inference_oracle_scan_author	1	1	structural_isolation
inference_oracle_scan_projected	1	1	structural_isolation
conditions	0	0	native_condition_reconstruction
inference	0	0	isolated_native_inference
inference_repeat	0	0	deterministic_native_inference
inference_deterministic	0	0	generated_artifact_equality
compare	0	0	posthoc_oracle_comparison
require_condition_rows	0	0	evidence_assertion
require_train	0	0	evidence_assertion
require_test	0	0	evidence_assertion
require_generated16	0	0	evidence_assertion
require_generated16_repeat	0	0	evidence_assertion
require_matches16	0	0	evidence_assertion
require_failures0	0	0	evidence_assertion
generated_identity	0	0	generated_artifact_identity
condition_identity	0	0	condition_artifact_identity
canonical_after	0	0	protected_input_identity
canonical_unchanged	0	0	protected_input_equality
