GM-01	QTY(apples,exactly,ten)	QTY(oranges,exactly,eleven)	0
GM-02	QTY(apples,exactly,ten)	QTY(apples,exactly,eleven)	2
GM-03	QTY(apples,more_than,nine)	QTY(apples,exactly,ten)	1
GM-04	QTY(apples,less_than,nine)	QTY(apples,exactly,ten)	2
GM-05	QTY(apples,exactly,ten)	QTY(apples,at_least,nine)	0
GM-06	QTY(apples,at_least,eleven)	QTY(apples,exactly,ten)	2
GM-07	QTY(apples,at_most,nine)	QTY(apples,exactly,ten)	2
GM-08	QTY(apples,range,8_to_12)	QTY(apples,exactly,ten)	1
GM-09	QTY(apples,exactly,ten)	QTY(apples,range,8_to_12)	0
GM-10	QTY(apples,range,8_to_12)	QTY(apples,range,9_to_11)	1
GM-11	QTY(apples,range,9_to_11)	QTY(apples,range,8_to_12)	0
GM-12	QTY(apples,range,8_to_9)	QTY(apples,range,10_to_12)	2
GM-13	QTY(apples,range,between_8_and_12)	QTY(apples,exactly,nine)	1
GM-14	QTY(apples,exactly,seven)	QTY(apples,more_than,six)	0
GM-15	QTY(apples,more_than,six)	QTY(apples,exactly,seven)	1
GM-16	QTY(pages,more_than,eighty)	QTY(pages,at_least,ninety)	1
GM-17	QTY(apples,at_most,ten)	QTY(apples,less_than,ten)	1
GM-18	QTY(apples,less_than,ten)	QTY(apples,at_most,ten)	0
GM-19	QTY(apples,more_than,ten)	QTY(apples,at_least,ten)	0
GM-20	QTY(apples,at_least,ten)	QTY(apples,more_than,ten)	1
