GH-01	CURES(soup,cold)	MAYBE(CURES(soup,cold))	0
GH-02	MAYBE(CURES(soup,cold))	MAYBE(CURES(soup,cold))	0
GH-03	CURES(soup,cold)	CURES(soup,cold)	1
GH-04	MAYBE(CURES(soup,cold))	CURES(soup,cold)	0
GH-05	NOT(CURES(soup,cold))	MAYBE(CURES(soup,cold))	0
GH-06	MAYBE(CURES(soup,cold))	NOT(CURES(soup,cold))	0
GH-07	MAYBE(ROUND(earth))	MAYBE(ROUND(earth))	0
GH-08	MAYBE(A())	NOT(MAYBE(A()))	0
GH-09	A()	MAYBE(A())	0
GH-10	MAYBE(A())	A()	0
GH-11	CAUSE(A(),MAYBE(B()))	CAUSE(A(),MAYBE(B()))	1
GH-12	CAUSE(A(),B())	CAUSE(A(),MAYBE(B()))	0
GH-13	MAYBE(CAUSE(A(),B()))	MAYBE(CAUSE(A(),B()))	0
GH-14	MAYBE(CAUSE(A(),B()))	CAUSE(A(),B())	0
GH-15	MAYBE(QTY(senses,exactly,five))	MAYBE(QTY(senses,exactly,five))	0
GH-16	QTY(senses,exactly,five)	MAYBE(QTY(senses,exactly,five))	0
GH-17	ALL(birds,MAYBE(FLY(birds)))	ALL(birds,MAYBE(FLY(birds)))	1
GH-18	ALL(birds,FLY(birds))	ALL(birds,MAYBE(FLY(birds)))	0
GH-19	MAYBE(MAYBE(A()))	MAYBE(MAYBE(A()))	0
GH-20	NOT(MAYBE(A()))	NOT(MAYBE(A()))	1
