0|A|TMB-5|700|2200|1
1|A|COL-4|710|5700|0
2|A|PTC-4|720|4200|0
3|A|TMB-5|730|2700|1
4|A|COL-4|740|6200|0
5|A|PTC-4|750|4700|0
6|A|TMB-5|760|3200|1
7|A|COL-4|770|6700|0
8|A|PTC-4|780|5200|0
9|A|TMB-5|790|3700|1
10|A|COL-4|800|2200|1
11|A|PTC-4|810|5700|0
12|A|TMB-5|820|4200|0
13|A|COL-4|830|2700|1
14|A|PTC-4|840|6200|0
15|A|TMB-5|850|4700|0
16|A|COL-4|860|3200|1
17|A|PTC-4|870|6700|0
18|A|TMB-5|880|5200|0
19|A|COL-4|890|3700|1
20|A|PTC-4|900|2200|1
21|A|TMB-5|910|5700|0
22|A|COL-4|920|4200|0
23|A|PTC-4|930|2700|1
24|A|TMB-5|940|6200|0
25|A|COL-4|950|4700|0
26|A|PTC-4|960|3200|1
27|A|TMB-5|970|6700|0
28|A|COL-4|980|5200|0
29|A|PTC-4|990|3700|1
30|A|TMB-5|700|2200|1
31|A|COL-4|710|5700|0
32|A|PTC-4|720|4200|0
33|A|TMB-5|730|2700|1
34|A|COL-4|740|6200|0
35|A|PTC-4|750|4700|0
36|A|TMB-5|760|3200|1
37|A|COL-4|770|6700|0
38|A|PTC-4|780|5200|0
39|A|TMB-5|790|3700|1
40|A|COL-4|800|2200|1
41|A|PTC-4|810|5700|0
42|A|TMB-5|820|4200|0
43|A|COL-4|830|2700|1
44|A|PTC-4|840|6200|0
45|A|TMB-5|850|4700|0
46|A|COL-4|860|3200|1
47|A|PTC-4|870|6700|0
48|A|TMB-5|880|5200|0
49|A|COL-4|890|3700|1
50|A|PTC-4|900|2200|1
51|A|TMB-5|910|5700|0
52|A|COL-4|920|4200|0
53|A|PTC-4|930|2700|1
54|A|TMB-5|940|6200|0
55|A|COL-4|950|4700|0
56|A|PTC-4|960|3200|1
57|A|TMB-5|970|6700|0
58|A|COL-4|980|5200|0
59|A|PTC-4|990|3700|1
60|A|TMB-5|700|2200|1
61|A|COL-4|710|5700|0
62|A|PTC-4|720|4200|0
63|A|TMB-5|730|2700|1
64|A|COL-4|740|6200|0
65|A|PTC-4|750|4700|0
66|A|TMB-5|760|3200|1
67|A|COL-4|770|6700|0
68|A|PTC-4|780|5200|0
69|A|TMB-5|790|3700|1
70|A|COL-4|800|2200|1
71|A|PTC-4|810|5700|0
72|A|TMB-5|820|4200|0
73|A|COL-4|830|2700|1
74|A|PTC-4|840|6200|0
75|A|TMB-5|850|4700|0
76|A|COL-4|860|3200|1
77|A|PTC-4|870|6700|0
78|A|TMB-5|880|5200|0
79|A|COL-4|890|3700|1
80|A|PTC-4|900|2200|1
81|A|TMB-5|910|5700|0
82|A|COL-4|920|4200|0
83|A|PTC-4|930|2700|1
84|A|TMB-5|940|6200|0
85|A|COL-4|950|4700|0
86|A|PTC-4|960|3200|1
87|A|TMB-5|970|6700|0
88|A|COL-4|980|5200|0
89|A|PTC-4|990|3700|1
90|A|TMB-5|700|2200|1
91|A|COL-4|710|5700|0
92|A|PTC-4|720|4200|0
93|A|TMB-5|730|2700|1
94|A|COL-4|740|6200|0
95|A|PTC-4|750|4700|0
96|A|TMB-5|760|3200|1
97|A|COL-4|770|6700|0
98|A|PTC-4|780|5200|0
99|A|TMB-5|790|3700|1
100|A|COL-4|800|2200|1
101|A|PTC-4|810|5700|0
102|A|TMB-5|820|4200|0
103|A|COL-4|830|2700|1
104|A|PTC-4|840|6200|0
105|A|TMB-5|850|4700|0
106|A|COL-4|860|3200|1
107|A|PTC-4|870|6700|0
108|A|TMB-5|880|5200|0
109|A|COL-4|890|3700|1
110|A|PTC-4|900|2200|1
111|A|TMB-5|910|5700|0
112|A|COL-4|920|4200|0
113|A|PTC-4|930|2700|1
114|A|TMB-5|940|6200|0
115|A|COL-4|950|4700|0
116|A|PTC-4|960|3200|1
117|A|TMB-5|970|6700|0
118|A|COL-4|980|5200|0
119|A|PTC-4|990|3700|1
1000|B|TMB-5|700|2200|1
1001|B|COL-4|710|5700|0
1002|B|PTC-4|720|4200|0
1003|B|TMB-5|730|2700|1
1004|B|COL-4|740|6200|0
1005|B|PTC-4|750|4700|0
1006|B|TMB-5|760|3200|1
1007|B|COL-4|770|6700|0
1008|B|PTC-4|780|5200|0
1009|B|TMB-5|790|3700|1
1010|B|COL-4|800|2200|1
1011|B|PTC-4|810|5700|0
1012|B|TMB-5|820|4200|0
1013|B|COL-4|830|2700|1
1014|B|PTC-4|840|6200|0
1015|B|TMB-5|850|4700|0
1016|B|COL-4|860|3200|1
1017|B|PTC-4|870|6700|0
1018|B|TMB-5|880|5200|0
1019|B|COL-4|890|3700|1
1020|B|PTC-4|900|2200|1
1021|B|TMB-5|910|5700|0
1022|B|COL-4|920|4200|0
1023|B|PTC-4|930|2700|1
1024|B|TMB-5|940|6200|0
1025|B|COL-4|950|4700|0
1026|B|PTC-4|960|3200|1
1027|B|TMB-5|970|6700|0
1028|B|COL-4|980|5200|0
1029|B|PTC-4|990|3700|1
1030|B|TMB-5|700|2200|1
1031|B|COL-4|710|5700|0
1032|B|PTC-4|720|4200|0
1033|B|TMB-5|730|2700|1
1034|B|COL-4|740|6200|0
1035|B|PTC-4|750|4700|0
1036|B|TMB-5|760|3200|1
1037|B|COL-4|770|6700|0
1038|B|PTC-4|780|5200|0
1039|B|TMB-5|790|3700|1
1040|B|COL-4|800|2200|1
1041|B|PTC-4|810|5700|0
1042|B|TMB-5|820|4200|0
1043|B|COL-4|830|2700|1
1044|B|PTC-4|840|6200|0
1045|B|TMB-5|850|4700|0
1046|B|COL-4|860|3200|1
1047|B|PTC-4|870|6700|0
1048|B|TMB-5|880|5200|0
1049|B|COL-4|890|3700|1
1050|B|PTC-4|900|2200|1
1051|B|TMB-5|910|5700|0
1052|B|COL-4|920|4200|0
1053|B|PTC-4|930|2700|1
1054|B|TMB-5|940|6200|0
1055|B|COL-4|950|4700|0
1056|B|PTC-4|960|3200|1
1057|B|TMB-5|970|6700|0
1058|B|COL-4|980|5200|0
1059|B|PTC-4|990|3700|1
1060|B|TMB-5|700|2200|1
1061|B|COL-4|710|5700|0
1062|B|PTC-4|720|4200|0
1063|B|TMB-5|730|2700|1
1064|B|COL-4|740|6200|0
1065|B|PTC-4|750|4700|0
1066|B|TMB-5|760|3200|1
1067|B|COL-4|770|6700|0
1068|B|PTC-4|780|5200|0
1069|B|TMB-5|790|3700|1
1070|B|COL-4|800|2200|1
1071|B|PTC-4|810|5700|0
1072|B|TMB-5|820|4200|0
1073|B|COL-4|830|2700|1
1074|B|PTC-4|840|6200|0
1075|B|TMB-5|850|4700|0
1076|B|COL-4|860|3200|1
1077|B|PTC-4|870|6700|0
1078|B|TMB-5|880|5200|0
1079|B|COL-4|890|3700|1
1080|B|PTC-4|900|2200|1
1081|B|TMB-5|910|5700|0
1082|B|COL-4|920|4200|0
1083|B|PTC-4|930|2700|1
1084|B|TMB-5|940|6200|0
1085|B|COL-4|950|4700|0
1086|B|PTC-4|960|3200|1
1087|B|TMB-5|970|6700|0
1088|B|COL-4|980|5200|0
1089|B|PTC-4|990|3700|1
1090|B|TMB-5|700|2200|1
1091|B|COL-4|710|5700|0
1092|B|PTC-4|720|4200|0
1093|B|TMB-5|730|2700|1
1094|B|COL-4|740|6200|0
1095|B|PTC-4|750|4700|0
1096|B|TMB-5|760|3200|1
1097|B|COL-4|770|6700|0
1098|B|PTC-4|780|5200|0
1099|B|TMB-5|790|3700|1
1100|B|COL-4|800|2200|1
1101|B|PTC-4|810|5700|0
1102|B|TMB-5|820|4200|0
1103|B|COL-4|830|2700|1
1104|B|PTC-4|840|6200|0
1105|B|TMB-5|850|4700|0
1106|B|COL-4|860|3200|1
1107|B|PTC-4|870|6700|0
1108|B|TMB-5|880|5200|0
1109|B|COL-4|890|3700|1
1110|B|PTC-4|900|2200|1
1111|B|TMB-5|910|5700|0
1112|B|COL-4|920|4200|0
1113|B|PTC-4|930|2700|1
1114|B|TMB-5|940|6200|0
1115|B|COL-4|950|4700|0
1116|B|PTC-4|960|3200|1
1117|B|TMB-5|970|6700|0
1118|B|COL-4|980|5200|0
1119|B|PTC-4|990|3700|1
2000|C|TMB-5|700|2200|1
2001|C|COL-4|710|5700|0
2002|C|PTC-4|720|4200|0
2003|C|TMB-5|730|2700|1
2004|C|COL-4|740|6200|0
2005|C|PTC-4|750|4700|0
2006|C|TMB-5|760|3200|1
2007|C|COL-4|770|6700|0
2008|C|PTC-4|780|5200|0
2009|C|TMB-5|790|3700|1
2010|C|COL-4|800|2200|1
2011|C|PTC-4|810|5700|0
2012|C|TMB-5|820|4200|0
2013|C|COL-4|830|2700|1
2014|C|PTC-4|840|6200|0
2015|C|TMB-5|850|4700|0
2016|C|COL-4|860|3200|1
2017|C|PTC-4|870|6700|0
2018|C|TMB-5|880|5200|0
2019|C|COL-4|890|3700|1
2020|C|PTC-4|900|2200|1
2021|C|TMB-5|910|5700|0
2022|C|COL-4|920|4200|0
2023|C|PTC-4|930|2700|1
2024|C|TMB-5|940|6200|0
2025|C|COL-4|950|4700|0
2026|C|PTC-4|960|3200|1
2027|C|TMB-5|970|6700|0
2028|C|COL-4|980|5200|0
2029|C|PTC-4|990|3700|1
2030|C|TMB-5|700|2200|1
2031|C|COL-4|710|5700|0
2032|C|PTC-4|720|4200|0
2033|C|TMB-5|730|2700|1
2034|C|COL-4|740|6200|0
2035|C|PTC-4|750|4700|0
2036|C|TMB-5|760|3200|1
2037|C|COL-4|770|6700|0
2038|C|PTC-4|780|5200|0
2039|C|TMB-5|790|3700|1
2040|C|COL-4|800|2200|1
2041|C|PTC-4|810|5700|0
2042|C|TMB-5|820|4200|0
2043|C|COL-4|830|2700|1
2044|C|PTC-4|840|6200|0
2045|C|TMB-5|850|4700|0
2046|C|COL-4|860|3200|1
2047|C|PTC-4|870|6700|0
2048|C|TMB-5|880|5200|0
2049|C|COL-4|890|3700|1
2050|C|PTC-4|900|2200|1
2051|C|TMB-5|910|5700|0
2052|C|COL-4|920|4200|0
2053|C|PTC-4|930|2700|1
2054|C|TMB-5|940|6200|0
2055|C|COL-4|950|4700|0
2056|C|PTC-4|960|3200|1
2057|C|TMB-5|970|6700|0
2058|C|COL-4|980|5200|0
2059|C|PTC-4|990|3700|1
