# train_f24 v2 cells=5240 s1cells=940 prereg=v2(3a2eef44) v1_lock=analytic(F25-proof-applies-identically;no-v1-run-completed)
sweep	0	obj	558397805	moved	6	w	50,50,0,0,50,50,50,0,	b	50
sweep	1	obj	381406968	moved	6	w	100,100,0,0,100,100,100,0,	b	100
sweep	2	obj	247238009	moved	6	w	150,150,0,0,150,150,150,0,	b	150
sweep	3	obj	155790214	moved	6	w	200,200,0,0,200,200,200,0,	b	200
sweep	4	obj	107308328	moved	6	w	250,250,0,0,250,250,250,0,	b	250
sweep	5	obj	96652189	moved	6	w	300,300,0,0,300,300,300,0,	b	242
sweep	6	obj	90987738	moved	6	w	350,250,0,0,250,292,350,0,	b	241
sweep	7	obj	86633343	moved	5	w	400,300,0,0,200,284,350,0,	b	242
final_veto	code	1	theater	175	mcc_sum	672620	mcc_n	777	v3ok	0
VOID	stage1_final_head_violates_veto	1
