S1	The mayor resigned	Gossip	A blogger alleges the mayor resigned.
S2	The mayor resigned	Rumor	Rumor has it the mayor resigned.
S3	The mayor did not resign	Critics	Critics claim the mayor resigned.
S4	Aliens built the pyramids	Fringe	Ancient astronaut theorists say aliens built the pyramids.
S5	The new policy caused the crime drop	News	Crime dropped after the new policy took effect.
S6	Reading improves literacy	Study	Literate people read more books.
S7	The remedy is safe because it is natural	Ads	The remedy is made from natural herbs.
S8	Each player is fast	Team	The team is the fastest in the league.
S9	The whole machine is light	Specs	Each component weighs under a gram.
S10	No true scientist doubts evolution	Oped	Dr. X is a scientist and doubts evolution.
S11	Penguins can fly	Logic	All birds can fly. Penguins are birds.
S12	It is not raining	Logic	If it rains the ground gets wet. The ground is not wet.
S13	The light is off	Logic	The light is on or off. The light is not on.
S14	Whales are not fish	Logic	No mammals are fish. Whales are mammals.
S15	Some metals are magnetic	Physics	Iron is a metal and iron is magnetic.
S16	No more than ten people attended	Meeting	Eight people attended the meeting.
S17	If the switch is flipped the bell rings	Circuits	If the switch is flipped the circuit closes. If the circuit closes the bell rings.
S18	Only citizens may vote	Law	Only citizens may vote in the election.
