V1	Bats are not birds	Biology	Bats are mammals. No mammals are birds.
V2	The mechanic fixed the car	Garage	The mechanic fixed the car.
V3	The update fixed the bug	Tech	The update fixed the bug.
V4	The bank approved the loan	Finance	The river bank was approved for development.
V5	The study is flawed	Gossip	The researcher was once arrested.
V6	Wearing the lucky jersey caused the win	Sports	The team won every game the mascot wore the jersey.
V7	A win is due after five losses	Sports	The team lost five straight games.
V8	The defendant's silence proves guilt	Court	The defendant refused to testify.
V9	The new phone is the best	Ads	The new phone is the best because nothing beats it.
V10	Organic food is healthier	Ads	The food is organic.
V11	Prayer healed the patient	Faith	The patient recovered after the prayer vigil.
V12	The stars determine personality	Astrology	Mercury was in retrograde when she acted oddly.
