Q1	Not all birds fly	Nature	Penguins are birds that cannot fly.
Q2	Not every student passed	Exam	Not every student passed the exam.
Q3	No employee was fired	Layoffs	No employee was fired this year.
Q4	None of the trials failed	Tests	None of the trials failed.
Q5	Some birds do not fly	Nature	Penguins are birds that cannot fly.
Q6	The policy is not unhelpful	Report	The policy is not unhelpful.
Q7	The device is not unreliable	Review	The device is reliable.
Q8	It is not the case that vaccines are unsafe	Health	Vaccines are safe.
Q9	The suspect did not fail to appear	Court	The suspect appeared.
Q10	If the alarm sounds the building must be evacuated	Fire drill	The alarm sounded. The building must be evacuated.
Q11	The bridge will collapse if overloaded	Engineering	The bridge was overloaded and it collapsed.
Q12	Paris is the capital of France	Geography	Paris is the capital of France.
