T1	The policy works	Eval	The policy works because it is effective and it is effective because it works.
T2	The psychic foresaw the quake	Paranormal	The psychic issued 200 predictions and one mentioned tremors.
T3	The diet works	Fads	Millions of people follow the diet.
T4	The machine is light	Specs	Every component of the machine is light.
T5	All customers love the product	Reviews	Three customers praised the product.
T6	Vaccines are dangerous	Anecdote	My cousin got sick after vaccination.
T7	The tea detoxifies the body	Influencer	A popular influencer claims the tea detoxifies the body.
T8	The vaccine is safe	Press	The article denies that the vaccine is safe.
T9	No more than ten people attended	Meeting	The meeting had eight attendees.
T10	Only citizens may vote	Law	Only citizens may vote.
T11	The bridge is closed	News	The bridge is closed to traffic.
T12	No more than ten people attended	Meeting	Eight people were present at the meeting.
T13	All customers love the product	Reviews	All customers love the product according to the survey.
