U1	The hall holds at most fifty people	Venue	Thirty people were inside the hall.
U2	The speed limit is at most 60 mph	Road	The car was going 45 mph.
U3	No more than ten people attended	Meeting	Eight people attended.
U4	Only members can enter	Club	Only members can enter the club.
U5	Cats are mammals	Pets	Cats are mammals.
U6	Water boils at 100 degrees Celsius	Physics	Water boils at 100 degrees Celsius at sea level.
U7	The Eiffel Tower is in Paris	Travel	The Eiffel Tower is in Paris.
U8	Gold is a metal	Chemistry	Gold is a metal.
U9	The treaty was signed in 1998	History	The treaty was signed in 1998.
U10	Bats are not birds	Biology	Bats are mammals and all mammals are not birds.
U11	The software update fixed the bug	Tech	The software update fixed the bug.
U12	Sugar dissolves in water	Chemistry	Sugar dissolves in water.
