ep	step	cls	conf	meas	truth
M-001	0	INJ	715	6000	FALSE
M-001	1	INJ	715	6000	FALSE
M-001	2	INJ	715	6000	FALSE
M-001	3	INJ	715	6000	FALSE
M-001	4	INJ	715	6000	FALSE
M-001	5	INJ	715	6000	FALSE
M-001	6	INJ	715	6055	FALSE
M-001	7	INJ	715	6055	FALSE
M-001	8	INJ	715	6000	FALSE
M-001	9	INJ	715	6000	FALSE
M-001	10	INJ	715	6000	FALSE
M-001	11	INJ	715	6000	FALSE
M-001	12	INJ	715	6000	FALSE
M-001	13	INJ	715	6000	FALSE
M-001	14	INJ	715	6000	FALSE
M-001	15	INJ	715	6000	FALSE
M-001	16	INJ	715	6000	FALSE
M-001	17	INJ	715	6000	FALSE
M-001	18	INJ	715	6000	FALSE
M-001	19	INJ	715	6000	FALSE
M-001	20	INJ	715	6055	FALSE
M-001	21	INJ	715	6055	FALSE
M-001	22	INJ	715	6000	FALSE
M-001	23	INJ	715	6000	FALSE
M-001	24	INJ	715	6000	FALSE
M-001	25	INJ	715	6000	FALSE
M-001	26	INJ	715	6000	FALSE
M-001	27	INJ	715	6000	FALSE
M-001	28	INJ	715	6000	FALSE
M-001	29	INJ	715	6000	FALSE
M-001	30	INJ	715	6000	FALSE
M-001	31	INJ	715	6000	FALSE
M-001	32	INJ	715	6000	FALSE
M-001	33	INJ	715	6000	FALSE
M-001	34	INJ	715	6055	FALSE
M-001	35	INJ	715	6055	FALSE
M-001	36	INJ	715	6000	FALSE
M-001	37	INJ	715	6000	FALSE
M-001	38	INJ	715	6000	FALSE
M-001	39	INJ	715	6000	FALSE
M-001	40	INJ	715	6000	FALSE
M-001	41	INJ	715	6000	FALSE
M-001	42	INJ	715	6000	FALSE
M-001	43	INJ	715	6000	FALSE
M-001	44	INJ	715	6000	FALSE
M-001	45	INJ	715	6000	FALSE
M-001	46	INJ	715	6000	FALSE
M-001	47	INJ	715	6000	FALSE
M-001	48	INJ	715	6055	FALSE
M-001	49	INJ	715	6055	FALSE
M-001	50	INJ	715	6000	FALSE
M-001	51	INJ	715	6000	FALSE
M-001	52	INJ	715	6000	FALSE
M-001	53	INJ	715	6000	FALSE
M-001	54	INJ	715	6000	FALSE
M-001	55	INJ	715	6000	FALSE
M-001	56	INJ	715	6000	FALSE
M-001	57	INJ	715	6000	FALSE
M-001	58	INJ	715	6000	FALSE
M-001	59	INJ	715	6000	FALSE
M-001	60	INJ	715	6000	FALSE
M-001	61	INJ	715	6000	FALSE
M-001	62	INJ	715	6055	FALSE
M-001	63	INJ	715	6055	FALSE
M-001	64	INJ	715	6000	FALSE
M-001	65	INJ	715	6000	FALSE
M-001	66	INJ	715	6000	FALSE
M-001	67	INJ	715	6000	FALSE
M-001	68	INJ	715	6000	FALSE
M-001	69	INJ	715	6000	FALSE
M-002	0	INJ	715	6000	FALSE
M-002	1	INJ	715	6000	FALSE
M-002	2	INJ	715	6000	FALSE
M-002	3	INJ	715	6000	FALSE
M-002	4	INJ	715	6000	FALSE
M-002	5	INJ	715	6000	FALSE
M-002	6	INJ	715	6055	FALSE
M-002	7	INJ	715	6055	FALSE
M-002	8	INJ	715	6000	FALSE
