ep	step	cls	conf	meas	truth
J-001	0	INJ	714	6035	FALSE
J-001	1	INJ	715	6014	FALSE
J-001	2	INJ	716	5992	FALSE
J-001	3	INJ	714	5971	FALSE
J-001	4	INJ	715	5996	FALSE
J-001	5	INJ	716	6022	FALSE
J-001	6	INJ	714	6047	FALSE
J-001	7	INJ	715	6026	FALSE
J-001	8	INJ	716	6004	FALSE
J-001	9	INJ	714	5983	FALSE
J-001	10	INJ	715	6008	FALSE
J-001	11	INJ	716	6034	FALSE
J-001	12	INJ	714	6059	FALSE
J-001	13	INJ	715	6038	FALSE
J-001	14	INJ	716	6016	FALSE
J-001	15	INJ	714	5995	FALSE
J-001	16	INJ	715	6020	FALSE
J-001	17	INJ	716	6046	FALSE
J-001	18	INJ	714	6071	FALSE
J-001	19	INJ	715	6050	FALSE
J-001	20	INJ	716	6028	FALSE
J-001	21	INJ	714	6007	FALSE
J-001	22	INJ	715	6032	FALSE
J-001	23	INJ	716	6058	FALSE
J-001	24	INJ	714	6083	FALSE
J-001	25	INJ	715	6062	FALSE
J-001	26	INJ	716	6040	FALSE
J-001	27	INJ	714	6019	FALSE
J-001	28	INJ	715	6044	FALSE
J-001	29	INJ	716	6070	FALSE
J-001	30	INJ	714	6095	FALSE
J-001	31	INJ	715	6074	FALSE
J-001	32	INJ	716	6052	FALSE
J-001	33	INJ	714	6031	FALSE
J-001	34	INJ	715	6056	FALSE
J-001	35	INJ	716	6082	FALSE
J-001	36	INJ	714	6107	FALSE
J-001	37	INJ	715	6086	FALSE
J-001	38	INJ	716	6064	FALSE
J-001	39	INJ	714	6043	FALSE
J-001	40	INJ	715	6068	FALSE
J-001	41	INJ	716	6094	FALSE
J-001	42	INJ	714	6119	FALSE
J-001	43	INJ	715	6098	FALSE
J-001	44	INJ	716	6076	FALSE
J-001	45	INJ	714	6055	FALSE
J-001	46	INJ	715	6080	FALSE
J-001	47	INJ	716	6106	FALSE
J-001	48	INJ	714	6131	FALSE
J-001	49	INJ	715	6110	FALSE
J-001	50	INJ	716	6088	FALSE
J-001	51	INJ	714	6067	FALSE
J-001	52	INJ	715	6092	FALSE
J-001	53	INJ	716	6118	FALSE
J-001	54	INJ	714	6143	FALSE
J-002	0	INJ	714	6035	FALSE
J-002	1	INJ	715	6014	FALSE
J-002	2	INJ	716	5992	FALSE
J-002	3	INJ	714	5971	FALSE
J-002	4	INJ	715	5996	FALSE
J-002	5	INJ	716	6022	FALSE
J-002	6	INJ	714	6047	FALSE
J-002	7	INJ	715	6026	FALSE
J-002	8	INJ	716	6004	FALSE
J-002	9	INJ	714	5983	FALSE
J-002	10	INJ	715	6008	FALSE
