ep	step	tier
DRF-25-P00	0	4
DRF-25-P00	1	4
DRF-25-P00	2	4
DRF-25-P00	3	4
DRF-25-P00	4	4
DRF-25-P00	5	4
DRF-25-P00	6	1
DRF-25-P00	7	4
DRF-25-P00	8	1
DRF-25-P00	9	1
DRF-25-P00	10	1
DRF-25-P00	11	1
DRF-25-P00	12	1
DRF-25-P00	13	3
DRF-25-P00	14	3
DRF-25-P00	15	3
DRF-25-P00	16	3
DRF-25-P00	17	3
DRF-25-P00	18	3
DRF-25-P00	19	3
DRF-25-P00	20	3
DRF-25-P00	21	3
DRF-25-P00	22	3
DRF-25-P00	23	3
DRF-25-P00	24	3
DRF-25-P00	25	3
DRF-25-P00	26	3
DRF-25-P00	27	3
DRF-25-P00	28	3
DRF-25-P00	29	3
DRF-25-P00	30	3
DRF-25-P00	31	3
DRF-25-P00	32	3
DRF-25-P00	33	3
DRF-25-P00	34	3
DRF-25-P00	35	3
DRF-25-P00	36	3
DRF-25-P00	37	3
DRF-25-P00	38	3
DRF-25-P00	39	3
DRF-25-P00	40	3
DRF-25-P00	41	3
DRF-25-P00	42	3
DRF-25-P00	43	3
DRF-25-P00	44	3
DRF-25-P00	45	3
DRF-25-P00	46	3
DRF-25-P00	47	3
DRF-25-P00	48	3
DRF-25-P00	49	3
DRF-25-P00	50	3
DRF-25-P00	51	3
DRF-25-P00	52	3
DRF-25-P00	53	3
DRF-25-P00	54	3
DRF-25-P00	55	3
DRF-25-P00	56	3
DRF-25-P00	57	3
DRF-25-P00	58	3
DRF-25-P00	59	3
DRF-25-P00	60	3
DRF-25-P00	61	3
DRF-25-P00	62	3
DRF-25-P00	63	3
DRF-25-P00	64	3
DRF-25-P00	65	3
DRF-25-P00	66	3
DRF-25-P00	67	3
DRF-25-P00	68	3
DRF-25-P00	69	3
DRF-25-P00	70	3
DRF-25-P00	71	3
DRF-25-P00	72	3
DRF-25-P00	73	3
DRF-25-P00	74	3
DRF-25-P00	75	3
DRF-25-P00	76	3
DRF-25-P00	77	3
DRF-25-P00	78	3
DRF-25-P00	79	3
DRF-25-P00	80	3
DRF-25-P00	81	3
DRF-25-P00	82	3
DRF-25-P00	83	3
DRF-25-P00	84	3
DRF-25-P00	85	3
DRF-25-P00	86	3
DRF-25-P00	87	3
DRF-25-P00	88	3
DRF-25-P00	89	3
DRF-25-P00	90	3
DRF-25-P00	91	3
DRF-25-P00	92	3
DRF-25-P00	93	3
DRF-25-P00	94	3
DRF-25-P00	95	3
DRF-25-P00	96	3
DRF-25-P00	97	3
DRF-25-P00	98	3
DRF-25-P00	99	3
DRF-25-P00	100	3
