TAPE,0,0,0,1001,1001,-1,1001
TAPE,0,0,0,1001,1001,-1,1001
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,0,2,1015,1015,-1,1015
TAPE,0,0,2,1015,1015,-1,1015
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,0,1,1008,1008,0,1008
TAPE,0,4,0,1129,0,-99,0
TAPE,1,4,0,1129,0,0,0
TAPE,0,5,0,1161,0,-99,0
TAPE,1,5,0,1161,0,0,0
TAPE,0,6,0,1193,0,-99,0
TAPE,1,6,0,1193,0,0,0
TAPE,0,7,0,1225,0,-99,0
TAPE,1,7,0,1225,0,0,0
TAPE,0,4,1,1136,0,-99,0
TAPE,1,4,1,1136,0,0,0
TAPE,0,5,1,1168,0,-99,0
TAPE,1,5,1,1168,0,0,0
TAPE,0,6,1,1200,0,-99,0
TAPE,1,6,1,1200,0,0,0
TAPE,0,7,1,1232,0,-99,0
TAPE,1,7,1,1232,0,0,0
TAPE,0,4,2,1143,0,-99,0
TAPE,1,4,2,1143,0,0,0
TAPE,0,5,2,1175,0,-99,0
TAPE,1,5,2,1175,0,0,0
TAPE,0,6,2,1207,0,-99,0
TAPE,1,6,2,1207,0,0,0
TAPE,0,7,2,1239,0,-99,0
TAPE,1,7,2,1239,0,0,0
