S01	I lost interest in the lecture about halfway through and started doodling in the margins.	T1	SINCERE
S02	The bank charges a monthly maintenance fee on the checking account.	T1	SINCERE
S03	A bat had roosted in the cave near the trailhead, so we kept our voices down.	T1	SINCERE
S04	The bark on the old oak was rough and peeling away in strips.	T1	SINCERE
S05	He picked up a smooth flat rock from the riverbed and skipped it.	T1	SINCERE
S06	Spring flowers are blooming weeks earlier than usual this year.	T1	SINCERE
S07	The old apartment still had lead pipes in the bathroom.	T1	SINCERE
S08	The wind knocked over the trash cans sometime overnight.	T1	SINCERE
S09	After the long hike I needed to lie down on the couch and rest my eyes.	T1	SINCERE
S10	He wore a striped tie to the job interview.	T1	SINCERE
S11	The seal clapped its flippers together at feeding time.	T1	SINCERE
S12	She left a note on the fridge about the dentist appointment.	T1	SINCERE
S13	The clerk filed the property record with the county office.	T1	SINCERE
S14	It was a novel idea for cutting water use in the building.	T1	SINCERE
S15	The mean temperature for July was twenty-four degrees.	T1	SINCERE
S16	The bank approved my loan application. After the meeting I walked along the river bank to clear my head.	T2	SINCERE
S17	The rock concert was too loud for my taste. I use a flat rock as a doorstop in the garage.	T2	SINCERE
S18	The campfire burned down to embers. The company had to fire two managers last quarter.	T2	SINCERE
S19	She won the tennis match in three sets. I struck a match to light the candle.	T2	SINCERE
S20	I caught a cold this week and stayed home. Cold air is coming through the window again.	T2	SINCERE
S21	The bank raised interest rates on Monday. I lost interest in the evening news.	T2	SINCERE
S22	The wooden board across the path was warped. The board of directors approved the new budget.	T2	SINCERE
S23	Spring arrived with heavy rain this year. The spring on the screen door finally snapped.	T2	SINCERE
S24	The note she left on the table was short. He played the wrong note twice in the recital.	T2	SINCERE
S25	Turn right at the corner by the school. You gave the right answer on the last question.	T2	SINCERE
S26	A bat flew out of the cave at dusk. He swung the bat hard and missed the ball.	T2	SINCERE
S27	The dog's bark woke the baby. The bark on the oak tree was covered in moss.	T2	SINCERE
S28	He wore a plain blue tie to the wedding. The championship game ended in a tie.	T2	SINCERE
S29	The old pipes contained lead solder. She will lead the project team next month.	T2	SINCERE
S30	The clerk kept a record of every shipment. The band released a new record in the spring.	T2	SINCERE
S31	The jazz trio played the entire second set by ear.	T3	SINCERE
S32	She hit the books all weekend before the final exam.	T3	SINCERE
S33	He shared a short story to break the ice with the new team.	T3	SINCERE
S34	I bit the bullet and paid the full repair bill.	T3	SINCERE
S35	We go out to dinner together once in a blue moon.	T3	SINCERE
S36	I have been feeling a bit under the weather since Tuesday.	T3	SINCERE
S37	My brother spilled the beans about the surprise party.	T3	SINCERE
S38	The software installation was a piece of cake.	T3	SINCERE
S39	After the third draft we decided to call it a day.	T3	SINCERE
S40	The team burned the midnight oil the week before the launch.	T3	SINCERE
S41	Pack a parachute for the skydive; without one you will not survive the fall.	T4	SINCERE
S42	The toast came out golden brown and crisp from the toaster.	T4	SINCERE
S43	I dropped the egg on the tile floor and the shell cracked open.	T4	SINCERE
S44	I asked Siri to set a timer while my hands were covered in flour.	T4	SINCERE
S45	She sliced the strawberry and its tiny seeds dotted the red skin.	T4	SINCERE
S46	The volcano erupted and a slow stream of lava moved down the slope.	T4	SINCERE
S47	Rain fell steadily all afternoon and the gutters overflowed.	T4	SINCERE
S48	The magnet picked up the loose nails from the workbench.	T4	SINCERE
S49	He squeezed toothpaste onto the brush and cleaned his teeth.	T4	SINCERE
S50	The tuner spent an hour going through all eighty-eight keys on the piano.	T4	SINCERE
S51	I love seafood pasta with garlic bread.	T5	SINCERE
S52	I bought a new pair of running shoes.	T5	SINCERE
S53	The night was quiet and unusually cold for August.	T5	SINCERE
S54	We had to wait almost an hour for the bus.	T5	SINCERE
S55	Bring an umbrella; heavy rain is expected this evening.	T5	SINCERE
S56	Add two cups of flour and stir the batter until smooth.	T5	SINCERE
S57	The two countries signed a peace treaty in March.	T5	SINCERE
S58	She likes to write long letters by hand.	T5	SINCERE
S59	She tied her hair back before the game started.	T5	SINCERE
S60	He ate the whole sandwich in about five minutes.	T5	SINCERE
