r2a_shapetrans_0000.img	TRIANGLE	102	31	49056	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	533	37587023e378c09e0f9a434dba37a074ef29cfcaa1d264fd75c27296e3779a2e
r2a_shapetrans_0001.img	TRIANGLE	102	31	48311	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	336	3dc5b4ab780b33d2db1fd5f6c1c5749fefb858c325b4f8c1d41d949c248e3d85
r2a_shapetrans_0002.img	TRIANGLE	102	31	48090	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	342	1066a2c9f5f6c983ffe6bcfaa3182d1a9c1ee829d808d81d4a302b9b938556d8
r2a_shapetrans_0003.img	TRIANGLE	102	31	49411	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	575	8ce5c46a5eea741c1558c6b87dc0c2f0a39c0cab7f29a1e8a8d59bbb32b75a4c
r2a_shapetrans_0004.img	TRIANGLE	102	31	48227	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	306	d89bb996d35c39aaafe7d57aeb1a313a2556dbba1915b2d7b0c29dbbb327f11f
r2a_shapetrans_0005.img	TRIANGLE	102	31	47606	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	396	2d7d273fab1ed5af091335f6458f036f908bca8751b0f4558e1e7d2a46ffead2
r2a_shapetrans_0006.img	TRIANGLE	171	31	46654	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	0	362	6611c3848aa626c958d390ea7ce3b3fb00f37d9d1a761532fe017b93558de357
r2a_shapetrans_0007.img	TRIANGLE	102	31	48924	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	592	fa0bf84d28bd81c90c5644cf32c0ca697cd1fa4e7f2228b51e649bda79600e76
r2a_shapetrans_0008.img	TRIANGLE	102	31	47440	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	332	598cb744e0b3e211ce714618e8b4d9da2f971ddd59e5b3ab92e2aa21a9f5d1e1
r2a_shapetrans_0009.img	TRIANGLE	171	31	47074	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	0	429	07df2a31640316b20ac059de6ff7993b7e891483eb7e6e287ae05cf8429cff89
r2a_shapetrans_0010.img	TRIANGLE	102	31	51659	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	512	470a23c6cbb5c6ad4b805bcc953608de69cca868acb7949c2831cd86956f0ee2
r2a_shapetrans_0011.img	TRIANGLE	171	31	47071	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	0	306	52eebf891230b9f9351ff7636dece110cdf6f63877c6626d150301665ccb8a29
r2a_shapetrans_0012.img	TRIANGLE	171	31	50396	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	0	190	3348a712d310fe9da5fc731ec68bbf3bb1903cae2edd7b019d40faa7e6b6d9e7
r2a_shapetrans_0013.img	CIRCLE	326	179	49163	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	908	b0f9a9218e9f92d65ee6c4a3a65c9ef44747c6bdcaf95db27b20d7e50cadbac7
r2a_shapetrans_0014.img	SQUARE	90	15	47217	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	0	629	5eaa7710f02101703aecb3dba25f8ff13b3b509a6cf0b8633884858d4ec6c2b9
r2a_shapetrans_0015.img	TRIANGLE	102	31	48569	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	343	12219b9b847c18ef51ce8456f45ee3f9efe66d17ffc642bdeeba95016c7cfa9f
r2a_shapetrans_0016.img	TRIANGLE	171	31	47366	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	0	543	9759aae48d83bf1d745a406e5e2de6fb11f7a4ae85bedb131b9ce3fb58a7ffeb
r2a_shapetrans_0017.img	TRIANGLE	171	31	48920	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	0	316	15b8e777f67743fff6536c12992fa79f42bfbca7aa053fc44598e7d7ce3a3257
r2a_shapetrans_0018.img	TRIANGLE	102	31	49015	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	582	369a4012034647d0a4c8d4b9593bdf3c0de78e65ba941c65d7bc4a8e25493de9
r2a_shapetrans_0019.img	TRIANGLE	102	31	48264	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	300	47454cc69373dd7cb3076ea424649af6727fd02680e3a329f5204e0fa8c40a15
r2a_shapetrans_0020.img	TRIANGLE	102	31	48047	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1	454	9cea10447b04986820f02fa2e31cb40a77d39adefe359e324627f58226ae8633
