r2a_timbredisc_0000.pcm	DARK	392	137	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1289	440000	0f28c3fb99d2c0d7a39785ea773957404f7c14efd7156802acf7d4662539eb4e
r2a_timbredisc_0001.pcm	BRIGHT	1000	1038	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	3266	440000	4382df07d4e3834599ee7c2890549b4a175e016f212c46d4712351761f74f749
r2a_timbredisc_0002.pcm	BRIGHT	1000	642	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	2870	440000	a5fc4c7096b691174a1d9bdb7afff8795e6ae253afa62322e7aaf7e19e4d94af
r2a_timbredisc_0003.pcm	RICH	236	82	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1509	440000	22718727d17f3f979984547dd2f3be6d97b06b1ddde7b2d124db45c015265864
r2a_timbredisc_0004.pcm	PURE	148	51	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1026	440000	25fb0b68fd2ad34e8f112f086b7884fe0813966a9201f118f8be58a41e657e5d
r2a_timbredisc_0005.pcm	BRIGHT	1000	929	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	3157	440000	e4bbec62f23f4de3a8df40b8790feaaf475cde6fa9e14f3914f196a3decd7ae0
r2a_timbredisc_0006.pcm	DARK	215	75	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1351	440000	cf621b7e7f54bdd44cca6deab4713f9077b9f056f2a08f43bf250a7fdd1437ab
r2a_timbredisc_0007.pcm	BRIGHT	1000	777	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	3005	440000	ca35a4fbe8fe560321c528670080277e3910463272eebe5106df4a4ef6c91751
r2a_timbredisc_0008.pcm	PURE	132	46	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1031	440000	9957fe200901eb27cde11fccffbb85723b973025d0b95b964ee98a4fd4db82e6
r2a_timbredisc_0009.pcm	DARK	116	40	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1118	440000	ed3a036c432757a664fceb9ed1b18784df4dbd8ee43f10a47c151d7dfd369dba
r2a_timbredisc_0010.pcm	PURE	26	9	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1068	440000	f8b6383c7c66f72c9a72f917ab84756df703249786750d35cf2ef9f6e7eafbd9
r2a_timbredisc_0011.pcm	RICH	24	8	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1434	440000	8d6a4e0be12e1247cc9334246ed46687a55f3be8ea390e39347530e95f1feb61
r2a_timbredisc_0012.pcm	PURE	121	42	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1035	440000	0f512b0bf919f5ff2f0583b655870b830236e71a87ecc84258f71ab49863d67d
r2a_timbredisc_0013.pcm	DARK	68	23	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1101	440000	5ed78091c10f517dc792bf006f23428c13b8a9e286d86f6f1386086e2d66d168
r2a_timbredisc_0014.pcm	DARK	263	92	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1334	440000	24f31c6d68d016bad572dfd905f11ec482f499a79c10fa674cfcab95a3ecaf46
r2a_timbredisc_0015.pcm	PURE	13	4	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1073	440000	ae1f5770b1196b7f56756fb653296206b3cb8494a291d463be4eb91f09da4161
r2a_timbredisc_0016.pcm	BRIGHT	1000	956	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	3184	440000	eaf02af5ac8b87d2ab125a8d1c7cafb5ae0eca71113e6691663c7de2c8b6658c
r2a_timbredisc_0017.pcm	DARK	261	91	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1334	440000	3bfefeaeceba57c548dace4eb24be42991c03e687c54d717e8ab5d6c9551e9c6
r2a_timbredisc_0018.pcm	BRIGHT	1000	1041	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	3269	440000	c3f60c2d842e712d5df5180c50c53fd1cd3892b19dd6d49f3bc3722536cfbf5d
r2a_timbredisc_0019.pcm	PURE	146	51	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1026	440000	9fda67f4b0b7dafd825eec8b7e579d8fc59094a80c4a93557a34d27a29407516
r2a_timbredisc_0020.pcm	BRIGHT	1000	656	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	2884	440000	d9cfdd15ae02d4a6df86092c2d34af27626425f23ab4e73a5a78fa071556c0de
r2a_timbredisc_0021.pcm	DARK	160	56	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1134	440000	5d999173068419a446d23fa5d4249a243742ae6667103a061f13aa337ad07e8d
r2a_timbredisc_0022.pcm	RICH	61	21	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1447	440000	7d1faf17ef519ec63d002315de5ee07f45a0b30d1a52d7380bf3a63a61789e15
r2a_timbredisc_0023.pcm	DARK	97	34	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1112	440000	ee1cbde7f092dff96fe3ac0c9e46357a494c1adf42ed45a7c55e724047dbf2f5
r2a_timbredisc_0024.pcm	BRIGHT	1000	621	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	2849	440000	0c92f76180d8499c0ade6cafec9439232f7455922d82ff9025c741fcc5a6329a
r2a_timbredisc_0025.pcm	DARK	7	2	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1080	440000	07ce46bb0cf8142fee0778f42249cc5ea7c764587c50a4bab6966f5731a67626
r2a_timbredisc_0026.pcm	PURE	100	35	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1042	440000	56de4c6bc8fdf82ec410c4d5029679032942e594e8ef76e983d88e1bcc87d8f0
r2a_timbredisc_0027.pcm	BRIGHT	1000	490	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	2718	440000	e37ffedd850a67a79677578292066fd480acb1f4bab3b4d892a5c0fced3a702b
r2a_timbredisc_0028.pcm	RICH	131	45	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1472	440000	d64076719eec8d9c7fe09530de8acce8a19629d6ed154d8c081f37dcfac4a6ee
r2a_timbredisc_0029.pcm	DARK	107	37	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1115	440000	dab5ab50a3267962dcfeb1d140c795b7b5f358f4e292d3fc0d17324ce286fa8d
r2a_timbredisc_0030.pcm	DARK	756	264	102400	1	INSTALL	0000000000000000000000000000000000000000000000000000000000000000	1161	440000	f3289c72cacd4fcb41ae0630b76b01b569c18c2184c12ebf7c67c6a7ea7c95cd
r2a_timbredisc_0031.pcm	DARK	195	68	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1358	440000	651aafe02f0621343093fee1474cba112bfbef2ac899dd9630bb29d8ad305090
r2a_timbredisc_0032.pcm	PURE	164	57	102400	1	WITHHOLD	0000000000000000000000000000000000000000000000000000000000000000	1020	440000	845224b446a60739b45162f23fc738cf629a1abebd059bc722f0bb54e87d855f
