admit-V2-A-clean-0000	931	1000	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0000
admit-V2-A-clean-0001	931	500	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0001
admit-V2-A-clean-0002	931	333	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0002
admit-V2-A-clean-0004	931	200	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0004
admit-V2-A-clean-0006	931	142	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0006
admit-V2-A-clean-0016	931	58	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0016
admit-V2-A-clean-0020	931	47	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0020
admit-V2-A-clean-0029	931	33	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0029
admit-V2-A-clean-0038	931	25	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0038
admit-V2-A-clean-0040	931	24	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0040
admit-V2-A-clean-0047	931	20	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0047
admit-V2-A-clean-0059	425	83	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0059
admit-V2-A-clean-0060	425	76	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0060
admit-V2-A-clean-0066	425	52	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0066
admit-V2-A-clean-0072	425	40	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0072
admit-V2-A-clean-0077	425	33	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0077
admit-V2-A-clean-0081	425	29	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0081
admit-V2-A-clean-0090	425	23	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0090
admit-V2-A-clean-0095	425	20	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0095
admit-V2-A-clean-0099	763	250	1	1	kb-diet-v3c:matrix:admit-V2-A-clean-0099
admit-V2-A-decoy-0000	710	1000	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0000
admit-V2-A-decoy-0001	710	500	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0001
admit-V2-A-decoy-0002	710	333	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0002
admit-V2-A-decoy-0003	710	250	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0003
admit-V2-A-decoy-0004	710	200	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0004
admit-V2-A-decoy-0005	710	166	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0005
admit-V2-A-decoy-0006	710	142	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0006
admit-V2-A-decoy-0007	710	125	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0007
admit-V2-A-decoy-0008	710	111	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0008
admit-V2-A-decoy-0009	710	100	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0009
admit-V2-A-decoy-0010	710	90	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0010
admit-V2-A-decoy-0011	710	83	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0011
admit-V2-A-decoy-0012	710	76	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0012
admit-V2-A-decoy-0013	710	71	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0013
admit-V2-A-decoy-0014	710	66	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0014
admit-V2-A-decoy-0015	710	62	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0015
admit-V2-A-decoy-0016	710	58	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0016
admit-V2-A-decoy-0017	710	55	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0017
admit-V2-A-decoy-0018	710	52	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0018
admit-V2-A-decoy-0019	931	1000	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0019
admit-V2-A-decoy-0020	931	500	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0020
admit-V2-A-decoy-0021	931	333	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0021
admit-V2-A-decoy-0022	931	250	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0022
admit-V2-A-decoy-0023	931	200	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0023
admit-V2-A-decoy-0024	931	166	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0024
admit-V2-A-decoy-0025	931	142	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0025
admit-V2-A-decoy-0026	931	125	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0026
admit-V2-A-decoy-0027	931	111	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0027
admit-V2-A-decoy-0028	764	1000	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0028
admit-V2-A-decoy-0029	764	500	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0029
admit-V2-A-decoy-0030	764	333	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0030
admit-V2-A-decoy-0031	764	250	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0031
admit-V2-A-decoy-0032	764	200	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0032
admit-V2-A-decoy-0033	764	166	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0033
admit-V2-A-decoy-0034	764	142	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0034
admit-V2-A-decoy-0035	764	125	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0035
admit-V2-A-decoy-0036	764	111	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0036
admit-V2-A-decoy-0037	764	100	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0037
admit-V2-A-decoy-0038	764	90	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0038
admit-V2-A-decoy-0039	764	83	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0039
admit-V2-A-decoy-0040	764	76	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0040
admit-V2-A-decoy-0041	764	71	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0041
admit-V2-A-decoy-0042	764	66	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0042
admit-V2-A-decoy-0043	764	62	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0043
admit-V2-A-decoy-0044	764	58	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0044
admit-V2-A-decoy-0045	764	55	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0045
admit-V2-A-decoy-0046	764	52	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0046
admit-V2-A-decoy-0047	764	50	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0047
admit-V2-A-decoy-0048	764	47	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0048
admit-V2-A-decoy-0049	764	45	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0049
admit-V2-A-decoy-0050	764	43	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0050
admit-V2-A-decoy-0051	764	41	1	1	kb-diet-v3c:matrix:admit-V2-A-decoy-0051
admit-V2-A-install-0000	710	1000	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0000
admit-V2-A-install-0001	710	500	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0001
admit-V2-A-install-0002	710	333	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0002
admit-V2-A-install-0003	710	250	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0003
admit-V2-A-install-0004	710	200	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0004
admit-V2-A-install-0005	710	166	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0005
admit-V2-A-install-0006	710	142	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0006
admit-V2-A-install-0007	710	125	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0007
admit-V2-A-install-0008	710	111	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0008
admit-V2-A-install-0009	710	100	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0009
admit-V2-A-install-0010	710	90	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0010
admit-V2-A-install-0011	710	83	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0011
admit-V2-A-install-0012	710	76	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0012
admit-V2-A-install-0013	710	71	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0013
admit-V2-A-install-0014	710	66	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0014
admit-V2-A-install-0015	710	62	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0015
admit-V2-A-install-0016	931	1000	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0016
admit-V2-A-install-0017	931	500	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0017
admit-V2-A-install-0018	931	333	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0018
admit-V2-A-install-0019	931	250	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0019
admit-V2-A-install-0020	931	200	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0020
admit-V2-A-install-0021	931	166	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0021
admit-V2-A-install-0022	931	142	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0022
admit-V2-A-install-0023	931	125	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0023
admit-V2-A-install-0024	764	1000	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0024
admit-V2-A-install-0025	764	500	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0025
admit-V2-A-install-0026	764	333	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0026
admit-V2-A-install-0027	764	250	1	1	kb-diet-v3c:matrix:admit-V2-A-install-0027
