TRAP-A1-001	16	5	5	0	0	ABSTAIN:leader-changed	A	492	0	f32
TRAP-A1-002	16	5	5	0	0	ABSTAIN:leader-changed	A	325	0	f32
TRAP-A1-003	16	5	5	0	0	ABSTAIN:leader-changed	A	242	0	f32
TRAP-A1-004	16	5	5	0	0	ABSTAIN:leader-changed	A	192	0	f32
TRAP-A1-005	16	5	5	0	0	ABSTAIN:leader-changed	A	158	0	f32
TRAP-A1-006	16	5	5	0	0	ABSTAIN:leader-changed	A	134	0	f32
TRAP-A1-007	16	5	5	0	0	ABSTAIN:leader-changed	A	117	0	f32
TRAP-A1-008	16	5	5	0	0	ABSTAIN:leader-changed	A	103	0	f32
TRAP-A2-001	16	5	5	0	0	ABSTAIN:leader-changed	A	92	0	f32
TRAP-A2-002	16	5	5	0	0	ABSTAIN:leader-changed	A	82	0	f32
TRAP-A2-003	16	5	5	0	0	ABSTAIN:leader-changed	A	75	0	f32
TRAP-A2-004	16	5	5	0	0	ABSTAIN:leader-changed	A	68	0	f32
TRAP-A2-005	16	5	5	0	0	ABSTAIN:leader-changed	A	63	0	f32
TRAP-A2-006	16	5	5	0	0	ABSTAIN:leader-changed	A	58	0	f32
TRAP-A2-007	16	5	5	0	0	ABSTAIN:leader-changed	A	54	0	f32
TRAP-A2-008	16	5	5	0	0	ABSTAIN:leader-changed	A	50	0	f32
TRAP-A3-001	16	2	2	0	0	ABSTAIN:leader-changed	A	492	0	f32
TRAP-A3-002	16	2	2	0	0	ABSTAIN:leader-changed	A	325	0	f32
TRAP-A3-003	16	2	2	0	0	ABSTAIN:leader-changed	A	242	0	f32
TRAP-A3-004	16	2	2	0	0	ABSTAIN:leader-changed	A	192	0	f32
TRAP-A3-005	16	2	2	0	0	ABSTAIN:leader-changed	A	158	0	f32
TRAP-A3-006	16	2	2	0	0	ABSTAIN:leader-changed	A	134	0	f32
TRAP-A4-001	16	4	4	0	0	ABSTAIN:leader-changed	A	47	0	f32
TRAP-A4-002	16	4	4	0	0	ABSTAIN:leader-changed	A	44	0	f32
TRAP-A4-003	16	4	4	0	0	ABSTAIN:leader-changed	A	42	0	f32
TRAP-A4-004	16	4	4	0	0	ABSTAIN:leader-changed	A	39	0	f32
TRAP-A4-005	16	4	4	0	0	ABSTAIN:leader-changed	A	37	0	f32
TRAP-A4-006	16	4	4	0	0	ABSTAIN:leader-changed	A	35	0	f32
TRAP-A5-001	16	4	4	0	0	ABSTAIN:leader-changed	A	33	0	f32
TRAP-A5-002	16	4	4	0	0	ABSTAIN:leader-changed	A	32	0	f32
TRAP-A5-003	16	4	4	0	0	ABSTAIN:leader-changed	A	30	0	f32
TRAP-A5-004	16	4	4	0	0	ABSTAIN:leader-changed	A	29	0	f32
TRAP-A5-005	16	4	4	0	0	ABSTAIN:leader-changed	A	27	0	f32
TRAP-A5-006	16	4	4	0	0	ABSTAIN:leader-changed	A	26	0	f32
TRAP-A6-001	16	3	3	0	0	ABSTAIN:leader-changed	A	25	0	f32
TRAP-A6-002	16	3	3	0	0	ABSTAIN:leader-changed	A	24	0	f32
TRAP-A6-003	16	3	3	0	0	ABSTAIN:leader-changed	A	23	0	f32
TRAP-A6-004	16	3	3	0	0	ABSTAIN:leader-changed	A	22	0	f32
TRAP-A6-005	16	3	3	0	0	ABSTAIN:leader-changed	A	21	0	f32
TRAP-A6-006	16	3	3	0	0	ABSTAIN:leader-changed	A	20	0	f32
TRAP-B1-001	16	4	4	0	0	ABSTAIN:leader-changed	A	19	0	f32
TRAP-B1-002	16	4	4	0	0	ABSTAIN:leader-changed	A	19	0	f32
TRAP-B1-003	16	4	4	0	0	ABSTAIN:leader-changed	A	18	0	f32
TRAP-B1-004	16	4	4	0	0	ABSTAIN:leader-changed	A	17	0	f32
TRAP-B1-005	16	4	4	0	0	ABSTAIN:leader-changed	A	17	0	f32
TRAP-B1-006	16	4	4	0	0	ABSTAIN:leader-changed	A	16	0	f32
TRAP-B1-007	16	4	4	0	0	ABSTAIN:leader-changed	A	15	0	f32
TRAP-B1-008	16	4	4	0	0	ABSTAIN:leader-changed	A	15	0	f32
TRAP-B2-001	16	4	4	0	0	ABSTAIN:leader-changed	A	14	0	f32
TRAP-B2-002	16	4	4	0	0	ABSTAIN:leader-changed	A	14	0	f32
TRAP-B2-003	16	4	4	0	0	ABSTAIN:leader-changed	A	13	0	f32
TRAP-B2-004	16	4	4	0	0	ABSTAIN:leader-changed	A	13	0	f32
TRAP-B2-005	16	4	4	0	0	ABSTAIN:leader-changed	A	12	0	f32
TRAP-B2-006	16	4	4	0	0	ABSTAIN:leader-changed	A	12	0	f32
TRAP-B2-007	16	4	4	0	0	ABSTAIN:leader-changed	A	12	0	f32
TRAP-B2-008	16	4	4	0	0	ABSTAIN:leader-changed	A	11	0	f32
TRAP-B3-001	16	4	4	0	0	ABSTAIN:leader-changed	A	11	0	f32
TRAP-B3-002	16	4	4	0	0	ABSTAIN:leader-changed	A	10	0	f32
TRAP-B3-003	16	4	4	0	0	ABSTAIN:leader-changed	A	10	0	f32
TRAP-B3-004	16	4	4	0	0	ABSTAIN:leader-changed	A	10	0	f32
TRAP-B3-005	16	4	4	0	0	ABSTAIN:leader-changed	A	9	0	f32
TRAP-B3-006	16	4	4	0	0	ABSTAIN:leader-changed	A	9	0	f32
TRAP-B4-001	16	3	3	0	0	ABSTAIN:leader-changed	A	9	0	f32
TRAP-B4-002	16	3	3	0	0	ABSTAIN:leader-changed	A	8	0	f32
TRAP-B4-003	16	3	3	0	0	ABSTAIN:leader-changed	A	8	0	f32
TRAP-B4-004	16	3	3	0	0	ABSTAIN:leader-changed	A	8	0	f32
TRAP-B4-005	16	3	3	0	0	ABSTAIN:leader-changed	A	8	0	f32
TRAP-B4-006	16	3	3	0	0	ABSTAIN:leader-changed	A	7	0	f32
TRAP-B5-001	16	2	2	0	0	ABSTAIN:leader-changed	A	117	0	f32
TRAP-B5-002	16	2	2	0	0	ABSTAIN:leader-changed	A	103	0	f32
TRAP-B5-003	16	2	2	0	0	ABSTAIN:leader-changed	A	92	0	f32
TRAP-B5-004	16	2	2	0	0	ABSTAIN:leader-changed	A	82	0	f32
TRAP-B5-005	16	2	2	0	0	ABSTAIN:leader-changed	A	75	0	f32
TRAP-B5-006	16	2	2	0	0	ABSTAIN:leader-changed	A	68	0	f32
TRAP-B6-001	16	3	3	0	0	ABSTAIN:leader-changed	A	7	0	f32
TRAP-B6-002	16	3	3	0	0	ABSTAIN:leader-changed	A	7	0	f32
TRAP-B6-003	16	3	3	0	0	ABSTAIN:leader-changed	A	7	0	f32
TRAP-B6-004	16	3	3	0	0	ABSTAIN:leader-changed	A	6	0	f32
TRAP-B6-005	16	3	3	0	0	ABSTAIN:leader-changed	A	6	0	f32
TRAP-B6-006	16	3	3	0	0	ABSTAIN:leader-changed	A	6	0	f32
TRAP-C1-001	16	4	4	0	0	ABSTAIN:leader-changed	A	6	0	f32
