path	kind	tier	owner	size	status	verdict
math/PREREG.md	md	P0	representation	4522	done	P0-read: # MATH CREW — Preregistration (frozen 2026-09-21) [flags: FAIL,amendment,bug]
math/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
math/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
math/VERDICT.md	md	P0	representation	3932	done	P0-read: # Math Crew — VERDICT [flags: none]
math/math.zag	zag	P0	representation	51281	done	skim: 1326 lines, 59 fns
new-mechanisms/PREREG.md	md	P0	representation	5020	done	P0-read: # NEW-MECHANISMS preregistration — frozen 2026-09-22 02:11 UTC [flags: FAIL,amendment]
new-mechanisms/VERDICT.md	md	P0	representation	5200	done	P0-read: # NEW-MECHANISMS verdict — 2026-09-22 [flags: none]
new-mechanisms/mech_learner.zag	zag	P0	representation	19301	done	skim: 555 lines, 24 fns
scale/PREREG.md	md	P0	representation	3060	done	PASS (question = no-degradation; scope confirmed)
scale/VERDICT.md	md	P0	representation	6149	done	FAIL-open (flaw battery [0,n/4) id-coverage caveat missing; fix candidate filed)
scale/driver/scale_learner.zag	zag	P0	representation	41952	done	PASS (flaw id range verified at line 954)
scale/fewshot/PREREG.md	md	P0	representation	3669	done	PASS
scale/fewshot/VERDICT.md	md	P0	representation	6240	done	PASS (H3 honest-fail restatement verified)
scale/fewshot/driver/fewshot_learner.zag	zag	P0	representation	43382	done	review-note (not re-run; verdict accepted on evidence)
scale/params/PARAM_PREREG.md	md	P0	representation	4187	done	PASS
scale/params/PARAM_VERDICT.md	md	P0	representation	6849	done	PASS (H2 honest-fail verified; params execute - not decorative)
scale/params/driver/param_learner.zag	zag	P0	representation	45415	done	review-note (not re-run; verdict accepted on evidence)
units/PREREG_FREEZE.md	md	P0	representation	90244	done	PASS (chunk=byte span + stable ID thesis; §7 blowout rule applied)
units/archaeology_r31/docs_generations_R31_tnn_r31_endogenous_chunking.zag	zag	P0	representation	72222	done	skim: 1149 lines, 146 fns RNG-TOKENS[seed] L19:fn mix(seed:i32,x:i32)i32 @noalloc { | L20:let v:i32=seed*1103515245+x*12345+1013904223; | L126:fn memory_policy_choose(weights:[]i32,step:i32,seed:i32,novelty:i32,un | L139:if(mod_pos(mix(seed,step),31)==0){return mod_pos(mix(seed+17,step),MEM
units/archaeology_r31/r32_epistemic.zag	zag	P0	representation	95136	done	skim: 1544 lines, 193 fns RNG-TOKENS[seed] L21:fn mix(seed:i32,x:i32)i32 @noalloc { | L22:let v:i32=seed*1103515245+x*12345+1013904223; | L128:fn memory_policy_choose(weights:[]i32,step:i32,seed:i32,novelty:i32,un | L141:if(mod_pos(mix(seed,step),31)==0){return mod_pos(mix(seed+17,step),MEM
units/arms/A/VERDICT.md	md	P0	representation	4265	done	headline-reviewed: Verdict: PASS (§7 champion naming pending battery closeout)
units/arms/A/cl/arm.zag	zag	P0	representation	57706	done	skim: 1519 lines, 69 fns
units/arms/A/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/A/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/B-16/VERDICT.md	md	P0	representation	5834	done	headline-reviewed: 1. Verdict: B-16 SURVIVES at 1x — not retired, family not killed (§7 champion naming pending battery closeout)
units/arms/B-16/cl/arm.zag	zag	P0	representation	54411	done	skim: 1385 lines, 63 fns
units/arms/B-16/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/B-16/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/B-8/cl/arm.zag	zag	P0	representation	56114	done	skim: 1430 lines, 65 fns
units/arms/B-8/run/dbgwork/cl/arm_dbg.zag	zag	P0	representation	57036	done	skim: 1456 lines, 65 fns
units/arms/B-8/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/B-8/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/C-P/VERDICT.md	md	P0	representation	3402	done	headline-reviewed: VERDICT: PASS (§7 champion naming pending battery closeout)
units/arms/C-P/cl/arm.zag	zag	P0	representation	58864	done	skim: 1536 lines, 64 fns
units/arms/C-P/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/C-P/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/C-W/VERDICT.md	md	P0	representation	4456	done	headline-reviewed: VERDICT: PASS (1x) (§7 champion naming pending battery closeout)
units/arms/C-W/cl/arm.zag	zag	P0	representation	57633	done	skim: 1494 lines, 64 fns
units/arms/C-W/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/C-W/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/D-R/VERDICT.md	md	P0	representation	3631	done	headline-reviewed: Verdict: PROVISIONAL — blocked on scale + D comparison (blockers below) (§7 champion naming pending battery closeout)
units/arms/D-R/cl/arm.zag	zag	P0	representation	88564	done	skim: 2398 lines, 87 fns RNG-TOKENS[random] L719:// Algorithm (validated against brute force on 100+ random inputs):
units/arms/D-R/docs/VERDICT.md	md	P0	representation	3538	done	P0-read: # D-R Verdict [flags: blocked,bug,fix]
units/arms/D-R/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/D-R/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/D-R/work/equiv/oldsrc/cl/arm.zag	zag	P0	representation	67541	done	skim: 1897 lines, 80 fns
units/arms/D-R/work/equiv/oldsrc/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/D-R/work/equiv/oldsrc/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/D-T/VERDICT.md	md	P0	representation	4329	done	headline-reviewed: VERDICT: PASS (partial 1x; full battery incomplete) (§7 champion naming pending battery closeout)
units/arms/D-T/cl/arm.zag	zag	P0	representation	92794	done	skim: 2235 lines, 83 fns RNG-TOKENS[seed] L1:// D-T — Arm D-T: curriculum-taught seed vocabulary + self-cut organ ( | L22:// continuation-diversity>=2. Revision: taught seed with rep<3 -> CUT_ | L23:// a committed sub-chunk with rep>2x seed rep -> CUT_SPLIT; a committe | L24:// super-chunk with rep>2x seed rep -> CUT_MERGE (stronger ratio wins)
units/arms/D-T/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/D-T/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/D/VERDICT.md	md	P0	representation	1129	done	headline-reviewed: Arm D — Verdict (DRAFT) (§7 champion naming pending battery closeout)
units/arms/D/cl/arm.zag	zag	P0	representation	116965	done	skim: 2974 lines, 111 fns RNG-TOKENS[random] L160:// records and panicking OOB on high slots -> the 1200B-random panic. | L1018:// Any corpus containing a 0xFF byte crashed deterministically (random
units/arms/D/cl/frozen_rows.zag	zag	P0	representation	1881	done	skim: 8 lines, 0 fns RNG-TOKENS[seed] L5:const FROZEN_ROW_DT:[]u8="| D-T — Curriculum-taught seed vocabulary | 
units/arms/D/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/D/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/D/work/t3/b64_10x_code/cl/arm.zag	zag	P0	representation	32331	done	skim: 864 lines, 50 fns
units/arms/D/work/t3/b64_10x_code/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/D/work/t3/b64_10x_code/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/E/VERDICT.md	md	P0	representation	4066	done	headline-reviewed: VERDICT: KILLED (§7 champion naming pending battery closeout)
units/arms/E/cl/arm.zag	zag	P0	representation	65394	done	skim: 1715 lines, 67 fns
units/arms/E/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/E/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/E/work/b64_10x/cl/arm.zag	zag	P0	representation	32206	done	skim: 863 lines, 50 fns
units/arms/E/work/b64_10x/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/E/work/b64_10x/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/F-B/VERDICT.md	md	P0	representation	3866	done	headline-reviewed: Verdict: KILLED (frozen kill disjunct 2 fires: within noise of F-S) (§7 champion naming pending battery closeout)
units/arms/F-B/cl/arm.zag	zag	P0	representation	53071	done	skim: 1286 lines, 43 fns
units/arms/F-B/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/F-B/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/F-S/VERDICT.md	md	P0	representation	3660	done	headline-reviewed: Verdict: PROVISIONAL — kill (iii) blocked on D's verdict (see below) (§7 champion naming pending battery closeout)
units/arms/F-S/cl/arm.zag	zag	P0	representation	78658	done	skim: 2085 lines, 71 fns
units/arms/F-S/docs/VERDICT.md	md	P0	representation	4928	done	P0-read: # VERDICT.md — F-S: Markov-surprise cuts [flags: champion]
units/arms/F-S/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/F-S/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/G1/cl/arm.zag	zag	P0	representation	71853	done	skim: 1788 lines, 64 fns RNG-TOKENS[random] L719:// insertion order, audited with policy_code=1. Never pins, never rand
units/arms/G1/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/G1/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/G2/VERDICT.md	md	P0	representation	2275	done	headline-reviewed: G2 VERDICT — KILLED (§7 champion naming pending battery closeout)
units/arms/G2/cl/arm.zag	zag	P0	representation	78372	done	skim: 2272 lines, 63 fns
units/arms/G2/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/G2/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/H1/VERDICT.md	md	P0	representation	9773	done	headline-reviewed: Verdict: H1 SURVIVES (§7 champion naming pending battery closeout)
units/arms/H1/cl/arm.zag	zag	P0	representation	67954	done	skim: 1780 lines, 73 fns
units/arms/H1/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/H1/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/H1/work/t1.zag	zag	P0	representation	742	done	skim: 24 lines, 1 fns
units/arms/H1/work/tcl/t1.zag	zag	P0	representation	794	done	skim: 25 lines, 1 fns
units/arms/H2/VERDICT.md	md	P0	representation	4263	done	headline-reviewed: H2 VERDICT — KILLED at 1x (binding kill tripped) (§7 champion naming pending battery closeout)
units/arms/H2/cl/arm.zag	zag	P0	representation	71925	done	skim: 1856 lines, 73 fns
units/arms/H2/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
units/arms/H2/substrate/R33_NATIVE_SHA256_V2.zag	zag	P0	representation	4787	done	skim: 90 lines, 6 fns
units/arms/H2/work/arm_stub_firstcrew.zag	zag	P0	representation	69866	done	skim: 1768 lines, 70 fns
units/arms/H2/work/hello.zag	zag	P0	representation	62	done	skim: 5 lines, 1 fns
units/arms/H2/work/test_json.zag	zag	P0	representation	527	done	skim: 17 lines, 5 fns
units/arms/H2/work/test_quote.zag	zag	P0	representation	128	done	skim: 7 lines, 1 fns
units/arms/H2/work/test_sig.zag	zag	P0	representation	172	done	skim: 7 lines, 2 fns
units/arms/I1/VERDICT.md	md	P0	representation	7211	done	headline-reviewed: Verdict: KILLED — binding kill (ii) fired on real-corpus measurement. (§7 champion naming pending battery closeout)
units/arms/I1/cl/arm.zag	zag	P0	representation	135661	done	skim: 3292 lines, 131 fns RNG-TOKENS[seed] L2234:// m7_update (also an M7U). Round r uses corruption pattern seed r+1. | L2306:// apply corruption pattern `seed` to a copy of `src` (len bytes) -> ` | L2307:fn m7_corrupt(src:[]u8,dst:[]u8,len:i32,seed:i32) void { | L2311:if((i+seed)%(seed+3)==0){dst[i]=dst[i]^((seed*37) as u8);}
units/arms/I1/substrate/R33_NATIVE_IO_V1.zag	zag	P0	representation	6533	done	skim: 135 lines, 20 fns
