ep	step	tier
J-001	0	1
J-001	1	1
J-001	2	1
J-001	3	1
J-001	4	1
J-001	5	1
J-001	6	1
J-001	7	1
J-001	8	1
J-001	9	1
J-001	10	1
J-001	11	1
J-001	12	1
J-001	13	1
J-001	14	1
J-001	15	1
J-001	16	1
J-001	17	1
J-001	18	1
J-001	19	1
J-001	20	1
J-001	21	1
J-001	22	1
J-001	23	1
J-001	24	1
J-001	25	1
J-001	26	1
J-001	27	1
J-001	28	1
J-001	29	1
J-001	30	1
J-001	31	1
J-001	32	1
J-001	33	1
J-001	34	1
J-001	35	1
J-001	36	1
J-001	37	1
J-001	38	1
J-001	39	1
J-001	40	1
J-001	41	1
J-001	42	1
J-001	43	1
J-001	44	1
J-001	45	1
J-001	46	1
J-001	47	1
J-001	48	1
J-001	49	1
J-001	50	1
J-001	51	1
J-001	52	1
J-001	53	1
J-001	54	1
J-002	0	1
J-002	1	1
J-002	2	1
J-002	3	1
J-002	4	1
J-002	5	1
J-002	6	1
J-002	7	1
J-002	8	1
J-002	9	1
J-002	10	1
J-002	11	1
J-002	12	1
J-002	13	1
J-002	14	1
J-002	15	1
J-002	16	1
J-002	17	1
J-002	18	1
J-002	19	1
J-002	20	1
J-002	21	1
J-002	22	1
J-002	23	1
J-002	24	1
J-002	25	1
J-002	26	1
J-002	27	1
J-002	28	1
J-002	29	1
J-002	30	1
J-002	31	1
J-002	32	1
J-002	33	1
J-002	34	1
J-002	35	1
J-002	36	1
J-002	37	1
J-002	38	1
J-002	39	1
J-002	40	1
J-002	41	1
J-002	42	1
J-002	43	1
J-002	44	1
J-002	45	1
J-002	46	1
J-002	47	1
J-002	48	1
J-002	49	1
J-002	50	1
J-002	51	1
J-002	52	1
J-002	53	1
J-002	54	1
J-003	0	1
J-003	1	1
J-003	2	1
J-003	3	1
J-003	4	1
J-003	5	1
J-003	6	1
J-003	7	1
J-003	8	1
J-003	9	1
J-003	10	1
J-003	11	1
J-003	12	1
J-003	13	1
J-003	14	1
J-003	15	1
J-003	16	1
J-003	17	1
J-003	18	1
J-003	19	1
J-003	20	1
J-003	21	1
J-003	22	1
J-003	23	1
J-003	24	1
J-003	25	1
J-003	26	1
J-003	27	1
J-003	28	1
J-003	29	1
J-003	30	1
J-003	31	1
J-003	32	1
J-003	33	1
J-003	34	1
J-003	35	1
J-003	36	1
J-003	37	1
J-003	38	1
J-003	39	1
J-003	40	1
J-003	41	1
J-003	42	1
J-003	43	1
J-003	44	1
J-003	45	1
J-003	46	1
J-003	47	1
J-003	48	1
J-003	49	1
J-003	50	1
J-003	51	1
J-003	52	1
J-003	53	1
J-003	54	1
J-004	0	1
J-004	1	1
J-004	2	1
J-004	3	1
J-004	4	1
J-004	5	1
J-004	6	1
J-004	7	1
J-004	8	1
J-004	9	1
J-004	10	1
J-004	11	1
J-004	12	1
J-004	13	1
J-004	14	1
J-004	15	1
J-004	16	1
J-004	17	1
J-004	18	1
J-004	19	1
J-004	20	1
J-004	21	1
J-004	22	1
J-004	23	1
J-004	24	1
