ep	step	tier
K-001	0	4
K-001	1	4
K-001	2	4
K-001	3	4
K-001	4	4
K-001	5	4
K-001	6	4
K-001	7	4
K-001	8	4
K-001	9	4
K-001	10	4
K-001	11	4
K-001	12	1
K-001	13	1
K-001	14	1
K-001	15	1
K-001	16	1
K-001	17	1
K-001	18	1
K-001	19	1
K-001	20	1
K-001	21	1
K-001	22	1
K-001	23	1
K-001	24	1
K-001	25	1
K-001	26	1
K-001	27	1
K-001	28	1
K-001	29	1
K-001	30	1
K-001	31	1
K-001	32	1
K-001	33	1
K-001	34	1
K-001	35	1
K-001	36	1
K-001	37	1
K-001	38	1
K-001	39	1
K-001	40	1
K-001	41	1
K-001	42	1
K-001	43	1
K-001	44	1
K-001	45	1
K-001	46	1
K-001	47	1
K-001	48	1
K-001	49	1
K-001	50	1
K-001	51	1
K-001	52	1
K-001	53	1
K-001	54	1
K-001	55	1
K-001	56	1
K-001	57	1
K-001	58	1
K-001	59	1
K-001	60	1
K-001	61	1
K-001	62	1
K-001	63	1
K-001	64	1
K-001	65	1
K-001	66	1
K-001	67	1
K-001	68	1
K-001	69	1
K-002	0	4
K-002	1	4
K-002	2	4
K-002	3	4
K-002	4	4
K-002	5	4
K-002	6	4
K-002	7	4
K-002	8	4
K-002	9	4
K-002	10	4
K-002	11	4
K-002	12	1
K-002	13	1
K-002	14	1
K-002	15	1
K-002	16	1
K-002	17	1
K-002	18	1
K-002	19	1
K-002	20	1
K-002	21	1
K-002	22	1
K-002	23	1
K-002	24	1
K-002	25	1
K-002	26	1
K-002	27	1
K-002	28	1
K-002	29	1
K-002	30	1
K-002	31	1
K-002	32	1
K-002	33	1
K-002	34	1
K-002	35	1
K-002	36	1
K-002	37	1
K-002	38	1
K-002	39	1
K-002	40	1
K-002	41	1
K-002	42	1
K-002	43	1
K-002	44	1
K-002	45	1
K-002	46	1
K-002	47	1
K-002	48	1
K-002	49	1
K-002	50	1
K-002	51	1
K-002	52	1
K-002	53	1
K-002	54	1
K-002	55	1
K-002	56	1
K-002	57	1
K-002	58	1
K-002	59	1
K-002	60	1
K-002	61	1
K-002	62	1
K-002	63	1
K-002	64	1
K-002	65	1
K-002	66	1
K-002	67	1
K-002	68	1
K-002	69	1
K-003	0	4
K-003	1	4
K-003	2	4
K-003	3	4
K-003	4	4
K-003	5	4
K-003	6	4
K-003	7	4
K-003	8	4
K-003	9	4
K-003	10	4
K-003	11	4
K-003	12	1
K-003	13	1
K-003	14	1
K-003	15	1
K-003	16	1
K-003	17	1
K-003	18	1
