ep	step	tier
M-001	0	4
M-001	1	4
M-001	2	4
M-001	3	4
M-001	4	4
M-001	5	4
M-001	6	4
M-001	7	4
M-001	8	4
M-001	9	4
M-001	10	4
M-001	11	4
M-001	12	4
M-001	13	4
M-001	14	1
M-001	15	1
M-001	16	1
M-001	17	1
M-001	18	1
M-001	19	1
M-001	20	1
M-001	21	1
M-001	22	4
M-001	23	4
M-001	24	4
M-001	25	4
M-001	26	4
M-001	27	4
M-001	28	1
M-001	29	1
M-001	30	1
M-001	31	1
M-001	32	1
M-001	33	1
M-001	34	1
M-001	35	1
M-001	36	4
M-001	37	4
M-001	38	4
M-001	39	4
M-001	40	4
M-001	41	4
M-001	42	1
M-001	43	1
M-001	44	1
M-001	45	1
M-001	46	1
M-001	47	1
M-001	48	1
M-001	49	1
M-001	50	4
M-001	51	4
M-001	52	4
M-001	53	4
M-001	54	4
M-001	55	4
M-001	56	1
M-001	57	1
M-001	58	1
M-001	59	1
M-001	60	1
M-001	61	1
M-001	62	1
M-001	63	1
M-001	64	1
M-001	65	1
M-001	66	1
M-001	67	1
M-001	68	1
M-001	69	1
M-002	0	4
M-002	1	4
M-002	2	4
M-002	3	4
M-002	4	4
M-002	5	4
M-002	6	4
M-002	7	4
M-002	8	4
M-002	9	4
M-002	10	4
M-002	11	4
M-002	12	4
M-002	13	4
M-002	14	1
M-002	15	1
M-002	16	1
M-002	17	1
M-002	18	1
M-002	19	1
M-002	20	1
M-002	21	1
M-002	22	4
M-002	23	4
M-002	24	4
M-002	25	4
M-002	26	4
M-002	27	4
M-002	28	1
M-002	29	1
M-002	30	1
M-002	31	1
M-002	32	1
M-002	33	1
M-002	34	1
M-002	35	1
M-002	36	4
M-002	37	4
M-002	38	4
M-002	39	4
M-002	40	4
M-002	41	4
M-002	42	1
M-002	43	1
M-002	44	1
M-002	45	1
M-002	46	1
M-002	47	1
M-002	48	1
M-002	49	1
M-002	50	4
M-002	51	4
M-002	52	4
M-002	53	4
M-002	54	4
M-002	55	4
M-002	56	1
M-002	57	1
M-002	58	1
M-002	59	1
M-002	60	1
M-002	61	1
M-002	62	1
M-002	63	1
M-002	64	1
M-002	65	1
M-002	66	1
M-002	67	1
M-002	68	1
M-002	69	1
M-003	0	4
M-003	1	4
M-003	2	4
M-003	3	4
M-003	4	4
M-003	5	4
M-003	6	4
M-003	7	4
M-003	8	4
M-003	9	4
M-003	10	4
M-003	11	4
M-003	12	4
M-003	13	4
M-003	14	1
M-003	15	1
M-003	16	1
M-003	17	1
M-003	18	1
M-003	19	1
M-003	20	1
M-003	21	1
M-003	22	4
M-003	23	4
M-003	24	4
M-003	25	4
M-003	26	4
