ep	step	tier
L-001	0	4
L-001	1	4
L-001	2	4
L-001	3	4
L-001	4	4
L-001	5	4
L-001	6	4
L-001	7	4
L-001	8	4
L-001	9	4
L-001	10	4
L-001	11	4
L-001	12	1
L-001	13	1
L-001	14	1
L-001	15	1
L-001	16	1
L-001	17	1
L-001	18	1
L-001	19	1
L-001	20	1
L-001	21	1
L-001	22	1
L-001	23	1
L-001	24	1
L-001	25	1
L-001	26	1
L-001	27	1
L-001	28	1
L-001	29	1
L-001	30	1
L-001	31	1
L-001	32	1
L-001	33	1
L-001	34	1
L-001	35	1
L-001	36	1
L-001	37	1
L-001	38	1
L-001	39	1
L-001	40	1
L-001	41	1
L-001	42	1
L-001	43	1
L-001	44	1
L-001	45	1
L-001	46	1
L-001	47	1
L-001	48	1
L-001	49	1
L-001	50	1
L-001	51	1
L-001	52	1
L-001	53	1
L-001	54	1
L-001	55	1
L-001	56	1
L-001	57	1
L-001	58	1
L-001	59	1
L-001	60	1
L-001	61	1
L-001	62	1
L-001	63	1
L-001	64	1
L-001	65	1
L-001	66	1
L-001	67	1
L-001	68	1
L-001	69	1
L-002	0	4
L-002	1	4
L-002	2	4
L-002	3	4
L-002	4	4
L-002	5	4
L-002	6	4
L-002	7	4
L-002	8	4
L-002	9	4
L-002	10	4
L-002	11	4
L-002	12	1
L-002	13	1
L-002	14	1
L-002	15	1
L-002	16	1
L-002	17	1
L-002	18	1
L-002	19	1
L-002	20	1
L-002	21	1
L-002	22	1
L-002	23	1
L-002	24	1
L-002	25	1
L-002	26	1
L-002	27	1
L-002	28	1
L-002	29	1
L-002	30	1
L-002	31	1
L-002	32	1
L-002	33	1
L-002	34	1
L-002	35	1
L-002	36	1
L-002	37	1
L-002	38	1
L-002	39	1
L-002	40	1
L-002	41	1
L-002	42	1
L-002	43	1
L-002	44	1
L-002	45	1
L-002	46	1
L-002	47	1
L-002	48	1
L-002	49	1
L-002	50	1
L-002	51	1
L-002	52	1
L-002	53	1
L-002	54	1
L-002	55	1
L-002	56	1
L-002	57	1
L-002	58	1
L-002	59	1
L-002	60	1
L-002	61	1
L-002	62	1
L-002	63	1
L-002	64	1
L-002	65	1
L-002	66	1
L-002	67	1
L-002	68	1
L-002	69	1
L-003	0	4
L-003	1	4
L-003	2	4
L-003	3	4
L-003	4	4
L-003	5	4
L-003	6	4
L-003	7	4
L-003	8	4
L-003	9	4
L-003	10	4
L-003	11	4
L-003	12	1
L-003	13	1
L-003	14	1
L-003	15	1
L-003	16	1
L-003	17	1
L-003	18	1
L-003	19	1
L-003	20	1
L-003	21	1
L-003	22	1
L-003	23	1
L-003	24	1
L-003	25	1
L-003	26	1
L-003	27	1
L-003	28	1
L-003	29	1
L-003	30	1
L-003	31	1
L-003	32	1
L-003	33	1
L-003	34	1
L-003	35	1
L-003	36	1
L-003	37	1
L-003	38	1
L-003	39	1
L-003	40	1
L-003	41	1
L-003	42	1
L-003	43	1
L-003	44	1
L-003	45	1
L-003	46	1
L-003	47	1
L-003	48	1
L-003	49	1
L-003	50	1
L-003	51	1
L-003	52	1
L-003	53	1
L-003	54	1
L-003	55	1
L-003	56	1
L-003	57	1
L-003	58	1
L-003	59	1
L-003	60	1
L-003	61	1
L-003	62	1
L-003	63	1
L-003	64	1
L-003	65	1
L-003	66	1
L-003	67	1
L-003	68	1
L-003	69	1
L-004	0	4
L-004	1	4
L-004	2	4
L-004	3	4
L-004	4	4
L-004	5	4
L-004	6	4
L-004	7	4
L-004	8	4
L-004	9	4
L-004	10	4
L-004	11	4
L-004	12	1
L-004	13	1
L-004	14	1
L-004	15	1
L-004	16	1
L-004	17	1
L-004	18	1
L-004	19	1
L-004	20	1
L-004	21	1
L-004	22	1
L-004	23	1
L-004	24	1
L-004	25	1
L-004	26	1
L-004	27	1
L-004	28	1
L-004	29	1
L-004	30	1
L-004	31	1
L-004	32	1
L-004	33	1
L-004	34	1
L-004	35	1
L-004	36	1
L-004	37	1
L-004	38	1
L-004	39	1
L-004	40	1
L-004	41	1
L-004	42	1
L-004	43	1
L-004	44	1
L-004	45	1
L-004	46	1
L-004	47	1
L-004	48	1
L-004	49	1
L-004	50	1
L-004	51	1
L-004	52	1
L-004	53	1
L-004	54	1
L-004	55	1
L-004	56	1
L-004	57	1
L-004	58	1
L-004	59	1
L-004	60	1
L-004	61	1
L-004	62	1
L-004	63	1
L-004	64	1
L-004	65	1
L-004	66	1
L-004	67	1
L-004	68	1
L-004	69	1
L-005	0	4
L-005	1	4
L-005	2	4
L-005	3	4
L-005	4	4
L-005	5	4
L-005	6	4
L-005	7	4
L-005	8	4
L-005	9	4
L-005	10	4
L-005	11	4
L-005	12	1
L-005	13	1
L-005	14	1
L-005	15	1
L-005	16	1
L-005	17	1
L-005	18	1
L-005	19	1
L-005	20	1
L-005	21	1
L-005	22	1
L-005	23	1
L-005	24	1
L-005	25	1
L-005	26	1
L-005	27	1
L-005	28	1
L-005	29	1
L-005	30	1
L-005	31	1
L-005	32	1
L-005	33	1
L-005	34	1
L-005	35	1
L-005	36	1
L-005	37	1
L-005	38	1
L-005	39	1
L-005	40	1
L-005	41	1
L-005	42	1
L-005	43	1
L-005	44	1
L-005	45	1
L-005	46	1
L-005	47	1
L-005	48	1
L-005	49	1
L-005	50	1
L-005	51	1
L-005	52	1
L-005	53	1
L-005	54	1
L-005	55	1
L-005	56	1
L-005	57	1
L-005	58	1
L-005	59	1
L-005	60	1
L-005	61	1
L-005	62	1
L-005	63	1
L-005	64	1
L-005	65	1
L-005	66	1
L-005	67	1
L-005	68	1
L-005	69	1
L-006	0	4
L-006	1	4
L-006	2	4
L-006	3	4
L-006	4	4
L-006	5	4
L-006	6	4
L-006	7	4
L-006	8	4
L-006	9	4
L-006	10	4
L-006	11	4
L-006	12	1
L-006	13	1
L-006	14	1
L-006	15	1
L-006	16	1
L-006	17	1
L-006	18	1
L-006	19	1
L-006	20	1
L-006	21	1
L-006	22	1
L-006	23	1
L-006	24	1
L-006	25	1
L-006	26	1
L-006	27	1
L-006	28	1
L-006	29	1
L-006	30	1
L-006	31	1
L-006	32	1
L-006	33	1
L-006	34	1
L-006	35	1
L-006	36	1
L-006	37	1
L-006	38	1
L-006	39	1
L-006	40	1
L-006	41	1
L-006	42	1
L-006	43	1
L-006	44	1
L-006	45	1
L-006	46	1
L-006	47	1
L-006	48	1
L-006	49	1
L-006	50	1
L-006	51	1
L-006	52	1
L-006	53	1
L-006	54	1
L-006	55	1
L-006	56	1
L-006	57	1
L-006	58	1
L-006	59	1
L-006	60	1
L-006	61	1
L-006	62	1
L-006	63	1
L-006	64	1
L-006	65	1
L-006	66	1
L-006	67	1
L-006	68	1
L-006	69	1
L-007	0	4
L-007	1	4
L-007	2	4
L-007	3	4
L-007	4	4
L-007	5	4
L-007	6	4
L-007	7	4
L-007	8	4
L-007	9	4
L-007	10	4
L-007	11	4
L-007	12	1
L-007	13	1
L-007	14	1
L-007	15	1
L-007	16	1
L-007	17	1
L-007	18	1
L-007	19	1
L-007	20	1
L-007	21	1
L-007	22	1
L-007	23	1
L-007	24	1
L-007	25	1
L-007	26	1
L-007	27	1
L-007	28	1
L-007	29	1
L-007	30	1
L-007	31	1
L-007	32	1
L-007	33	1
L-007	34	1
L-007	35	1
L-007	36	1
L-007	37	1
L-007	38	1
L-007	39	1
L-007	40	1
L-007	41	1
L-007	42	1
L-007	43	1
L-007	44	1
L-007	45	1
L-007	46	1
L-007	47	1
L-007	48	1
L-007	49	1
L-007	50	1
L-007	51	1
L-007	52	1
L-007	53	1
L-007	54	1
L-007	55	1
L-007	56	1
L-007	57	1
L-007	58	1
L-007	59	1
L-007	60	1
L-007	61	1
L-007	62	1
L-007	63	1
L-007	64	1
L-007	65	1
L-007	66	1
L-007	67	1
L-007	68	1
L-007	69	1
L-008	0	4
L-008	1	4
L-008	2	4
L-008	3	4
L-008	4	4
L-008	5	4
L-008	6	4
L-008	7	4
L-008	8	4
L-008	9	4
L-008	10	4
L-008	11	4
L-008	12	1
L-008	13	1
L-008	14	1
L-008	15	1
L-008	16	1
L-008	17	1
L-008	18	1
L-008	19	1
L-008	20	1
L-008	21	1
L-008	22	1
L-008	23	1
L-008	24	1
L-008	25	1
L-008	26	1
L-008	27	1
L-008	28	1
L-008	29	1
L-008	30	1
L-008	31	1
L-008	32	1
L-008	33	1
L-008	34	1
L-008	35	1
L-008	36	1
L-008	37	1
L-008	38	1
L-008	39	1
L-008	40	1
L-008	41	1
L-008	42	1
L-008	43	1
L-008	44	1
L-008	45	1
L-008	46	1
L-008	47	1
L-008	48	1
L-008	49	1
L-008	50	1
L-008	51	1
L-008	52	1
L-008	53	1
L-008	54	1
L-008	55	1
L-008	56	1
L-008	57	1
L-008	58	1
L-008	59	1
L-008	60	1
L-008	61	1
L-008	62	1
L-008	63	1
L-008	64	1
L-008	65	1
L-008	66	1
L-008	67	1
L-008	68	1
L-008	69	1
L-009	0	4
L-009	1	4
L-009	2	4
L-009	3	4
L-009	4	4
L-009	5	4
L-009	6	4
L-009	7	4
L-009	8	4
L-009	9	4
L-009	10	4
L-009	11	4
L-009	12	1
L-009	13	1
L-009	14	1
L-009	15	1
L-009	16	1
L-009	17	1
L-009	18	1
L-009	19	1
L-009	20	1
L-009	21	1
L-009	22	1
L-009	23	1
L-009	24	1
L-009	25	1
L-009	26	1
L-009	27	1
L-009	28	1
L-009	29	1
L-009	30	1
L-009	31	1
L-009	32	1
L-009	33	1
L-009	34	1
L-009	35	1
L-009	36	1
L-009	37	1
L-009	38	1
L-009	39	1
L-009	40	1
L-009	41	1
L-009	42	1
L-009	43	1
L-009	44	1
L-009	45	1
L-009	46	1
L-009	47	1
L-009	48	1
L-009	49	1
L-009	50	1
L-009	51	1
L-009	52	1
L-009	53	1
L-009	54	1
L-009	55	1
L-009	56	1
L-009	57	1
L-009	58	1
L-009	59	1
L-009	60	1
L-009	61	1
L-009	62	1
L-009	63	1
L-009	64	1
L-009	65	1
L-009	66	1
L-009	67	1
L-009	68	1
L-009	69	1
L-010	0	4
L-010	1	4
L-010	2	4
L-010	3	4
L-010	4	4
L-010	5	4
L-010	6	4
L-010	7	4
L-010	8	4
L-010	9	4
L-010	10	4
L-010	11	4
L-010	12	1
L-010	13	1
L-010	14	1
L-010	15	1
L-010	16	1
L-010	17	1
L-010	18	1
L-010	19	1
L-010	20	1
L-010	21	1
L-010	22	1
L-010	23	1
L-010	24	1
L-010	25	1
L-010	26	1
L-010	27	1
L-010	28	1
L-010	29	1
L-010	30	1
L-010	31	1
L-010	32	1
L-010	33	1
L-010	34	1
L-010	35	1
L-010	36	1
L-010	37	1
L-010	38	1
L-010	39	1
L-010	40	1
L-010	41	1
L-010	42	1
L-010	43	1
L-010	44	1
L-010	45	1
L-010	46	1
L-010	47	1
L-010	48	1
L-010	49	1
L-010	50	1
L-010	51	1
L-010	52	1
L-010	53	1
L-010	54	1
L-010	55	1
L-010	56	1
L-010	57	1
L-010	58	1
L-010	59	1
L-010	60	1
L-010	61	1
L-010	62	1
L-010	63	1
L-010	64	1
L-010	65	1
L-010	66	1
L-010	67	1
L-010	68	1
L-010	69	1
L-011	0	4
L-011	1	4
L-011	2	4
L-011	3	4
L-011	4	4
L-011	5	4
L-011	6	4
L-011	7	4
L-011	8	4
L-011	9	4
L-011	10	4
L-011	11	4
L-011	12	1
L-011	13	1
L-011	14	1
L-011	15	1
L-011	16	1
L-011	17	1
L-011	18	1
L-011	19	1
L-011	20	1
L-011	21	1
L-011	22	1
L-011	23	1
L-011	24	1
L-011	25	1
L-011	26	1
L-011	27	1
L-011	28	1
L-011	29	1
L-011	30	1
L-011	31	1
L-011	32	1
L-011	33	1
L-011	34	1
L-011	35	1
L-011	36	1
L-011	37	1
L-011	38	1
L-011	39	1
L-011	40	1
L-011	41	1
L-011	42	1
L-011	43	1
L-011	44	1
L-011	45	1
L-011	46	1
L-011	47	1
L-011	48	1
L-011	49	1
L-011	50	1
L-011	51	1
L-011	52	1
L-011	53	1
L-011	54	1
L-011	55	1
L-011	56	1
L-011	57	1
L-011	58	1
L-011	59	1
L-011	60	1
L-011	61	1
L-011	62	1
L-011	63	1
L-011	64	1
L-011	65	1
L-011	66	1
L-011	67	1
L-011	68	1
L-011	69	1
L-012	0	4
L-012	1	4
L-012	2	4
L-012	3	4
L-012	4	4
L-012	5	4
L-012	6	4
L-012	7	4
L-012	8	4
L-012	9	4
L-012	10	4
L-012	11	4
L-012	12	1
L-012	13	1
L-012	14	1
L-012	15	1
L-012	16	1
L-012	17	1
L-012	18	1
L-012	19	1
L-012	20	1
L-012	21	1
L-012	22	1
L-012	23	1
L-012	24	1
L-012	25	1
L-012	26	1
L-012	27	1
L-012	28	1
L-012	29	1
L-012	30	1
L-012	31	1
L-012	32	1
L-012	33	1
L-012	34	1
L-012	35	1
L-012	36	1
L-012	37	1
L-012	38	1
L-012	39	1
L-012	40	1
L-012	41	1
L-012	42	1
L-012	43	1
L-012	44	1
L-012	45	1
L-012	46	1
L-012	47	1
L-012	48	1
L-012	49	1
L-012	50	1
L-012	51	1
L-012	52	1
L-012	53	1
L-012	54	1
L-012	55	1
L-012	56	1
L-012	57	1
L-012	58	1
L-012	59	1
L-012	60	1
L-012	61	1
L-012	62	1
L-012	63	1
L-012	64	1
L-012	65	1
L-012	66	1
L-012	67	1
L-012	68	1
L-012	69	1
L-013	0	4
L-013	1	4
L-013	2	4
L-013	3	4
L-013	4	4
L-013	5	4
L-013	6	4
L-013	7	4
L-013	8	4
L-013	9	4
L-013	10	4
L-013	11	4
L-013	12	1
L-013	13	1
L-013	14	1
L-013	15	1
L-013	16	1
L-013	17	1
L-013	18	1
L-013	19	1
L-013	20	1
L-013	21	1
L-013	22	1
L-013	23	1
L-013	24	1
L-013	25	1
L-013	26	1
L-013	27	1
L-013	28	1
L-013	29	1
L-013	30	1
L-013	31	1
L-013	32	1
L-013	33	1
L-013	34	1
L-013	35	1
L-013	36	1
L-013	37	1
L-013	38	1
L-013	39	1
L-013	40	1
L-013	41	1
L-013	42	1
L-013	43	1
L-013	44	1
L-013	45	1
L-013	46	1
L-013	47	1
L-013	48	1
L-013	49	1
L-013	50	1
L-013	51	1
L-013	52	1
L-013	53	1
L-013	54	1
L-013	55	1
L-013	56	1
L-013	57	1
L-013	58	1
L-013	59	1
L-013	60	1
L-013	61	1
L-013	62	1
L-013	63	1
L-013	64	1
L-013	65	1
L-013	66	1
L-013	67	1
L-013	68	1
L-013	69	1
L-014	0	4
L-014	1	4
L-014	2	4
L-014	3	4
L-014	4	4
L-014	5	4
L-014	6	4
L-014	7	4
L-014	8	4
L-014	9	4
L-014	10	4
L-014	11	4
L-014	12	1
L-014	13	1
L-014	14	1
L-014	15	1
L-014	16	1
L-014	17	1
L-014	18	1
L-014	19	1
L-014	20	1
L-014	21	1
L-014	22	1
L-014	23	1
L-014	24	1
L-014	25	1
L-014	26	1
L-014	27	1
L-014	28	1
L-014	29	1
L-014	30	1
L-014	31	1
L-014	32	1
L-014	33	1
L-014	34	1
L-014	35	1
L-014	36	1
L-014	37	1
L-014	38	1
L-014	39	1
L-014	40	1
L-014	41	1
L-014	42	1
L-014	43	1
L-014	44	1
L-014	45	1
L-014	46	1
L-014	47	1
L-014	48	1
L-014	49	1
L-014	50	1
L-014	51	1
L-014	52	1
L-014	53	1
L-014	54	1
L-014	55	1
L-014	56	1
L-014	57	1
L-014	58	1
L-014	59	1
L-014	60	1
L-014	61	1
L-014	62	1
L-014	63	1
L-014	64	1
L-014	65	1
L-014	66	1
L-014	67	1
L-014	68	1
L-014	69	1
L-015	0	4
L-015	1	4
L-015	2	4
L-015	3	4
L-015	4	4
L-015	5	4
L-015	6	4
L-015	7	4
