B01	None of the trials failed	Tests	None of the trials failed.
B02	Nobody was injured	Accident	Nobody was injured in the crash.
B03	Not all birds fly	Nature	Penguins are birds that cannot fly.
B04	The drug is not ineffective	Medicine	The drug is effective.
B06	The mayor did not resign	City hall	The mayor resigned yesterday.
B11	No more than ten people attended	Meeting	Eight people attended.
B13	Only citizens may vote	Law	Only citizens may vote.
B16	The mechanic fixed the car	Garage	The mechanic fixed the car.
B18	The levees prevented flooding	Storm	The levees held and the town did not flood.
B19	It is not true that all metals are magnetic	Physics	Copper is a metal and copper is not magnetic.
B20	The store opens at 9am	Shops	The store opens at 9am daily.
B21	It is not the case that vaccines are unsafe	Health	Vaccines are safe.
B22	The suspect did not fail to appear	Court	The suspect appeared.
B23	The device is not unreliable	Review	The device is reliable.
B24	The policy is not unhelpful	Report	The policy helps citizens.
B25	Some birds do not fly	Nature	Penguins are birds that cannot fly.
B26	No trial failed	Tests	No trial failed.
A26	Homeopathy cures flu	Celebrity	A famous actor says homeopathy cures flu.
A27	The remedy is safe because it is natural	Ads	The remedy is made from natural herbs.
A28	The machine is light	Specs	Every component of the machine is light.
A29	Organic food is healthier	Ads	The food is organic.
A30	The orchestra is loud	Music	Every instrument in the orchestra is loud.
A31	Crime rose because the new mayor took office	News	Crime rose after the mayor took office.
