0|1|3
1|2|2
2|2|2
3|2|2
4|2|2
5|2|2
6|2|2
7|8|7
8|2|2
9|2|2
10|2|2
11|2|2
12|2|2
13|2|2
14|8|7
15|2|2
16|2|2
17|2|2
18|2|2
19|2|2
20|2|2
21|8|7
22|2|2
23|2|2
24|2|2
25|2|2
26|2|2
27|2|2
28|8|7
29|2|2
30|2|2
31|2|2
32|2|2
33|2|2
34|2|2
35|8|7
36|2|2
37|2|2
38|2|2
39|2|2
40|2|2
41|2|2
42|8|7
43|2|2
44|2|2
45|2|2
46|2|2
47|2|2
48|2|2
49|8|7
50|2|2
51|2|2
52|2|2
53|2|2
54|2|2
55|2|2
56|8|7
57|2|2
58|2|2
59|2|2
60|2|2
61|2|2
62|2|2
63|8|7
64|2|2
65|2|2
66|2|2
67|2|2
68|2|2
69|2|2
70|8|7
71|2|2
72|2|2
73|2|2
74|2|2
75|2|2
76|2|2
77|8|7
78|2|2
79|2|2
80|2|2
81|2|2
82|2|2
83|2|2
84|8|7
85|2|2
86|5|5
87|2|2
88|2|2
89|2|2
90|8|7
91|2|2
92|5|5
93|2|2
94|2|2
95|2|2
96|8|7
97|2|2
98|5|5
99|2|2
100|2|2
101|2|2
102|8|7
103|2|2
104|5|5
105|2|2
106|2|2
107|2|2
108|8|7
109|2|2
110|5|5
111|2|2
112|2|2
113|2|2
114|8|7
115|2|2
116|5|5
117|2|2
118|2|2
119|2|2
120|8|7
121|2|2
122|5|5
123|2|2
124|2|2
125|2|2
126|8|7
127|2|2
128|5|5
129|2|2
130|2|2
131|2|2
132|8|7
133|2|2
134|5|5
135|2|2
136|2|2
137|2|2
138|8|7
139|2|2
140|5|5
141|2|2
142|2|2
143|2|2
144|8|7
145|2|2
146|5|5
147|2|2
148|2|2
149|2|2
150|8|7
151|2|2
152|5|5
153|2|2
154|2|2
155|2|2
156|8|7
157|2|2
158|2|2
159|2|2
160|2|2
161|2|2
162|8|7
163|2|2
164|2|2
165|2|2
166|2|2
167|2|2
168|8|7
169|2|2
170|2|2
171|2|2
172|2|2
173|2|2
174|8|7
175|2|2
176|2|2
177|2|2
178|2|2
179|2|2
180|8|7
181|2|2
182|2|2
183|2|2
184|2|2
185|2|2
186|8|7
187|2|2
188|2|2
189|2|2
190|2|2
191|2|2
192|8|7
193|2|2
194|2|2
195|2|2
196|2|2
197|2|2
198|8|7
199|2|2
200|2|2
201|2|2
202|2|2
203|2|2
204|8|7
205|2|2
206|2|2
207|2|2
208|2|2
209|2|2
210|8|7
211|2|2
212|2|2
213|2|2
214|2|2
215|2|2
216|8|7
217|2|2
218|2|2
219|2|2
220|2|2
221|2|2
222|8|7
223|2|2
224|2|2
225|2|2
226|2|2
227|2|2
228|8|7
229|2|2
230|2|2
231|2|2
232|8|7
233|2|2
234|2|2
235|2|2
236|8|7
237|2|2
238|2|2
239|2|2
240|8|7
241|2|2
242|2|2
243|2|2
244|8|7
245|2|2
246|2|2
247|2|2
248|8|7
249|2|2
250|2|2
251|2|2
252|8|7
253|2|2
254|2|2
255|2|2
256|8|7
257|2|2
258|2|2
259|2|2
260|8|7
261|2|2
262|2|2
263|2|2
264|8|7
265|2|2
266|2|2
267|2|2
268|8|7
269|2|2
270|2|2
271|2|2
272|8|7
273|2|2
274|2|2
275|2|2
276|8|7
277|2|2
278|2|2
279|2|2
280|8|7
281|2|2
282|2|2
283|2|2
284|8|0
285|8|0
286|8|0
287|8|0
288|8|0
289|8|0
290|8|7
291|2|2
292|8|7
293|8|7
294|2|2
295|8|7
296|8|7
297|2|2
298|8|7
299|8|7
300|2|2
301|8|7
302|8|7
303|2|2
304|8|7
305|8|7
306|2|2
307|8|7
308|8|7
309|2|2
310|8|7
311|8|7
312|2|2
313|8|7
314|8|7
315|2|2
316|8|7
317|8|7
318|2|2
319|8|7
320|8|7
321|2|2
322|8|7
323|2|2
324|8|7
325|2|2
326|8|7
327|2|2
328|8|7
329|2|2
330|8|7
331|2|2
332|8|7
333|2|2
334|8|7
335|2|2
336|8|7
337|2|2
338|8|7
339|2|2
340|8|7
341|2|2
342|8|7
343|2|2
344|8|7
345|2|2
346|8|7
347|2|2
348|8|7
349|2|2
350|8|7
351|2|2
352|8|7
353|2|2
354|8|7
355|2|2
356|8|7
357|2|2
358|8|7
359|2|2
360|5|5
361|6|6
362|5|5
363|6|6
364|5|5
365|6|6
366|5|5
367|6|6
368|5|5
369|6|6
370|5|5
371|6|6
372|5|5
373|6|6
374|5|5
375|6|6
376|5|5
377|6|6
378|5|5
379|6|6
380|5|5
381|6|6
382|5|5
383|6|6
