# train_dismin2 log — F25 DISMIN TRAIN-COORD v2 (PREREG_FORKROUND.md FROZEN v2 §5b)
ncells_training_released=4222
A	init	obj=3880000000	v12=0	mccn=0	mccd=3880	v3bad=1
A	sw0	p0	try50	obj3502555000	dobj-377445000	v120	v2ok0	v3bad1	acc1
A	sw0	p0	try8	obj3444122808	dobj-58432192	v120	v2ok0	v3bad1	acc1
A	sw0	p0	try1	obj3436856782	dobj-7266026	v120	v2ok0	v3bad1	acc1
A	sw0	p1	try50	obj3164709800	dobj-272146982	v12125	v2ok0	v3bad1	acc1
A	sw0	p1	try8	obj3122344332	dobj-42365468	v12125	v2ok0	v3bad1	acc1
A	sw0	p1	try1	obj3118588986	dobj-3755346	v12125	v2ok0	v3bad1	acc1
A	sw0	p2	try50	obj3101533646	dobj-17055340	v12177	v2ok0	v3bad1	acc1
A	sw0	p2	try8	obj3099999851	dobj-1533795	v12177	v2ok0	v3bad1	acc1
A	sw0	p2	try1	obj3099948556	dobj-51295	v12177	v2ok0	v3bad1	acc1
A	sw0	p3	try50	obj3099948556	dobj0	v12177	v2ok0	v3bad1	acc0
A	sw0	p3	try-50	obj3099948556	dobj0	v12177	v2ok0	v3bad1	acc0
A	sw0	p3	try8	obj3099948556	dobj0	v12177	v2ok0	v3bad1	acc0
A	sw0	p3	try-8	obj3099948556	dobj0	v12177	v2ok0	v3bad1	acc0
A	sw0	p3	try1	obj3099948556	dobj0	v12177	v2ok0	v3bad1	acc0
A	sw0	p3	try-1	obj3099948556	dobj0	v12177	v2ok0	v3bad1	acc0
A	sw0	p4	try50	obj3001016685	dobj-98931871	v12157	v2ok0	v3bad1	acc1
A	sw0	p4	try8	obj2985753850	dobj-15262835	v12157	v2ok0	v3bad1	acc1
A	sw0	p4	try1	obj2983370044	dobj-2383806	v12157	v2ok0	v3bad1	acc1
A	sweep0	accepted=12	best=2983370044
A	sw1	p0	try50	obj2656756844	dobj-326613200	v12157	v2ok0	v3bad1	acc1
