qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,196
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,280
shadow_mse_div100_learned_reduced12,847
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1723
shadow_r2_per_mille_learned_reduced12,749
shadow_global_ratio_per_mille,632
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_init_pm,mean_observations_x1000
cell,0,0,0,arm,0,40,1,0,0,1,0,0,0,0,3131,5856,3131,16,0,0,1,-83131,40,0,0,0,0,0,0,0,16000
cell,0,0,0,arm,1,40,1,0,0,1,0,0,0,0,3131,5856,3131,16,0,0,1,-83131,40,0,0,0,0,0,0,0,16000
cell,0,0,0,arm,2,40,1,0,0,1,0,0,0,0,3131,5856,3131,16,0,0,1,-83131,40,0,0,0,0,0,0,0,16000
cell,0,0,0,arm,3,40,1,0,0,1,0,0,0,0,3131,5856,3131,16,0,0,1,-83131,40,0,0,0,0,0,0,0,16000
cell,0,0,1,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,1,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,1,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,1,arm,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,2,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,2,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,2,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,2,arm,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,3,arm,0,40,4,0,0,4,0,0,0,0,292,1250,292,4,0,0,0,-80292,40,0,0,0,0,0,0,0,1000
cell,0,0,3,arm,1,40,4,0,0,4,0,0,0,0,292,1250,292,4,0,0,0,-80292,40,0,0,0,0,0,0,0,1000
cell,0,0,3,arm,2,40,4,0,0,4,0,0,0,0,292,1250,292,4,0,0,0,-80292,40,0,0,0,0,0,0,0,1000
cell,0,0,3,arm,3,40,4,0,0,4,0,0,0,0,292,1250,292,4,0,0,0,-80292,40,0,0,0,0,0,0,0,1000
cell,0,0,4,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,4,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,4,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,0,4,arm,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,1,0,arm,0,40,2,0,0,2,0,0,0,0,3343,9312,3343,32,0,0,2,-83343,40,0,0,0,0,0,0,0,16000
cell,0,1,0,arm,1,40,2,0,0,2,0,0,0,0,3343,9312,3343,32,0,0,2,-83343,40,0,0,0,0,0,0,0,16000
cell,0,1,0,arm,2,40,2,0,0,2,0,0,0,0,3343,9312,3343,32,0,0,2,-83343,40,0,0,0,0,0,0,0,16000
cell,0,1,0,arm,3,40,2,0,0,2,0,0,0,0,3343,9312,3343,32,0,0,2,-83343,40,0,0,0,0,0,0,0,16000
cell,0,1,1,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,1,1,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,1,1,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,1,1,arm,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,1,2,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,1,2,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
cell,0,1,2,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80000,40,0,0,0,0,0,0,0,0
