LHE,0,1,0,0,0,1,0,0,0
LHE,1,2,0,0,0,3,0,0,0
LHE,2,2,0,0,0,4,0,0,1
LHE,3,2,0,1,0,4,0,0,1
LHE,4,3,0,1,0,5,0,0,1
LHE,5,4,0,1,0,7,0,0,1
LHE,6,4,0,1,0,8,0,0,2
LHE,7,4,0,2,0,8,0,0,2
LHE,8,5,0,2,0,9,0,0,2
LHE,9,6,0,2,0,11,0,0,2
LHE,10,6,0,2,0,12,0,0,3
LHE,11,6,0,3,0,12,0,0,3
LHE,12,7,0,3,0,13,0,0,3
LHE,13,8,0,3,0,15,0,0,3
LHE,14,8,0,3,0,16,0,0,4
LHE,15,8,0,4,0,16,0,0,4
LHE,16,9,0,4,0,17,0,0,4
LHE,17,10,0,4,0,19,0,0,4
LHE,18,10,0,4,0,20,0,0,5
LHE,19,10,0,5,0,20,0,0,5
LHE,20,11,0,5,0,21,0,0,5
LHE,21,12,0,5,0,23,0,0,5
LHE,22,12,0,5,0,24,0,0,6
LHE,23,12,0,6,0,24,0,0,6
LHE,24,13,0,6,0,25,0,0,6
LHE,25,14,0,6,0,27,0,0,6
LHE,26,14,0,6,0,28,0,0,7
LHE,27,14,0,7,0,28,0,0,7
LHE,28,15,0,7,0,29,0,0,7
LHE,29,16,0,7,0,31,0,0,7
LHE,30,16,0,7,0,32,0,0,8
LHE,31,16,0,8,0,32,0,0,8
LHE,32,17,0,8,0,33,0,0,8
LHE,33,18,0,8,0,35,0,0,8
LHE,34,18,0,8,0,36,0,0,9
LHE,35,18,0,9,0,36,0,0,9
LHE,36,19,0,9,0,37,0,0,9
LHE,37,20,0,9,0,39,0,0,9
LHE,38,20,0,9,0,40,0,0,10
LHE,39,20,0,10,0,40,0,0,10
LHE,40,21,0,10,0,41,0,0,10
LHE,41,22,0,10,0,43,0,0,10
LHE,42,22,0,10,0,44,0,0,11
LHE,43,22,0,11,0,44,0,0,11
LHE,44,23,0,11,0,45,0,0,11
LHE,45,24,0,11,0,47,0,0,11
LHE,46,24,0,11,0,48,0,0,12
LHE,47,24,0,12,0,48,0,0,12
LHE,48,25,0,12,0,49,0,0,12
LHE,49,26,0,12,0,51,0,0,12
LHE,50,26,0,12,0,52,0,0,13
LHE,51,26,0,13,0,52,0,0,13
LHE,52,27,0,13,0,53,0,0,13
LHE,53,28,0,13,0,55,0,0,13
LHE,54,28,0,13,0,56,0,0,14
LHE,55,28,0,14,0,56,0,0,14
LHE,56,29,0,14,0,57,0,0,14
LHE,57,30,0,14,0,59,0,0,14
LHE,58,30,0,14,0,60,0,0,15
LHE,59,30,0,15,0,60,0,0,15
LHE,60,31,0,15,0,61,0,0,15
LHE,61,32,0,15,0,63,0,0,15
LHE,62,32,0,15,0,64,0,0,16
LHE,63,32,0,16,0,64,0,0,16
LHE,64,33,0,16,0,65,0,0,16
LHE,65,34,0,16,0,66,0,0,16
LHE,66,34,0,16,0,67,0,0,17
LHE,67,34,0,17,0,67,0,0,17
LHE,68,35,0,17,0,68,0,0,17
LHE,69,36,0,17,0,69,0,0,17
LHE,70,36,0,17,0,70,0,0,18
LHE,71,36,0,18,0,70,0,0,18
LHE,72,37,0,18,0,71,0,0,18
LHE,73,38,0,18,0,72,0,0,18
LHE,74,38,0,18,0,73,0,0,19
LHE,75,38,0,19,0,73,0,0,19
LHE,76,39,0,19,0,74,0,0,19
LHE,77,40,0,19,0,75,0,0,19
LHE,78,40,0,19,0,76,0,0,20
LHE,79,40,0,20,0,76,0,0,20
LHE,80,41,0,20,0,77,0,0,20
LHE,81,42,0,20,0,78,0,0,20
LHE,82,42,0,20,0,79,0,0,21
LHE,83,42,0,21,0,79,0,0,21
LHE,84,43,0,21,0,80,0,0,21
LHE,85,44,0,21,0,81,0,0,21
LHE,86,44,0,21,0,82,0,0,22
LHE,87,44,0,22,0,82,0,0,22
LHE,88,45,0,22,0,83,0,0,22
LHE,89,46,0,22,0,84,0,0,22
LHE,90,46,0,22,0,85,0,0,23
LHE,91,46,0,23,0,85,0,0,23
LHE,92,47,0,23,0,86,0,0,23
LHE,93,48,0,23,0,87,0,0,23
LHE,94,48,0,23,0,88,0,0,24
LHE,95,48,0,24,0,88,0,0,24
LHE,96,49,0,24,0,89,0,0,24
LHE,97,50,0,24,0,90,0,0,24
LHE,98,50,0,24,0,91,0,0,25
LHE,99,50,0,25,0,91,0,0,25
LHE,100,51,0,25,0,92,0,0,25
LHE,101,52,0,25,0,93,0,0,25
LHE,102,52,0,25,0,94,0,0,26
LHE,103,52,0,26,0,94,0,0,26
LHE,104,53,0,26,0,95,0,0,26
LHE,105,54,0,26,0,96,0,0,26
LHE,106,54,0,26,0,97,0,0,27
LHE,107,54,0,27,0,97,0,0,27
LHE,108,55,0,27,0,98,0,0,27
LHE,109,56,0,27,0,99,0,0,27
LHE,110,56,0,27,0,100,0,0,28
LHE,111,56,0,28,0,100,0,0,28
LHE,112,56,0,29,0,100,0,0,28
LHE,113,56,0,30,0,100,0,0,28
LHE,114,56,0,31,0,100,0,0,28
LHE,115,56,0,32,0,100,0,0,28
LHE,116,56,0,33,0,100,0,0,28
LHE,117,56,0,34,0,100,0,0,28
LHE,118,56,0,35,0,100,0,0,28
LHE,119,56,0,36,0,100,0,0,28
LHE,120,56,0,37,0,100,0,0,28
LHE,121,56,0,38,0,100,0,0,28
LHE,122,56,0,39,0,100,0,0,28
LHE,123,56,0,40,0,100,0,0,28
LHE,124,56,0,41,0,100,0,0,28
LHE,125,56,0,42,0,100,0,0,28
LHE,126,56,0,43,0,100,0,0,28
LHE,127,56,0,44,0,100,0,0,28
LHE,128,56,0,45,0,100,0,0,28
LHE,129,56,0,46,0,100,0,0,28
LHE,130,56,0,47,0,100,0,0,28
LHE,131,56,0,48,0,100,0,0,28
LHE,132,56,0,49,0,100,0,0,28
LHE,133,56,0,50,0,100,0,0,28
LHE,134,56,0,51,0,100,0,0,28
LHE,135,56,0,52,0,100,0,0,28
LHE,136,56,0,53,0,100,0,0,28
LHE,137,56,0,54,0,100,0,0,28
LHE,138,56,0,55,0,100,0,0,28
LHE,139,56,0,56,0,100,0,0,28
LHE,140,56,0,57,0,100,0,0,28
LHE,141,56,0,58,0,100,0,0,28
LHE,142,56,0,59,0,100,0,0,28
LHE,143,56,0,60,0,100,0,0,28
LHE,144,56,0,61,0,100,0,0,28
LHE,145,56,0,62,0,100,0,0,28
LHE,146,56,0,63,0,100,0,0,28
LHE,147,56,0,64,0,100,0,0,28
LHE,148,56,0,65,0,100,0,0,28
LHE,149,56,0,66,0,100,0,0,28
LHE,150,56,0,67,0,100,0,0,28
LHE,151,56,0,68,0,100,0,0,28
LHE,152,56,0,69,0,100,0,0,28
LHE,153,56,0,70,0,100,0,0,28
LHE,154,56,0,71,0,100,0,0,28
LHE,155,56,0,72,0,100,0,0,28
LHE,156,56,0,73,0,100,0,0,28
LHE,157,56,0,74,0,100,0,0,28
LHE,158,56,0,75,0,100,0,0,28
LHE,159,56,0,76,0,100,0,0,28
LHE,160,56,0,77,0,100,0,0,28
LHE,161,56,0,78,0,100,0,0,28
