T	T0000a	4	2	0	1	20	1,2
T	T0000b	4	2	0	1	20	2,7
T	T0000c	4	2	0	1	20	1,2
T	T0001a	8	2	0	1	33	1,2
T	T0001b	8	2	0	1	33	2,7
T	T0001c	8	2	0	1	33	1,2
T	T0002a	10	2	0	1	46	1,2
T	T0002b	10	2	0	1	46	2,7
T	T0002c	10	2	0	1	46	1,2
T	T0003a	12	2	0	1	59	1,2
T	T0003b	12	2	0	1	59	2,7
T	T0003c	12	2	0	1	59	1,2
T	T0004a	14	2	0	1	72	1,2
T	T0004b	14	2	0	1	72	2,7
T	T0004c	14	2	0	1	72	1,2
T	T0005a	16	2	0	1	85	1,2
T	T0005b	16	2	0	1	85	2,7
T	T0005c	16	2	0	1	85	1,2
T	T0006a	18	2	0	1	98	1,2
T	T0006b	18	2	0	1	98	2,7
T	T0006c	18	2	0	1	98	1,2
T	T0007a	20	2	0	1	111	1,2
T	T0007b	20	2	0	1	111	2,7
T	T0007c	20	2	0	1	111	1,2
T	T0100a	4	2	0	1	57	22,23
T	T0100b	4	2	0	1	57	22,25
T	T0100c	4	2	0	1	57	22,23
T	T0101a	8	2	0	1	70	22,23
T	T0101b	8	2	0	1	70	22,25
T	T0101c	8	2	0	1	70	22,23
T	T0102a	10	2	0	1	83	22,23
T	T0102b	10	2	0	1	83	22,25
T	T0102c	10	2	0	1	83	22,23
T	T0103a	12	2	0	1	96	22,23
T	T0103b	12	2	0	1	96	22,25
T	T0103c	12	2	0	1	96	22,23
T	T0104a	14	2	0	1	109	22,23
T	T0104b	14	2	0	1	109	22,25
T	T0104c	14	2	0	1	109	22,23
T	T0105a	16	2	0	1	122	22,23
T	T0105b	16	2	0	1	122	22,25
T	T0105c	16	2	0	1	122	22,23
T	T0106a	18	2	0	1	135	22,23
T	T0106b	18	2	0	1	135	22,25
T	T0106c	18	2	0	1	135	22,23
T	T0107a	20	2	0	1	148	22,23
T	T0107b	20	2	0	1	148	22,25
T	T0107c	20	2	0	1	148	22,23
T	T0200a	4	2	0	1	94	33,34
T	T0200b	4	2	0	1	94	34,36
T	T0200c	4	2	0	1	94	33,34
T	T0201a	8	2	0	1	107	33,34
T	T0201b	8	2	0	1	107	34,36
T	T0201c	8	2	0	1	107	33,34
T	T0202a	10	2	0	1	120	33,34
T	T0202b	10	2	0	1	120	34,36
T	T0202c	10	2	0	1	120	33,34
T	T0203a	12	2	0	1	133	33,34
T	T0203b	12	2	0	1	133	34,36
T	T0203c	12	2	0	1	133	33,34
T	T0204a	14	2	0	1	146	33,34
T	T0204b	14	2	0	1	146	34,36
T	T0204c	14	2	0	1	146	33,34
T	T0205a	16	2	0	1	159	33,34
T	T0205b	16	2	0	1	159	34,36
T	T0205c	16	2	0	1	159	33,34
T	T0206a	18	2	0	1	172	33,34
T	T0206b	18	2	0	1	172	34,36
T	T0206c	18	2	0	1	172	33,34
T	T0207a	20	2	0	1	185	33,34
T	T0207b	20	2	0	1	185	34,36
T	T0207c	20	2	0	1	185	33,34
T	T0300a	4	2	0	1	131	44,46
T	T0300b	4	2	0	1	131	46,48
T	T0300c	4	2	0	1	131	44,46
T	T0301a	8	2	0	1	144	44,46
T	T0301b	8	2	0	1	144	46,48
T	T0301c	8	2	0	1	144	44,46
T	T0302a	10	2	0	1	157	44,46
T	T0302b	10	2	0	1	157	46,48
T	T0302c	10	2	0	1	157	44,46
T	T0303a	12	2	0	1	170	44,46
T	T0303b	12	2	0	1	170	46,48
T	T0303c	12	2	0	1	170	44,46
T	T0304a	14	2	0	1	183	44,46
T	T0304b	14	2	0	1	183	46,48
T	T0304c	14	2	0	1	183	44,46
T	T0305a	16	2	0	1	196	44,46
T	T0305b	16	2	0	1	196	46,48
T	T0305c	16	2	0	1	196	44,46
T	T0306a	18	2	0	1	209	44,46
T	T0306b	18	2	0	1	209	46,48
T	T0306c	18	2	0	1	209	44,46
T	T0307a	20	2	0	1	222	44,46
T	T0307b	20	2	0	1	222	46,48
T	T0307c	20	2	0	1	222	44,46
T	T0400a	4	2	0	1	1998	56,57
T	T0400b	4	2	0	1	1998	57,59
T	T0400c	4	2	0	1	1998	56,57
T	T0401a	8	2	0	1	1861	56,57
T	T0401b	8	2	0	1	1861	57,59
T	T0401c	8	2	0	1	1861	56,57
T	T0402a	10	2	0	1	1874	56,57
T	T0402b	10	2	0	1	1874	57,59
T	T0402c	10	2	0	1	1874	56,57
T	T0403a	12	2	0	1	1887	56,57
T	T0403b	12	2	0	1	1887	57,59
T	T0403c	12	2	0	1	1887	56,57
T	T0404a	14	2	0	1	1900	56,57
T	T0404b	14	2	0	1	1900	57,59
T	T0404c	14	2	0	1	1900	56,57
T	T0405a	16	2	0	1	1913	56,57
T	T0405b	16	2	0	1	1913	57,59
T	T0405c	16	2	0	1	1913	56,57
T	T0406a	18	2	0	1	1926	56,57
T	T0406b	18	2	0	1	1926	57,59
T	T0406c	18	2	0	1	1926	56,57
T	T0407a	20	2	0	1	1939	56,57
T	T0407b	20	2	0	1	1939	57,59
T	T0407c	20	2	0	1	1939	56,57
T	T0500a	4	2	0	1	205	67,68
T	T0500b	4	2	0	1	205	70,71
T	T0500c	4	2	0	1	205	67,68
T	T0501a	8	2	0	1	218	67,68
T	T0501b	8	2	0	1	218	70,71
T	T0501c	8	2	0	1	218	67,68
T	T0502a	10	2	0	1	231	67,68
T	T0502b	10	2	0	1	231	70,71
T	T0502c	10	2	0	1	231	67,68
T	T0503a	12	2	0	1	244	67,68
T	T0503b	12	2	0	1	244	70,71
T	T0503c	12	2	0	1	244	67,68
T	T0504a	14	2	0	1	257	67,68
