0	0	950	1
3	0	950	1
6	0	950	1
9	0	950	1
12	0	950	1
15	0	950	1
18	0	950	1
21	0	950	1
24	0	950	1
27	0	950	1
30	0	950	1
33	0	950	1
36	0	950	1
39	0	950	1
42	0	950	1
45	0	950	1
48	0	950	1
51	0	950	1
54	0	950	1
57	0	950	1
60	0	700	1
63	0	950	1
66	0	700	1
69	0	700	1
72	0	950	1
75	1	950	1
78	0	700	1
81	1	750	1
84	1	950	1
87	0	950	1
90	1	950	1
93	0	950	1
96	0	950	1
99	0	950	1
102	0	950	1
105	0	700	1
108	0	950	1
111	0	950	1
114	0	950	1
117	0	700	1
120	0	950	1
123	0	950	1
126	0	700	1
129	0	950	1
132	0	950	1
135	0	950	1
138	0	950	1
141	0	950	1
144	0	950	1
147	0	950	1
150	0	950	1
153	0	950	1
156	0	950	1
159	0	950	1
162	0	950	1
165	0	950	1
168	0	950	1
171	0	700	1
174	0	700	1
177	0	700	1
1	0	950	1
4	0	950	1
7	0	950	1
10	0	950	1
13	0	950	1
16	0	950	1
19	0	950	1
22	0	950	1
25	0	950	1
28	0	950	1
31	0	950	1
34	0	950	1
37	0	950	1
40	0	950	1
43	0	950	1
46	0	950	1
49	0	950	1
52	0	950	1
55	0	950	1
58	0	950	1
61	0	700	1
64	1	950	1
67	0	700	1
70	0	700	1
73	0	950	1
76	1	950	1
79	0	700	1
82	1	750	1
85	1	950	1
88	0	950	1
91	1	950	1
94	0	950	1
97	0	950	1
100	0	950	1
103	0	950	1
106	0	700	1
109	0	950	1
112	0	950	1
115	0	950	1
118	0	700	1
121	0	950	1
124	0	950	1
127	0	700	1
130	0	950	1
133	0	950	1
136	0	950	1
139	0	950	1
142	0	950	1
145	0	950	1
148	0	950	1
151	0	950	1
154	0	950	1
157	0	950	1
160	0	950	1
163	0	950	1
166	0	950	1
169	0	950	1
172	0	700	1
175	0	700	1
178	0	700	1
2	0	950	1
5	0	950	1
8	0	950	1
11	0	950	1
14	0	950	1
17	0	950	1
20	0	950	1
23	0	950	1
26	0	950	1
29	0	950	1
32	0	950	1
35	0	950	1
38	0	950	1
41	0	950	1
44	0	950	1
47	0	950	1
50	0	950	1
53	0	950	1
56	0	950	1
59	0	950	1
62	0	950	1
65	0	950	1
68	0	950	1
71	0	950	1
74	0	950	1
77	0	950	1
80	0	950	1
83	0	950	1
86	0	950	1
89	0	950	1
180	2	700	1
183	2	950	1
186	2	950	1
189	1	750	1
192	2	950	1
195	2	700	1
198	2	950	1
201	1	750	1
204	2	950	1
207	2	700	1
210	2	950	1
213	2	700	1
216	2	950	1
219	1	950	1
222	2	950	1
225	2	700	1
228	2	950	1
231	1	750	1
234	1	950	1
237	2	700	1
240	2	700	1
243	2	700	1
246	2	950	1
249	2	700	1
252	2	700	1
255	2	700	1
258	2	950	1
261	1	850	1
264	2	700	1
267	2	950	1
270	2	700	1
273	2	700	1
276	2	950	1
279	1	950	1
282	2	950	1
285	2	700	1
288	2	950	1
291	2	950	1
294	2	950	1
297	2	700	1
181	2	700	1
184	2	950	1
187	2	950	1
190	1	750	1
193	2	950	1
196	2	700	1
199	2	950	1
202	1	750	1
205	2	950	1
208	2	700	1
211	2	950	1
214	2	700	1
217	2	950	1
220	1	950	1
223	2	950	1
226	2	700	1
229	2	950	1
232	1	750	1
235	1	950	1
238	2	700	1
241	2	700	1
244	2	700	1
247	2	950	1
250	2	700	1
253	2	700	1
256	2	700	1
259	2	950	1
262	1	850	1
265	2	700	1
268	2	950	1
271	2	700	1
274	2	700	1
277	2	950	1
280	1	950	1
283	2	950	1
286	2	700	1
289	2	950	1
292	2	950	1
295	2	950	1
298	2	700	1
182	1	950	1
185	2	950	1
188	1	950	1
191	1	850	1
194	1	950	1
197	2	950	1
200	1	950	1
203	2	700	1
206	1	950	1
209	1	950	1
212	1	950	1
215	2	950	1
218	2	950	1
221	1	950	1
224	2	950	1
227	1	950	1
230	1	950	1
233	1	950	1
236	1	850	1
239	1	950	1
300	5	700	1
303	3	950	1
306	5	700	1
309	5	700	1
312	4	700	1
315	3	400	1
318	3	950	1
321	5	700	1
324	3	400	1
327	3	400	1
330	3	400	1
333	3	400	1
336	5	700	1
339	3	950	1
342	5	700	1
345	3	400	1
348	4	700	1
351	4	700	1
354	3	400	1
357	5	700	1
360	3	400	1
363	4	700	1
366	4	700	1
369	3	400	1
372	4	700	1
375	5	700	1
378	5	950	1
381	3	400	1
384	3	400	1
387	3	400	1
390	3	400	1
393	3	400	1
396	5	700	1
399	3	400	1
402	5	700	1
405	5	700	1
408	3	400	1
411	3	400	1
414	5	700	1
417	3	400	1
420	5	700	1
423	4	700	1
426	3	400	1
429	4	700	1
432	3	400	1
435	4	700	1
438	3	400	1
441	5	400	1
444	5	400	1
447	4	700	1
450	4	700	1
453	5	700	1
456	4	700	1
459	3	400	1
462	3	400	1
465	4	700	1
468	3	400	1
471	3	400	1
474	3	950	1
477	3	400	1
480	3	400	1
483	4	700	1
486	3	400	1
489	3	950	1
492	3	950	1
495	3	400	1
498	5	700	1
501	3	400	1
504	5	700	1
507	4	700	1
510	3	950	1
513	3	400	1
516	4	700	1
519	4	700	1
522	3	400	1
525	5	700	1
528	3	950	1
531	3	400	1
534	4	700	1
537	5	700	1
540	3	400	1
543	5	700	1
546	5	700	1
549	3	400	1
552	3	400	1
555	4	700	1
558	3	400	1
561	3	400	1
564	4	700	1
567	5	700	1
301	5	700	1
304	3	950	1
307	3	400	1
310	3	400	1
313	4	700	1
316	3	400	1
319	3	400	1
322	5	700	1
325	3	400	1
328	3	400	1
331	3	400	1
334	3	400	1
337	3	400	1
340	3	950	1
343	5	700	1
346	5	700	1
349	4	700	1
352	3	400	1
355	3	400	1
358	3	400	1
361	3	400	1
364	3	400	1
