60	1	1	782	2
60	2	2	390	1
60	2	2	425	0
61	1	2	594	2
61	2	2	160	1
61	2	2	130	0
62	1	1	769	2
62	2	2	24	1
62	2	2	32	0
63	1	1	773	2
63	1	1	858	1
63	1	1	864	0
64	2	1	16	2
64	2	2	333	1
64	2	2	329	0
65	1	2	600	2
65	1	2	788	1
65	1	2	794	0
66	1	1	633	2
66	2	2	510	1
66	2	2	527	0
67	1	2	452	2
67	1	1	718	1
67	1	1	727	0
68	1	1	178	2
68	2	2	512	1
68	2	2	529	0
69	1	1	829	2
69	1	2	737	1
69	1	2	760	0
70	1	1	797	2
70	2	2	405	1
70	2	2	420	0
71	1	2	698	2
71	1	2	487	1
71	1	2	447	0
72	2	2	378	2
72	2	2	384	1
72	2	2	402	0
73	1	1	620	2
73	1	1	423	1
73	1	1	484	0
74	2	2	351	2
74	2	2	414	1
74	2	2	423	0
75	1	1	872	2
75	1	2	820	1
75	1	2	827	0
76	1	1	625	2
76	2	2	368	1
76	2	2	371	0
77	1	1	745	2
77	1	1	757	1
77	1	1	761	0
78	1	1	769	2
78	1	1	250	1
78	1	1	225	0
79	1	1	747	2
79	1	2	557	1
79	1	2	584	0
80	1	2	55	1
80	2	2	69	0
81	2	2	47	1
81	1	2	55	0
82	2	2	55	1
82	2	2	32	0
83	1	2	593	1
83	1	2	621	0
84	2	2	298	1
84	2	2	358	0
85	1	2	714	1
85	1	2	726	0
86	2	2	337	1
86	2	2	344	0
87	1	1	849	1
87	1	1	850	0
88	1	2	47	1
88	1	2	47	0
89	2	2	259	1
89	2	2	220	0
90	2	2	347	1
90	2	2	333	0
91	1	2	55	1
91	1	2	8	0
92	2	2	322	1
92	2	2	387	0
93	1	1	904	1
93	1	1	908	0
94	1	2	24	1
94	2	2	83	0
95	1	2	281	1
95	1	2	365	0
96	2	2	200	1
96	2	2	250	0
97	1	2	384	1
97	1	2	433	0
98	1	2	32	1
98	1	2	32	0
99	1	2	803	1
99	1	2	808	0
0	0	0	381	2
0	0	0	393	1
0	0	0	400	0
1	0	0	375	2
1	0	0	400	1
1	0	0	400	0
2	0	0	361	2
2	0	0	400	1
2	0	0	400	0
3	0	0	381	2
3	0	0	393	1
3	0	0	400	0
4	0	0	375	2
4	0	0	393	1
4	0	0	400	0
5	0	0	354	2
5	0	0	393	1
5	0	0	400	0
6	0	0	368	2
6	0	0	393	1
6	0	0	400	0
7	0	0	381	2
7	0	0	393	1
7	0	0	400	0
8	0	0	347	2
8	0	0	393	1
8	0	0	400	0
9	0	0	375	2
9	0	0	393	1
9	0	0	400	0
10	0	0	375	2
10	0	0	387	1
10	0	0	381	0
11	0	0	361	2
11	0	0	381	1
11	0	0	375	0
12	0	0	375	2
12	0	0	381	1
12	0	0	381	0
13	0	0	368	2
13	0	0	381	1
13	0	0	393	0
14	0	0	354	2
14	0	0	375	1
14	0	0	368	0
15	0	0	268	2
15	0	0	340	1
15	0	0	340	0
16	0	0	340	2
16	0	0	387	1
16	0	0	387	0
17	0	0	347	2
17	0	0	381	1
17	0	0	381	0
18	0	0	368	2
18	0	0	381	1
18	0	0	381	0
19	0	0	361	2
19	0	0	381	1
19	0	0	375	0
20	0	0	318	2
20	1	0	318	1
