ep	step	cls	conf	meas	truth
DOS-RPL-01	0	HON	650	2614	HONEST
DOS-RPL-01	1	HON	642	2614	HONEST
DOS-RPL-01	2	HON	642	2614	HONEST
DOS-RPL-01	3	HON	658	2614	HONEST
DOS-RPL-01	4	HON	642	2586	HONEST
DOS-RPL-01	5	HON	658	2600	HONEST
DOS-RPL-01	6	HON	650	2614	HONEST
DOS-RPL-01	7	HON	642	2586	HONEST
DOS-RPL-01	8	HON	642	2586	HONEST
DOS-RPL-01	9	HON	658	2600	HONEST
DOS-RPL-01	10	HON	650	2586	HONEST
DOS-RPL-01	11	HON	642	2586	HONEST
DOS-RPL-01	12	HON	642	2586	HONEST
DOS-RPL-01	13	HON	650	2614	HONEST
DOS-RPL-01	14	HON	642	2614	HONEST
DOS-RPL-01	15	HON	650	2614	HONEST
DOS-RPL-01	16	HON	642	2586	HONEST
DOS-RPL-01	17	HON	650	2586	HONEST
DOS-RPL-01	18	HON	642	2600	HONEST
DOS-RPL-01	19	HON	642	2614	HONEST
DOS-RPL-01	20	RPL	650	2614	FALSE
DOS-RPL-01	21	RPL	642	2614	FALSE
DOS-RPL-01	22	RPL	642	2614	FALSE
DOS-RPL-01	23	RPL	658	2614	FALSE
DOS-RPL-01	24	RPL	642	2586	FALSE
DOS-RPL-01	25	RPL	658	2600	FALSE
DOS-RPL-01	26	RPL	650	2614	FALSE
DOS-RPL-01	27	RPL	642	2586	FALSE
DOS-RPL-01	28	RPL	642	2586	FALSE
DOS-RPL-01	29	RPL	658	2600	FALSE
DOS-RPL-01	30	RPL	650	2586	FALSE
DOS-RPL-01	31	RPL	642	2586	FALSE
DOS-RPL-01	32	RPL	642	2586	FALSE
DOS-RPL-01	33	RPL	650	2614	FALSE
DOS-RPL-01	34	RPL	642	2614	FALSE
DOS-RPL-01	35	RPL	650	2614	FALSE
DOS-RPL-01	36	RPL	642	2586	FALSE
DOS-RPL-01	37	RPL	650	2586	FALSE
DOS-RPL-01	38	RPL	642	2600	FALSE
DOS-RPL-01	39	RPL	642	2614	FALSE
DOS-RPL-01	40	HON	650	2614	HONEST
DOS-RPL-01	41	HON	642	2614	HONEST
DOS-RPL-01	42	HON	642	2614	HONEST
DOS-RPL-01	43	HON	658	2614	HONEST
DOS-RPL-01	44	HON	642	2586	HONEST
DOS-RPL-01	45	HON	658	2600	HONEST
DOS-RPL-01	46	HON	650	2614	HONEST
DOS-RPL-01	47	HON	642	2586	HONEST
DOS-RPL-01	48	HON	642	2586	HONEST
DOS-RPL-01	49	HON	658	2600	HONEST
DOS-RPL-01	50	HON	650	2586	HONEST
DOS-RPL-01	51	HON	642	2586	HONEST
DOS-RPL-01	52	HON	642	2586	HONEST
DOS-RPL-01	53	HON	650	2614	HONEST
DOS-RPL-01	54	HON	642	2614	HONEST
DOS-RPL-01	55	HON	650	2614	HONEST
DOS-RPL-01	56	HON	642	2586	HONEST
DOS-RPL-01	57	HON	650	2586	HONEST
DOS-RPL-01	58	HON	642	2600	HONEST
DOS-RPL-01	59	HON	642	2614	HONEST
DOS-RPL-02	0	HON	642	2586	HONEST
DOS-RPL-02	1	HON	650	2600	HONEST
DOS-RPL-02	2	HON	658	2586	HONEST
DOS-RPL-02	3	HON	642	2600	HONEST
DOS-RPL-02	4	HON	642	2586	HONEST
DOS-RPL-02	5	HON	650	2586	HONEST
DOS-RPL-02	6	HON	642	2586	HONEST
DOS-RPL-02	7	HON	642	2600	HONEST
DOS-RPL-02	8	HON	642	2600	HONEST
DOS-RPL-02	9	HON	658	2614	HONEST
DOS-RPL-02	10	HON	658	2614	HONEST
DOS-RPL-02	11	HON	658	2586	HONEST
DOS-RPL-02	12	HON	642	2614	HONEST
DOS-RPL-02	13	HON	642	2600	HONEST
DOS-RPL-02	14	HON	650	2600	HONEST
DOS-RPL-02	15	HON	658	2614	HONEST
DOS-RPL-02	16	HON	642	2600	HONEST
DOS-RPL-02	17	HON	658	2586	HONEST
DOS-RPL-02	18	HON	650	2586	HONEST
DOS-RPL-02	19	HON	642	2586	HONEST
DOS-RPL-02	20	RPL	642	2586	FALSE
DOS-RPL-02	21	RPL	650	2600	FALSE
DOS-RPL-02	22	RPL	658	2586	FALSE
DOS-RPL-02	23	RPL	642	2600	FALSE
DOS-RPL-02	24	RPL	642	2586	FALSE
DOS-RPL-02	25	RPL	650	2586	FALSE
DOS-RPL-02	26	RPL	642	2586	FALSE
DOS-RPL-02	27	RPL	642	2600	FALSE
DOS-RPL-02	28	RPL	642	2600	FALSE
DOS-RPL-02	29	RPL	658	2614	FALSE
DOS-RPL-02	30	RPL	658	2614	FALSE
DOS-RPL-02	31	RPL	658	2586	FALSE
DOS-RPL-02	32	RPL	642	2614	FALSE
DOS-RPL-02	33	RPL	642	2600	FALSE
DOS-RPL-02	34	RPL	650	2600	FALSE
DOS-RPL-02	35	RPL	658	2614	FALSE
DOS-RPL-02	36	RPL	642	2600	FALSE
DOS-RPL-02	37	RPL	658	2586	FALSE
DOS-RPL-02	38	RPL	650	2586	FALSE
DOS-RPL-02	39	RPL	642	2586	FALSE
DOS-RPL-02	40	HON	642	2586	HONEST
DOS-RPL-02	41	HON	650	2600	HONEST
DOS-RPL-02	42	HON	658	2586	HONEST
DOS-RPL-02	43	HON	642	2600	HONEST
DOS-RPL-02	44	HON	642	2586	HONEST
DOS-RPL-02	45	HON	650	2586	HONEST
DOS-RPL-02	46	HON	642	2586	HONEST
DOS-RPL-02	47	HON	642	2600	HONEST
DOS-RPL-02	48	HON	642	2600	HONEST
DOS-RPL-02	49	HON	658	2614	HONEST
DOS-RPL-02	50	HON	658	2614	HONEST
DOS-RPL-02	51	HON	658	2586	HONEST
DOS-RPL-02	52	HON	642	2614	HONEST
DOS-RPL-02	53	HON	642	2600	HONEST
DOS-RPL-02	54	HON	650	2600	HONEST
DOS-RPL-02	55	HON	658	2614	HONEST
DOS-RPL-02	56	HON	642	2600	HONEST
DOS-RPL-02	57	HON	658	2586	HONEST
DOS-RPL-02	58	HON	650	2586	HONEST
DOS-RPL-02	59	HON	642	2586	HONEST
DOS-RPL-03	0	HON	642	2600	HONEST
DOS-RPL-03	1	HON	642	2614	HONEST
DOS-RPL-03	2	HON	642	2586	HONEST
DOS-RPL-03	3	HON	650	2614	HONEST
DOS-RPL-03	4	HON	650	2600	HONEST
DOS-RPL-03	5	HON	658	2586	HONEST
DOS-RPL-03	6	HON	658	2614	HONEST
DOS-RPL-03	7	HON	642	2600	HONEST
DOS-RPL-03	8	HON	658	2586	HONEST
DOS-RPL-03	9	HON	650	2600	HONEST
DOS-RPL-03	10	HON	650	2586	HONEST
DOS-RPL-03	11	HON	658	2586	HONEST
DOS-RPL-03	12	HON	650	2614	HONEST
DOS-RPL-03	13	HON	642	2586	HONEST
DOS-RPL-03	14	HON	642	2614	HONEST
DOS-RPL-03	15	HON	642	2600	HONEST
DOS-RPL-03	16	HON	650	2586	HONEST
DOS-RPL-03	17	HON	650	2586	HONEST
DOS-RPL-03	18	HON	658	2614	HONEST
DOS-RPL-03	19	HON	658	2600	HONEST
DOS-RPL-03	20	RPL	642	2600	FALSE
DOS-RPL-03	21	RPL	642	2614	FALSE
DOS-RPL-03	22	RPL	642	2586	FALSE
DOS-RPL-03	23	RPL	650	2614	FALSE
DOS-RPL-03	24	RPL	650	2600	FALSE
DOS-RPL-03	25	RPL	658	2586	FALSE
DOS-RPL-03	26	RPL	658	2614	FALSE
DOS-RPL-03	27	RPL	642	2600	FALSE
DOS-RPL-03	28	RPL	658	2586	FALSE
DOS-RPL-03	29	RPL	650	2600	FALSE
DOS-RPL-03	30	RPL	650	2586	FALSE
DOS-RPL-03	31	RPL	658	2586	FALSE
DOS-RPL-03	32	RPL	650	2614	FALSE
DOS-RPL-03	33	RPL	642	2586	FALSE
DOS-RPL-03	34	RPL	642	2614	FALSE
DOS-RPL-03	35	RPL	642	2600	FALSE
DOS-RPL-03	36	RPL	650	2586	FALSE
DOS-RPL-03	37	RPL	650	2586	FALSE
DOS-RPL-03	38	RPL	658	2614	FALSE
DOS-RPL-03	39	RPL	658	2600	FALSE
DOS-RPL-03	40	HON	642	2600	HONEST
DOS-RPL-03	41	HON	642	2614	HONEST
DOS-RPL-03	42	HON	642	2586	HONEST
DOS-RPL-03	43	HON	650	2614	HONEST
DOS-RPL-03	44	HON	650	2600	HONEST
DOS-RPL-03	45	HON	658	2586	HONEST
DOS-RPL-03	46	HON	658	2614	HONEST
DOS-RPL-03	47	HON	642	2600	HONEST
DOS-RPL-03	48	HON	658	2586	HONEST
DOS-RPL-03	49	HON	650	2600	HONEST
DOS-RPL-03	50	HON	650	2586	HONEST
DOS-RPL-03	51	HON	658	2586	HONEST
DOS-RPL-03	52	HON	650	2614	HONEST
DOS-RPL-03	53	HON	642	2586	HONEST
DOS-RPL-03	54	HON	642	2614	HONEST
DOS-RPL-03	55	HON	642	2600	HONEST
DOS-RPL-03	56	HON	650	2586	HONEST
DOS-RPL-03	57	HON	650	2586	HONEST
DOS-RPL-03	58	HON	658	2614	HONEST
DOS-RPL-03	59	HON	658	2600	HONEST
DOS-RPL-04	0	HON	650	2586	HONEST
DOS-RPL-04	1	HON	642	2586	HONEST
DOS-RPL-04	2	HON	658	2600	HONEST
DOS-RPL-04	3	HON	650	2600	HONEST
DOS-RPL-04	4	HON	642	2614	HONEST
DOS-RPL-04	5	HON	650	2614	HONEST
DOS-RPL-04	6	HON	642	2614	HONEST
DOS-RPL-04	7	HON	642	2614	HONEST
DOS-RPL-04	8	HON	658	2614	HONEST
DOS-RPL-04	9	HON	642	2586	HONEST
DOS-RPL-04	10	HON	658	2600	HONEST
DOS-RPL-04	11	HON	650	2614	HONEST
DOS-RPL-04	12	HON	642	2586	HONEST
DOS-RPL-04	13	HON	642	2586	HONEST
DOS-RPL-04	14	HON	658	2600	HONEST
DOS-RPL-04	15	HON	650	2586	HONEST
DOS-RPL-04	16	HON	642	2586	HONEST
DOS-RPL-04	17	HON	642	2586	HONEST
DOS-RPL-04	18	HON	650	2614	HONEST
DOS-RPL-04	19	HON	642	2614	HONEST
DOS-RPL-04	20	RPL	650	2586	FALSE
DOS-RPL-04	21	RPL	642	2586	FALSE
DOS-RPL-04	22	RPL	658	2600	FALSE
DOS-RPL-04	23	RPL	650	2600	FALSE
DOS-RPL-04	24	RPL	642	2614	FALSE
DOS-RPL-04	25	RPL	650	2614	FALSE
DOS-RPL-04	26	RPL	642	2614	FALSE
DOS-RPL-04	27	RPL	642	2614	FALSE
DOS-RPL-04	28	RPL	658	2614	FALSE
DOS-RPL-04	29	RPL	642	2586	FALSE
DOS-RPL-04	30	RPL	658	2600	FALSE
DOS-RPL-04	31	RPL	650	2614	FALSE
DOS-RPL-04	32	RPL	642	2586	FALSE
DOS-RPL-04	33	RPL	642	2586	FALSE
DOS-RPL-04	34	RPL	658	2600	FALSE
DOS-RPL-04	35	RPL	650	2586	FALSE
DOS-RPL-04	36	RPL	642	2586	FALSE
DOS-RPL-04	37	RPL	642	2586	FALSE
DOS-RPL-04	38	RPL	650	2614	FALSE
DOS-RPL-04	39	RPL	642	2614	FALSE
DOS-RPL-04	40	HON	650	2586	HONEST
DOS-RPL-04	41	HON	642	2586	HONEST
DOS-RPL-04	42	HON	658	2600	HONEST
DOS-RPL-04	43	HON	650	2600	HONEST
DOS-RPL-04	44	HON	642	2614	HONEST
DOS-RPL-04	45	HON	650	2614	HONEST
DOS-RPL-04	46	HON	642	2614	HONEST
DOS-RPL-04	47	HON	642	2614	HONEST
DOS-RPL-04	48	HON	658	2614	HONEST
DOS-RPL-04	49	HON	642	2586	HONEST
DOS-RPL-04	50	HON	658	2600	HONEST
DOS-RPL-04	51	HON	650	2614	HONEST
DOS-RPL-04	52	HON	642	2586	HONEST
DOS-RPL-04	53	HON	642	2586	HONEST
DOS-RPL-04	54	HON	658	2600	HONEST
DOS-RPL-04	55	HON	650	2586	HONEST
DOS-RPL-04	56	HON	642	2586	HONEST
DOS-RPL-04	57	HON	642	2586	HONEST
DOS-RPL-04	58	HON	650	2614	HONEST
DOS-RPL-04	59	HON	642	2614	HONEST
DOS-RPL-05	0	HON	658	2614	HONEST
DOS-RPL-05	1	HON	658	2600	HONEST
DOS-RPL-05	2	HON	658	2586	HONEST
DOS-RPL-05	3	HON	658	2586	HONEST
DOS-RPL-05	4	HON	658	2600	HONEST
DOS-RPL-05	5	HON	642	2586	HONEST
DOS-RPL-05	6	HON	650	2600	HONEST
DOS-RPL-05	7	HON	658	2586	HONEST
DOS-RPL-05	8	HON	642	2600	HONEST
DOS-RPL-05	9	HON	642	2586	HONEST
DOS-RPL-05	10	HON	650	2586	HONEST
DOS-RPL-05	11	HON	642	2586	HONEST
DOS-RPL-05	12	HON	642	2600	HONEST
DOS-RPL-05	13	HON	642	2600	HONEST
DOS-RPL-05	14	HON	658	2614	HONEST
DOS-RPL-05	15	HON	658	2614	HONEST
DOS-RPL-05	16	HON	658	2586	HONEST
DOS-RPL-05	17	HON	642	2614	HONEST
DOS-RPL-05	18	HON	642	2600	HONEST
DOS-RPL-05	19	HON	650	2600	HONEST
DOS-RPL-05	20	RPL	658	2614	FALSE
DOS-RPL-05	21	RPL	658	2600	FALSE
DOS-RPL-05	22	RPL	658	2586	FALSE
DOS-RPL-05	23	RPL	658	2586	FALSE
DOS-RPL-05	24	RPL	658	2600	FALSE
DOS-RPL-05	25	RPL	642	2586	FALSE
DOS-RPL-05	26	RPL	650	2600	FALSE
DOS-RPL-05	27	RPL	658	2586	FALSE
DOS-RPL-05	28	RPL	642	2600	FALSE
DOS-RPL-05	29	RPL	642	2586	FALSE
DOS-RPL-05	30	RPL	650	2586	FALSE
DOS-RPL-05	31	RPL	642	2586	FALSE
DOS-RPL-05	32	RPL	642	2600	FALSE
DOS-RPL-05	33	RPL	642	2600	FALSE
DOS-RPL-05	34	RPL	658	2614	FALSE
DOS-RPL-05	35	RPL	658	2614	FALSE
DOS-RPL-05	36	RPL	658	2586	FALSE
DOS-RPL-05	37	RPL	642	2614	FALSE
DOS-RPL-05	38	RPL	642	2600	FALSE
DOS-RPL-05	39	RPL	650	2600	FALSE
DOS-RPL-05	40	HON	658	2614	HONEST
DOS-RPL-05	41	HON	658	2600	HONEST
DOS-RPL-05	42	HON	658	2586	HONEST
DOS-RPL-05	43	HON	658	2586	HONEST
DOS-RPL-05	44	HON	658	2600	HONEST
DOS-RPL-05	45	HON	642	2586	HONEST
DOS-RPL-05	46	HON	650	2600	HONEST
DOS-RPL-05	47	HON	658	2586	HONEST
DOS-RPL-05	48	HON	642	2600	HONEST
DOS-RPL-05	49	HON	642	2586	HONEST
DOS-RPL-05	50	HON	650	2586	HONEST
DOS-RPL-05	51	HON	642	2586	HONEST
DOS-RPL-05	52	HON	642	2600	HONEST
DOS-RPL-05	53	HON	642	2600	HONEST
DOS-RPL-05	54	HON	658	2614	HONEST
DOS-RPL-05	55	HON	658	2614	HONEST
DOS-RPL-05	56	HON	658	2586	HONEST
DOS-RPL-05	57	HON	642	2614	HONEST
DOS-RPL-05	58	HON	642	2600	HONEST
DOS-RPL-05	59	HON	650	2600	HONEST
DOS-RPL-06	0	HON	650	2614	HONEST
DOS-RPL-06	1	HON	642	2614	HONEST
DOS-RPL-06	2	HON	650	2614	HONEST
DOS-RPL-06	3	HON	642	2586	HONEST
DOS-RPL-06	4	HON	650	2586	HONEST
DOS-RPL-06	5	HON	642	2600	HONEST
DOS-RPL-06	6	HON	642	2614	HONEST
DOS-RPL-06	7	HON	642	2586	HONEST
DOS-RPL-06	8	HON	650	2614	HONEST
DOS-RPL-06	9	HON	650	2600	HONEST
DOS-RPL-06	10	HON	658	2586	HONEST
DOS-RPL-06	11	HON	658	2614	HONEST
DOS-RPL-06	12	HON	642	2600	HONEST
DOS-RPL-06	13	HON	658	2586	HONEST
DOS-RPL-06	14	HON	650	2600	HONEST
DOS-RPL-06	15	HON	650	2586	HONEST
DOS-RPL-06	16	HON	658	2586	HONEST
DOS-RPL-06	17	HON	650	2614	HONEST
DOS-RPL-06	18	HON	642	2586	HONEST
DOS-RPL-06	19	HON	642	2614	HONEST
DOS-RPL-06	20	RPL	650	2614	FALSE
DOS-RPL-06	21	RPL	642	2614	FALSE
DOS-RPL-06	22	RPL	650	2614	FALSE
DOS-RPL-06	23	RPL	642	2586	FALSE
DOS-RPL-06	24	RPL	650	2586	FALSE
DOS-RPL-06	25	RPL	642	2600	FALSE
DOS-RPL-06	26	RPL	642	2614	FALSE
DOS-RPL-06	27	RPL	642	2586	FALSE
DOS-RPL-06	28	RPL	650	2614	FALSE
DOS-RPL-06	29	RPL	650	2600	FALSE
DOS-RPL-06	30	RPL	658	2586	FALSE
DOS-RPL-06	31	RPL	658	2614	FALSE
DOS-RPL-06	32	RPL	642	2600	FALSE
DOS-RPL-06	33	RPL	658	2586	FALSE
DOS-RPL-06	34	RPL	650	2600	FALSE
DOS-RPL-06	35	RPL	650	2586	FALSE
DOS-RPL-06	36	RPL	658	2586	FALSE
DOS-RPL-06	37	RPL	650	2614	FALSE
DOS-RPL-06	38	RPL	642	2586	FALSE
DOS-RPL-06	39	RPL	642	2614	FALSE
DOS-RPL-06	40	HON	650	2614	HONEST
DOS-RPL-06	41	HON	642	2614	HONEST
DOS-RPL-06	42	HON	650	2614	HONEST
DOS-RPL-06	43	HON	642	2586	HONEST
DOS-RPL-06	44	HON	650	2586	HONEST
DOS-RPL-06	45	HON	642	2600	HONEST
DOS-RPL-06	46	HON	642	2614	HONEST
DOS-RPL-06	47	HON	642	2586	HONEST
DOS-RPL-06	48	HON	650	2614	HONEST
DOS-RPL-06	49	HON	650	2600	HONEST
DOS-RPL-06	50	HON	658	2586	HONEST
DOS-RPL-06	51	HON	658	2614	HONEST
DOS-RPL-06	52	HON	642	2600	HONEST
DOS-RPL-06	53	HON	658	2586	HONEST
DOS-RPL-06	54	HON	650	2600	HONEST
DOS-RPL-06	55	HON	650	2586	HONEST
DOS-RPL-06	56	HON	658	2586	HONEST
DOS-RPL-06	57	HON	650	2614	HONEST
DOS-RPL-06	58	HON	642	2586	HONEST
DOS-RPL-06	59	HON	642	2614	HONEST
DOS-RPL-07	0	HON	642	2600	HONEST
DOS-RPL-07	1	HON	650	2600	HONEST
DOS-RPL-07	2	HON	658	2614	HONEST
DOS-RPL-07	3	HON	642	2600	HONEST
DOS-RPL-07	4	HON	658	2586	HONEST
DOS-RPL-07	5	HON	650	2586	HONEST
DOS-RPL-07	6	HON	642	2586	HONEST
DOS-RPL-07	7	HON	658	2600	HONEST
DOS-RPL-07	8	HON	650	2600	HONEST
DOS-RPL-07	9	HON	642	2614	HONEST
DOS-RPL-07	10	HON	650	2614	HONEST
DOS-RPL-07	11	HON	642	2614	HONEST
DOS-RPL-07	12	HON	642	2614	HONEST
DOS-RPL-07	13	HON	658	2614	HONEST
DOS-RPL-07	14	HON	642	2586	HONEST
DOS-RPL-07	15	HON	658	2600	HONEST
