2000|N|COL-4|700|6000|1
2001|N|PTC-4|710|6050|1
2002|N|COL-4|720|6100|1
2003|N|PTC-4|730|6150|1
2004|N|COL-4|740|6200|1
2005|N|PTC-4|750|6250|1
2006|N|COL-4|760|6300|1
2007|N|PTC-4|770|6350|1
2008|N|COL-4|780|6400|1
2009|N|PTC-4|790|6450|1
2010|N|COL-4|800|6500|1
2011|N|PTC-4|810|6550|1
2012|N|COL-4|820|6600|1
2013|N|PTC-4|830|6650|1
2014|N|COL-4|840|6700|1
2015|N|PTC-4|850|6750|1
2016|N|COL-4|860|6800|1
2017|N|PTC-4|870|6850|1
2018|N|COL-4|880|6900|1
2019|N|PTC-4|890|6950|1
2020|N|COL-4|900|6000|1
2021|N|PTC-4|910|6050|1
2022|N|COL-4|920|6100|1
2023|N|PTC-4|930|6150|1
2024|N|COL-4|940|6200|1
2025|N|PTC-4|950|6250|1
2026|N|COL-4|960|6300|1
2027|N|PTC-4|970|6350|1
2028|N|COL-4|980|6400|1
2029|N|PTC-4|990|6450|1
2030|N|COL-4|700|6500|1
2031|N|PTC-4|710|6550|1
2032|N|COL-4|720|6600|1
2033|N|PTC-4|730|6650|1
2034|N|COL-4|740|6700|1
2035|N|PTC-4|750|6750|1
2036|N|COL-4|760|6800|1
2037|N|PTC-4|770|6850|1
2038|N|COL-4|780|6900|1
2039|N|PTC-4|790|6950|1
2040|N|COL-4|800|6000|1
2041|N|PTC-4|810|6050|1
2042|N|COL-4|820|6100|1
2043|N|PTC-4|830|6150|1
2044|N|COL-4|840|6200|1
2045|N|PTC-4|850|6250|1
2046|N|COL-4|860|6300|1
2047|N|PTC-4|870|6350|1
2048|N|COL-4|880|6400|1
2049|N|PTC-4|890|6450|1
2050|N|COL-4|900|6500|1
2051|N|PTC-4|910|6550|1
2052|N|COL-4|920|6600|1
2053|N|PTC-4|930|6650|1
2054|N|COL-4|940|6700|1
2055|N|PTC-4|950|6750|1
2056|N|COL-4|960|6800|1
2057|N|PTC-4|970|6850|1
2058|N|COL-4|980|6900|1
2059|N|PTC-4|990|6950|1
2060|N|COL-4|700|6000|1
2061|N|PTC-4|710|6050|1
2062|N|COL-4|720|6100|1
2063|N|PTC-4|730|6150|1
2064|N|COL-4|740|6200|1
2065|N|PTC-4|750|6250|1
2066|N|COL-4|760|6300|1
2067|N|PTC-4|770|6350|1
2068|N|COL-4|780|6400|1
2069|N|PTC-4|790|6450|1
2070|N|COL-4|800|6500|1
2071|N|PTC-4|810|6550|1
2072|N|COL-4|820|6600|1
2073|N|PTC-4|830|6650|1
2074|N|COL-4|840|6700|1
2075|N|PTC-4|850|6750|1
2076|N|COL-4|860|6800|1
2077|N|PTC-4|870|6850|1
2078|N|COL-4|880|6900|1
2079|N|PTC-4|890|6950|1
2080|N|COL-4|900|6000|1
2081|N|PTC-4|910|6050|1
2082|N|COL-4|920|6100|1
2083|N|PTC-4|930|6150|1
2084|N|COL-4|940|6200|1
2085|N|PTC-4|950|6250|1
2086|N|COL-4|960|6300|1
2087|N|PTC-4|970|6350|1
2088|N|COL-4|980|6400|1
2089|N|PTC-4|990|6450|1
2090|N|COL-4|700|6500|1
2091|N|PTC-4|710|6550|1
2092|N|COL-4|720|6600|1
2093|N|PTC-4|730|6650|1
2094|N|COL-4|740|6700|1
2095|N|PTC-4|750|6750|1
2096|N|COL-4|760|6800|1
2097|N|PTC-4|770|6850|1
2098|N|COL-4|780|6900|1
2099|N|PTC-4|790|6950|1
2100|N|COL-4|800|6000|1
2101|N|PTC-4|810|6050|1
2102|N|COL-4|820|6100|1
2103|N|PTC-4|830|6150|1
2104|N|COL-4|840|6200|1
2105|N|PTC-4|850|6250|1
2106|N|COL-4|860|6300|1
2107|N|PTC-4|870|6350|1
2108|N|COL-4|880|6400|1
2109|N|PTC-4|890|6450|1
