650	2200
650	2700
650	3200
650	3700
650	4200
650	4700
650	5200
650	5700
650	6200
650	6700
660	2200
660	2700
660	3200
660	3700
660	4200
660	4700
660	5200
660	5700
660	6200
660	6700
670	2200
670	2700
670	3200
670	3700
670	4200
670	4700
670	5200
670	5700
670	6200
670	6700
680	2200
680	2700
680	3200
680	3700
680	4200
680	4700
680	5200
680	5700
680	6200
680	6700
690	2200
690	2700
690	3200
690	3700
690	4200
690	4700
690	5200
690	5700
690	6200
690	6700
700	2200
700	2700
700	3200
700	3700
700	4200
700	4700
700	5200
700	5700
700	6200
700	6700
710	2200
710	2700
710	3200
710	3700
710	4200
710	4700
710	5200
710	5700
710	6200
710	6700
720	2200
720	2700
720	3200
720	3700
720	4200
720	4700
720	5200
720	5700
720	6200
720	6700
730	2200
730	2700
730	3200
730	3700
730	4200
730	4700
730	5200
730	5700
730	6200
730	6700
740	2200
740	2700
740	3200
740	3700
740	4200
740	4700
740	5200
740	5700
740	6200
740	6700
750	2200
750	2700
750	3200
750	3700
750	4200
750	4700
750	5200
750	5700
750	6200
750	6700
760	2200
760	2700
760	3200
760	3700
760	4200
760	4700
760	5200
760	5700
760	6200
760	6700
770	2200
770	2700
770	3200
770	3700
770	4200
770	4700
770	5200
770	5700
770	6200
770	6700
780	2200
780	2700
780	3200
780	3700
780	4200
780	4700
780	5200
780	5700
780	6200
780	6700
790	2200
790	2700
790	3200
790	3700
790	4200
790	4700
790	5200
790	5700
790	6200
790	6700
800	2200
800	2700
800	3200
800	3700
800	4200
800	4700
800	5200
800	5700
800	6200
800	6700
810	2200
810	2700
810	3200
810	3700
810	4200
810	4700
810	5200
810	5700
810	6200
810	6700
820	2200
820	2700
820	3200
820	3700
820	4200
820	4700
820	5200
820	5700
820	6200
820	6700
830	2200
830	2700
830	3200
830	3700
830	4200
830	4700
830	5200
830	5700
830	6200
830	6700
840	2200
840	2700
840	3200
840	3700
840	4200
840	4700
840	5200
840	5700
840	6200
840	6700
850	2200
850	2700
850	3200
850	3700
850	4200
850	4700
850	5200
850	5700
850	6200
850	6700
860	2200
860	2700
860	3200
860	3700
860	4200
860	4700
860	5200
860	5700
860	6200
860	6700
870	2200
870	2700
870	3200
870	3700
870	4200
870	4700
870	5200
870	5700
870	6200
870	6700
880	2200
880	2700
880	3200
880	3700
880	4200
880	4700
880	5200
880	5700
880	6200
880	6700
890	2200
890	2700
890	3200
890	3700
890	4200
890	4700
890	5200
890	5700
890	6200
890	6700
900	2200
900	2700
900	3200
900	3700
900	4200
900	4700
900	5200
900	5700
900	6200
900	6700
910	2200
910	2700
910	3200
910	3700
910	4200
910	4700
910	5200
910	5700
910	6200
910	6700
920	2200
920	2700
920	3200
920	3700
920	4200
920	4700
920	5200
920	5700
920	6200
920	6700
930	2200
930	2700
930	3200
930	3700
930	4200
930	4700
930	5200
930	5700
930	6200
930	6700
940	2200
940	2700
940	3200
940	3700
940	4200
940	4700
940	5200
940	5700
940	6200
940	6700
