T	T0000a	4	2	0	1	11	1,2
T	T0000b	4	2	0	1	11	7,8
T	T0000c	4	2	0	1	11	1,2
T	T0001a	9	2	0	1	40	1,2
T	T0001b	9	2	0	1	40	7,8
T	T0001c	9	2	0	1	40	1,2
T	T0002a	11	2	0	1	69	1,2
T	T0002b	11	2	0	1	69	7,8
T	T0002c	11	2	0	1	69	1,2
T	T0003a	13	2	0	1	98	1,2
T	T0003b	13	2	0	1	98	7,8
T	T0003c	13	2	0	1	98	1,2
T	T0004a	15	2	0	1	127	1,2
T	T0004b	15	2	0	1	127	7,8
T	T0004c	15	2	0	1	127	1,2
T	T0005a	17	2	0	1	156	1,2
T	T0005b	17	2	0	1	156	7,8
T	T0005c	17	2	0	1	156	1,2
T	T0006a	19	2	0	1	185	1,2
T	T0006b	19	2	0	1	185	7,8
T	T0006c	19	2	0	1	185	1,2
T	T0007a	21	2	0	1	214	1,2
T	T0007b	21	2	0	1	214	7,8
T	T0007c	21	2	0	1	214	1,2
T	T0100a	4	2	0	1	64	23,24
T	T0100b	4	2	0	1	64	26,28
T	T0100c	4	2	0	1	64	23,24
T	T0101a	9	2	0	1	93	23,24
T	T0101b	9	2	0	1	93	26,28
T	T0101c	9	2	0	1	93	23,24
T	T0102a	11	2	0	1	122	23,24
T	T0102b	11	2	0	1	122	26,28
T	T0102c	11	2	0	1	122	23,24
T	T0103a	13	2	0	1	151	23,24
T	T0103b	13	2	0	1	151	26,28
T	T0103c	13	2	0	1	151	23,24
T	T0104a	15	2	0	1	180	23,24
T	T0104b	15	2	0	1	180	26,28
T	T0104c	15	2	0	1	180	23,24
T	T0105a	17	2	0	1	209	23,24
T	T0105b	17	2	0	1	209	26,28
T	T0105c	17	2	0	1	209	23,24
T	T0106a	19	2	0	1	238	23,24
T	T0106b	19	2	0	1	238	26,28
T	T0106c	19	2	0	1	238	23,24
T	T0107a	21	2	0	1	267	23,24
T	T0107b	21	2	0	1	267	26,28
T	T0107c	21	2	0	1	267	23,24
