A	colorconst	primary	colorconst/p000	SAME_SURFACE	425
A	colorconst	adversarial	colorconst/p001	DIFFERENT	594
A	colorconst	primary	colorconst/p002	SAME_SURFACE	32
A	colorconst	adversarial	colorconst/p003	DIFFERENT	773
A	colorconst	primary	colorconst/p004	SAME_SURFACE	329
A	colorconst	adversarial	colorconst/p005	DIFFERENT	600
A	colorconst	primary	colorconst/p006	SAME_SURFACE	527
A	colorconst	adversarial	colorconst/p007	DIFFERENT	452
A	colorconst	primary	colorconst/p008	SAME_SURFACE	529
A	colorconst	adversarial	colorconst/p009	DIFFERENT	829
A	colorconst	primary	colorconst/p010	SAME_SURFACE	420
A	colorconst	adversarial	colorconst/p011	DIFFERENT	698
A	colorconst	primary	colorconst/p012	SAME_SURFACE	402
A	colorconst	adversarial	colorconst/p013	DIFFERENT	620
A	colorconst	primary	colorconst/p014	SAME_SURFACE	423
A	colorconst	adversarial	colorconst/p015	DIFFERENT	872
A	colorconst	primary	colorconst/p016	SAME_SURFACE	371
A	colorconst	adversarial	colorconst/p017	DIFFERENT	745
A	colorconst	primary	colorconst/p018	DIFFERENT	225
A	colorconst	adversarial	colorconst/p019	DIFFERENT	747
A	colordisc	primary	colordisc/p000	SAME	400
A	colordisc	adversarial	colordisc/p001	SAME	375
A	colordisc	primary	colordisc/p002	SAME	400
A	colordisc	adversarial	colordisc/p003	SAME	381
A	colordisc	primary	colordisc/p004	SAME	400
A	colordisc	adversarial	colordisc/p005	SAME	354
A	colordisc	primary	colordisc/p006	SAME	400
A	colordisc	adversarial	colordisc/p007	SAME	381
A	colordisc	primary	colordisc/p008	SAME	400
A	colordisc	adversarial	colordisc/p009	SAME	375
A	colordisc	primary	colordisc/p010	SAME	381
A	colordisc	adversarial	colordisc/p011	SAME	361
A	colordisc	primary	colordisc/p012	SAME	381
A	colordisc	adversarial	colordisc/p013	SAME	368
A	colordisc	primary	colordisc/p014	SAME	368
A	colordisc	adversarial	colordisc/p015	SAME	268
A	colordisc	primary	colordisc/p016	SAME	387
A	colordisc	adversarial	colordisc/p017	SAME	347
A	colordisc	primary	colordisc/p018	SAME	381
A	colordisc	adversarial	colordisc/p019	SAME	361
A	colordisc	primary	colordisc/p020	DIFFERENT	318
A	colordisc	adversarial	colordisc/p021	SAME	368
A	colordisc	primary	colordisc/p022	DIFFERENT	347
A	colordisc	adversarial	colordisc/p023	SAME	347
A	colordisc	primary	colordisc/p024	DIFFERENT	405
A	colordisc	adversarial	colordisc/p025	SAME	333
A	colordisc	primary	colordisc/p026	DIFFERENT	230
A	colordisc	adversarial	colordisc/p027	SAME	347
A	colordisc	primary	colordisc/p028	SAME	62
A	colordisc	adversarial	colordisc/p029	SAME	325
A	motiondir	primary	motiondir/p000.vid	STILL	428
A	motiondir	adversarial	motiondir/p001.vid	STILL	428
A	motiondir	primary	motiondir/p002.vid	STILL	428
A	motiondir	adversarial	motiondir/p003.vid	SE	200
A	motiondir	primary	motiondir/p004.vid	W	692
A	motiondir	adversarial	motiondir/p005.vid	SW	428
A	motiondir	primary	motiondir/p006.vid	N	500
A	motiondir	adversarial	motiondir/p007.vid	STILL	428
A	motiondir	primary	motiondir/p008.vid	NW	500
A	motiondir	adversarial	motiondir/p009.vid	W	428
A	motiondir	primary	motiondir/p010.vid	W	200
A	motiondir	adversarial	motiondir/p011.vid	STILL	428
A	motiondir	primary	motiondir/p012.vid	E	500
A	motiondir	adversarial	motiondir/p013.vid	STILL	333
A	motiondir	primary	motiondir/p014.vid	E	846
A	motiondir	adversarial	motiondir/p015.vid	W	428
A	motiondir	primary	motiondir/p016.vid	S	500
A	motiondir	adversarial	motiondir/p017.vid	S	428
A	motiondir	primary	motiondir/p018.vid	S	500
A	motiondir	adversarial	motiondir/p019.vid	S	428
A	motiondir	primary	motiondir/p020.vid	STILL	200
A	motiondir	adversarial	motiondir/p021.vid	STILL	333
A	motiondir	primary	motiondir/p022.vid	N	333
A	motiondir	adversarial	motiondir/p023.vid	S	333
A	motiondir	primary	motiondir/p024.vid	S	600
A	motiondir	adversarial	motiondir/p025.vid	STILL	428
A	motiondir	primary	motiondir/p026.vid	STILL	200
A	motiondir	adversarial	motiondir/p027.vid	STILL	428
A	motiondir	primary	motiondir/p028.vid	E	0
A	motiondir	adversarial	motiondir/p029.vid	STILL	428
A	pitchdisc	primary	pitchdisc/p000.pcm	SAME	284
A	pitchdisc	adversarial	pitchdisc/p001.pcm	SAME	224
A	pitchdisc	primary	pitchdisc/p002.pcm	SAME	221
A	pitchdisc	adversarial	pitchdisc/p003.pcm	SAME	181
A	pitchdisc	primary	pitchdisc/p004.pcm	HIGHER	699
A	pitchdisc	adversarial	pitchdisc/p005.pcm	SAME	215
A	pitchdisc	primary	pitchdisc/p006.pcm	SAME	285
A	pitchdisc	adversarial	pitchdisc/p007.pcm	SAME	180
A	pitchdisc	primary	pitchdisc/p008.pcm	LOWER	679
A	pitchdisc	adversarial	pitchdisc/p009.pcm	SAME	254
A	pitchdisc	primary	pitchdisc/p010.pcm	SAME	195
A	pitchdisc	adversarial	pitchdisc/p011.pcm	SAME	244
A	pitchdisc	primary	pitchdisc/p012.pcm	SAME	285
A	pitchdisc	adversarial	pitchdisc/p013.pcm	SAME	199
A	pitchdisc	primary	pitchdisc/p014.pcm	SAME	223
A	pitchdisc	adversarial	pitchdisc/p015.pcm	SAME	262
A	pitchdisc	primary	pitchdisc/p016.pcm	HIGHER	820
A	pitchdisc	adversarial	pitchdisc/p017.pcm	SAME	207
A	pitchdisc	primary	pitchdisc/p018.pcm	SAME	283
A	pitchdisc	adversarial	pitchdisc/p019.pcm	SAME	240
A	pitchdisc	primary	pitchdisc/p020.pcm	LOWER	798
A	pitchdisc	adversarial	pitchdisc/p021.pcm	SAME	262
